evaluation_year,architecture,policy,seed,accuracy,changed_accuracy,con_seats,lab_seats,lib_seats,natSW_seats,oth_seats
2001,16,fixed_0.3,101227,0.9313572542901716,0.16666666666666666,194,417,21,9,0
2001,16,fixed_0.3,101228,0.8736349453978159,0.375,243,373,25,0,0
2001,16,fixed_0.3,101229,0.9453978159126365,0.16666666666666666,183,420,28,10,0
2001,16,fixed_0.3,101230,0.9173166926677067,0.20833333333333334,205,417,14,5,0
2001,16,fixed_0.3,101231,0.8985959438377535,0.20833333333333334,216,414,9,2,0
2001,16,fixed_0.3,101232,0.9297971918876755,0.20833333333333334,196,417,28,0,0
2001,32,validation_all_rates,101223,0.8985959438377535,0.25,209,427,2,3,0
2001,32,validation_all_rates,101224,0.9578783151326054,0.25,161,420,51,9,0
2001,32,validation_all_rates,101225,0.9344773790951638,0.125,183,421,25,12,0
2001,32,validation_all_rates,101226,0.9344773790951638,0.125,191,415,25,10,0
2001,32,validation_all_rates,101227,0.9641185647425897,0.041666666666666664,167,418,46,10,0
2001,32,validation_all_rates,101228,0.9188767550702028,0.3333333333333333,204,417,20,0,0
2001,32,validation_all_rates,101229,0.9266770670826833,0.125,194,411,26,10,0
2001,32,validation_all_rates,101230,0.9453978159126365,0.16666666666666666,185,419,28,9,0
2001,32,validation_all_rates,101231,0.8845553822152886,0.125,170,439,19,13,0
2001,32,validation_all_rates,101232,0.9251170046801872,0.125,197,415,19,10,0
2001,32,fixed_0.3,101223,0.9001560062402496,0.25,190,435,12,4,0
2001,32,fixed_0.3,101224,0.953198127925117,0.08333333333333333,176,419,37,9,0
