evaluation_year,architecture,policy,actual_party,predicted_party,seats
2010,16,fixed_0.3,lab,lab,194
2010,16,fixed_0.3,lab,lib,1
2010,16,fixed_0.3,lab,natSW,0
2010,16,fixed_0.3,lab,oth,0
2010,16,fixed_0.3,lib,con,28
2010,16,fixed_0.3,lib,lab,4
2010,16,fixed_0.3,lib,lib,25
2010,16,fixed_0.3,lib,natSW,0
2010,16,fixed_0.3,lib,oth,0
2010,16,fixed_0.3,natSW,con,2
2010,16,fixed_0.3,natSW,lab,2
2010,16,fixed_0.3,natSW,lib,0
2010,16,fixed_0.3,natSW,natSW,5
2010,16,fixed_0.3,natSW,oth,0
2010,16,fixed_0.3,oth,con,2
2010,16,fixed_0.3,oth,lab,0
2010,16,fixed_0.3,oth,lib,0
2010,16,fixed_0.3,oth,natSW,0
2010,16,fixed_0.3,oth,oth,0
2010,32,validation_all_rates,con,con,304
2010,32,validation_all_rates,con,lab,0
2010,32,validation_all_rates,con,lib,2
2010,32,validation_all_rates,con,natSW,0
2010,32,validation_all_rates,con,oth,0
2010,32,validation_all_rates,lab,con,59
2010,32,validation_all_rates,lab,lab,198
2010,32,validation_all_rates,lab,lib,1
2010,32,validation_all_rates,lab,natSW,0
2010,32,validation_all_rates,lab,oth,0
2010,32,validation_all_rates,lib,con,24
2010,32,validation_all_rates,lib,lab,4
2010,32,validation_all_rates,lib,lib,29
2010,32,validation_all_rates,lib,natSW,0
2010,32,validation_all_rates,lib,oth,0
2010,32,validation_all_rates,natSW,con,2
2010,32,validation_all_rates,natSW,lab,2
2010,32,validation_all_rates,natSW,lib,0
2010,32,validation_all_rates,natSW,natSW,5
2010,32,validation_all_rates,natSW,oth,0
2010,32,validation_all_rates,oth,con,2
2010,32,validation_all_rates,oth,lab,0
2010,32,validation_all_rates,oth,lib,0
2010,32,validation_all_rates,oth,natSW,0
2010,32,validation_all_rates,oth,oth,0
2010,32,fixed_0.3,con,con,305
2010,32,fixed_0.3,con,lab,0
2010,32,fixed_0.3,con,lib,1
2010,32,fixed_0.3,con,natSW,0
2010,32,fixed_0.3,con,oth,0
2010,32,fixed_0.3,lab,con,66
2010,32,fixed_0.3,lab,lab,191
2010,32,fixed_0.3,lab,lib,1
2010,32,fixed_0.3,lab,natSW,0
2010,32,fixed_0.3,lab,oth,0
2010,32,fixed_0.3,lib,con,28
2010,32,fixed_0.3,lib,lab,4
2010,32,fixed_0.3,lib,lib,25
2010,32,fixed_0.3,lib,natSW,0
2010,32,fixed_0.3,lib,oth,0
2010,32,fixed_0.3,natSW,con,2
2010,32,fixed_0.3,natSW,lab,1
2010,32,fixed_0.3,natSW,lib,0
2010,32,fixed_0.3,natSW,natSW,6
2010,32,fixed_0.3,natSW,oth,0
2010,32,fixed_0.3,oth,con,2
2010,32,fixed_0.3,oth,lab,0
2010,32,fixed_0.3,oth,lib,0
2010,32,fixed_0.3,oth,natSW,0
2010,32,fixed_0.3,oth,oth,0
2010,32_16,validation_all_rates,con,con,302
2010,32_16,validation_all_rates,con,lab,2
2010,32_16,validation_all_rates,con,lib,2
2010,32_16,validation_all_rates,con,natSW,0
2010,32_16,validation_all_rates,con,oth,0
2010,32_16,validation_all_rates,lab,con,43
2010,32_16,validation_all_rates,lab,lab,214
2010,32_16,validation_all_rates,lab,lib,1
2010,32_16,validation_all_rates,lab,natSW,0
2010,32_16,validation_all_rates,lab,oth,0
2010,32_16,validation_all_rates,lib,con,23
2010,32_16,validation_all_rates,lib,lab,5
2010,32_16,validation_all_rates,lib,lib,29
2010,32_16,validation_all_rates,lib,natSW,0
2010,32_16,validation_all_rates,lib,oth,0
2010,32_16,validation_all_rates,natSW,con,0
2010,32_16,validation_all_rates,natSW,lab,2
2010,32_16,validation_all_rates,natSW,lib,0
2010,32_16,validation_all_rates,natSW,natSW,7
2010,32_16,validation_all_rates,natSW,oth,0
2010,32_16,validation_all_rates,oth,con,1
2010,32_16,validation_all_rates,oth,lab,1
2010,32_16,validation_all_rates,oth,lib,0
2010,32_16,validation_all_rates,oth,natSW,0
2010,32_16,validation_all_rates,oth,oth,0
2010,32_16,fixed_0.3,con,con,304
2010,32_16,fixed_0.3,con,lab,0
2010,32_16,fixed_0.3,con,lib,2
2010,32_16,fixed_0.3,con,natSW,0
2010,32_16,fixed_0.3,con,oth,0
2010,32_16,fixed_0.3,lab,con,61
2010,32_16,fixed_0.3,lab,lab,196
2010,32_16,fixed_0.3,lab,lib,1
2010,32_16,fixed_0.3,lab,natSW,0
2010,32_16,fixed_0.3,lab,oth,0
2010,32_16,fixed_0.3,lib,con,24
2010,32_16,fixed_0.3,lib,lab,4
2010,32_16,fixed_0.3,lib,lib,29
2010,32_16,fixed_0.3,lib,natSW,0
2010,32_16,fixed_0.3,lib,oth,0
2010,32_16,fixed_0.3,natSW,con,2
2010,32_16,fixed_0.3,natSW,lab,2
2010,32_16,fixed_0.3,natSW,lib,0
2010,32_16,fixed_0.3,natSW,natSW,5
2010,32_16,fixed_0.3,natSW,oth,0
2010,32_16,fixed_0.3,oth,con,2
2010,32_16,fixed_0.3,oth,lab,0
2010,32_16,fixed_0.3,oth,lib,0
2010,32_16,fixed_0.3,oth,natSW,0
2010,32_16,fixed_0.3,oth,oth,0
2010,64_32,validation_all_rates,con,con,300
2010,64_32,validation_all_rates,con,lab,3
2010,64_32,validation_all_rates,con,lib,3
2010,64_32,validation_all_rates,con,natSW,0
2010,64_32,validation_all_rates,con,oth,0
2010,64_32,validation_all_rates,lab,con,34
2010,64_32,validation_all_rates,lab,lab,223
2010,64_32,validation_all_rates,lab,lib,1
2010,64_32,validation_all_rates,lab,natSW,0
2010,64_32,validation_all_rates,lab,oth,0
2010,64_32,validation_all_rates,lib,con,18
2010,64_32,validation_all_rates,lib,lab,5
2010,64_32,validation_all_rates,lib,lib,34
2010,64_32,validation_all_rates,lib,natSW,0
2010,64_32,validation_all_rates,lib,oth,0
2010,64_32,validation_all_rates,natSW,con,0
2010,64_32,validation_all_rates,natSW,lab,2
2010,64_32,validation_all_rates,natSW,lib,0
2010,64_32,validation_all_rates,natSW,natSW,7
2010,64_32,validation_all_rates,natSW,oth,0
2010,64_32,validation_all_rates,oth,con,1
2010,64_32,validation_all_rates,oth,lab,1
2010,64_32,validation_all_rates,oth,lib,0
2010,64_32,validation_all_rates,oth,natSW,0
2010,64_32,validation_all_rates,oth,oth,0
2010,64_32,fixed_0.3,con,con,304
2010,64_32,fixed_0.3,con,lab,0
2010,64_32,fixed_0.3,con,lib,2
2010,64_32,fixed_0.3,con,natSW,0
2010,64_32,fixed_0.3,con,oth,0
2010,64_32,fixed_0.3,lab,con,53
2010,64_32,fixed_0.3,lab,lab,204
2010,64_32,fixed_0.3,lab,lib,1
2010,64_32,fixed_0.3,lab,natSW,0
2010,64_32,fixed_0.3,lab,oth,0
2010,64_32,fixed_0.3,lib,con,24
2010,64_32,fixed_0.3,lib,lab,4
2010,64_32,fixed_0.3,lib,lib,29
2010,64_32,fixed_0.3,lib,natSW,0
2010,64_32,fixed_0.3,lib,oth,0
2010,64_32,fixed_0.3,natSW,con,2
2010,64_32,fixed_0.3,natSW,lab,2
2010,64_32,fixed_0.3,natSW,lib,0
2010,64_32,fixed_0.3,natSW,natSW,5
2010,64_32,fixed_0.3,natSW,oth,0
2010,64_32,fixed_0.3,oth,con,1
2010,64_32,fixed_0.3,oth,lab,1
2010,64_32,fixed_0.3,oth,lib,0
2010,64_32,fixed_0.3,oth,natSW,0
2010,64_32,fixed_0.3,oth,oth,0
2015,16,validation_all_rates,con,con,251
2015,16,validation_all_rates,con,lab,52
2015,16,validation_all_rates,con,lib,27
2015,16,validation_all_rates,con,natSW,0
2015,16,validation_all_rates,con,oth,0
2015,16,validation_all_rates,lab,con,2
2015,16,validation_all_rates,lab,lab,223
2015,16,validation_all_rates,lab,lib,6
2015,16,validation_all_rates,lab,natSW,0
2015,16,validation_all_rates,lab,oth,0
2015,16,validation_all_rates,lib,con,0
2015,16,validation_all_rates,lib,lab,0
2015,16,validation_all_rates,lib,lib,8
2015,16,validation_all_rates,lib,natSW,0
2015,16,validation_all_rates,lib,oth,0
2015,16,validation_all_rates,natSW,con,0
2015,16,validation_all_rates,natSW,lab,43
2015,16,validation_all_rates,natSW,lib,9
2015,16,validation_all_rates,natSW,natSW,7
2015,16,validation_all_rates,natSW,oth,0
2015,16,validation_all_rates,oth,con,1
2015,16,validation_all_rates,oth,lab,3
2015,16,validation_all_rates,oth,lib,0
2015,16,validation_all_rates,oth,natSW,0
2015,16,validation_all_rates,oth,oth,0
2015,16,fixed_0.3,con,con,250
2015,16,fixed_0.3,con,lab,54
2015,16,fixed_0.3,con,lib,26
2015,16,fixed_0.3,con,natSW,0
2015,16,fixed_0.3,con,oth,0
2015,16,fixed_0.3,lab,con,1
2015,16,fixed_0.3,lab,lab,224
2015,16,fixed_0.3,lab,lib,6
2015,16,fixed_0.3,lab,natSW,0
2015,16,fixed_0.3,lab,oth,0
2015,16,fixed_0.3,lib,con,0
2015,16,fixed_0.3,lib,lab,0
2015,16,fixed_0.3,lib,lib,8
2015,16,fixed_0.3,lib,natSW,0
2015,16,fixed_0.3,lib,oth,0
2015,16,fixed_0.3,natSW,con,0
2015,16,fixed_0.3,natSW,lab,42
2015,16,fixed_0.3,natSW,lib,9
2015,16,fixed_0.3,natSW,natSW,8
2015,16,fixed_0.3,natSW,oth,0
2015,16,fixed_0.3,oth,con,1
2015,16,fixed_0.3,oth,lab,3
2015,16,fixed_0.3,oth,lib,0
2015,16,fixed_0.3,oth,natSW,0
2015,16,fixed_0.3,oth,oth,0
2015,32,validation_all_rates,con,con,244
2015,32,validation_all_rates,con,lab,59
2015,32,validation_all_rates,con,lib,27
2015,32,validation_all_rates,con,natSW,0
2015,32,validation_all_rates,con,oth,0
2015,32,validation_all_rates,lab,con,1
2015,32,validation_all_rates,lab,lab,224
2015,32,validation_all_rates,lab,lib,6
2015,32,validation_all_rates,lab,natSW,0
2015,32,validation_all_rates,lab,oth,0
2015,32,validation_all_rates,lib,con,0
2015,32,validation_all_rates,lib,lab,0
2015,32,validation_all_rates,lib,lib,8
2015,32,validation_all_rates,lib,natSW,0
2015,32,validation_all_rates,lib,oth,0
2015,32,validation_all_rates,natSW,con,0
2015,32,validation_all_rates,natSW,lab,46
2015,32,validation_all_rates,natSW,lib,8
2015,32,validation_all_rates,natSW,natSW,5
2015,32,validation_all_rates,natSW,oth,0
2015,32,validation_all_rates,oth,con,1
2015,32,validation_all_rates,oth,lab,3
2015,32,validation_all_rates,oth,lib,0
2015,32,validation_all_rates,oth,natSW,0
2015,32,validation_all_rates,oth,oth,0
2015,32,fixed_0.3,con,con,244
2015,32,fixed_0.3,con,lab,59
2015,32,fixed_0.3,con,lib,27
2015,32,fixed_0.3,con,natSW,0
2015,32,fixed_0.3,con,oth,0
2015,32,fixed_0.3,lab,con,1
2015,32,fixed_0.3,lab,lab,224
2015,32,fixed_0.3,lab,lib,6
2015,32,fixed_0.3,lab,natSW,0
2015,32,fixed_0.3,lab,oth,0
2015,32,fixed_0.3,lib,con,0
2015,32,fixed_0.3,lib,lab,0
2015,32,fixed_0.3,lib,lib,8
2015,32,fixed_0.3,lib,natSW,0
2015,32,fixed_0.3,lib,oth,0
2015,32,fixed_0.3,natSW,con,0
2015,32,fixed_0.3,natSW,lab,46
2015,32,fixed_0.3,natSW,lib,8
2015,32,fixed_0.3,natSW,natSW,5
2015,32,fixed_0.3,natSW,oth,0
2015,32,fixed_0.3,oth,con,1
2015,32,fixed_0.3,oth,lab,3
2015,32,fixed_0.3,oth,lib,0
2015,32,fixed_0.3,oth,natSW,0
2015,32,fixed_0.3,oth,oth,0
2015,32_16,validation_all_rates,con,con,260
2015,32_16,validation_all_rates,con,lab,43
2015,32_16,validation_all_rates,con,lib,27
2015,32_16,validation_all_rates,con,natSW,0
2015,32_16,validation_all_rates,con,oth,0
2015,32_16,validation_all_rates,lab,con,2
2015,32_16,validation_all_rates,lab,lab,223
2015,32_16,validation_all_rates,lab,lib,6
2015,32_16,validation_all_rates,lab,natSW,0
2015,32_16,validation_all_rates,lab,oth,0
2015,32_16,validation_all_rates,lib,con,0
2015,32_16,validation_all_rates,lib,lab,0
2015,32_16,validation_all_rates,lib,lib,8
2015,32_16,validation_all_rates,lib,natSW,0
2015,32_16,validation_all_rates,lib,oth,0
2015,32_16,validation_all_rates,natSW,con,0
2015,32_16,validation_all_rates,natSW,lab,43
2015,32_16,validation_all_rates,natSW,lib,9
2015,32_16,validation_all_rates,natSW,natSW,7
2015,32_16,validation_all_rates,natSW,oth,0
2015,32_16,validation_all_rates,oth,con,1
2015,32_16,validation_all_rates,oth,lab,3
2015,32_16,validation_all_rates,oth,lib,0
2015,32_16,validation_all_rates,oth,natSW,0
2015,32_16,validation_all_rates,oth,oth,0
2015,32_16,fixed_0.3,con,con,260
2015,32_16,fixed_0.3,con,lab,43
2015,32_16,fixed_0.3,con,lib,27
2015,32_16,fixed_0.3,con,natSW,0
2015,32_16,fixed_0.3,con,oth,0
2015,32_16,fixed_0.3,lab,con,2
2015,32_16,fixed_0.3,lab,lab,223
2015,32_16,fixed_0.3,lab,lib,6
2015,32_16,fixed_0.3,lab,natSW,0
2015,32_16,fixed_0.3,lab,oth,0
2015,32_16,fixed_0.3,lib,con,0
2015,32_16,fixed_0.3,lib,lab,0
2015,32_16,fixed_0.3,lib,lib,8
2015,32_16,fixed_0.3,lib,natSW,0
2015,32_16,fixed_0.3,lib,oth,0
2015,32_16,fixed_0.3,natSW,con,0
2015,32_16,fixed_0.3,natSW,lab,43
2015,32_16,fixed_0.3,natSW,lib,9
2015,32_16,fixed_0.3,natSW,natSW,7
2015,32_16,fixed_0.3,natSW,oth,0
2015,32_16,fixed_0.3,oth,con,1
2015,32_16,fixed_0.3,oth,lab,3
2015,32_16,fixed_0.3,oth,lib,0
2015,32_16,fixed_0.3,oth,natSW,0
2015,32_16,fixed_0.3,oth,oth,0
2015,64_32,validation_all_rates,con,con,242
2015,64_32,validation_all_rates,con,lab,61
2015,64_32,validation_all_rates,con,lib,27
2015,64_32,validation_all_rates,con,natSW,0
2015,64_32,validation_all_rates,con,oth,0
2015,64_32,validation_all_rates,lab,con,1
2015,64_32,validation_all_rates,lab,lab,224
2015,64_32,validation_all_rates,lab,lib,6
2015,64_32,validation_all_rates,lab,natSW,0
2015,64_32,validation_all_rates,lab,oth,0
2015,64_32,validation_all_rates,lib,con,0
2015,64_32,validation_all_rates,lib,lab,0
2015,64_32,validation_all_rates,lib,lib,8
2015,64_32,validation_all_rates,lib,natSW,0
2015,64_32,validation_all_rates,lib,oth,0
2015,64_32,validation_all_rates,natSW,con,0
2015,64_32,validation_all_rates,natSW,lab,46
2015,64_32,validation_all_rates,natSW,lib,7
2015,64_32,validation_all_rates,natSW,natSW,6
2015,64_32,validation_all_rates,natSW,oth,0
2015,64_32,validation_all_rates,oth,con,1
2015,64_32,validation_all_rates,oth,lab,3
2015,64_32,validation_all_rates,oth,lib,0
2015,64_32,validation_all_rates,oth,natSW,0
2015,64_32,validation_all_rates,oth,oth,0
2015,64_32,fixed_0.3,con,con,247
2015,64_32,fixed_0.3,con,lab,56
2015,64_32,fixed_0.3,con,lib,27
2015,64_32,fixed_0.3,con,natSW,0
2015,64_32,fixed_0.3,con,oth,0
2015,64_32,fixed_0.3,lab,con,1
2015,64_32,fixed_0.3,lab,lab,224
2015,64_32,fixed_0.3,lab,lib,6
2015,64_32,fixed_0.3,lab,natSW,0
2015,64_32,fixed_0.3,lab,oth,0
2015,64_32,fixed_0.3,lib,con,0
2015,64_32,fixed_0.3,lib,lab,0
2015,64_32,fixed_0.3,lib,lib,8
2015,64_32,fixed_0.3,lib,natSW,0
2015,64_32,fixed_0.3,lib,oth,0
2015,64_32,fixed_0.3,natSW,con,0
2015,64_32,fixed_0.3,natSW,lab,44
2015,64_32,fixed_0.3,natSW,lib,8
2015,64_32,fixed_0.3,natSW,natSW,7
2015,64_32,fixed_0.3,natSW,oth,0
2015,64_32,fixed_0.3,oth,con,1
2015,64_32,fixed_0.3,oth,lab,3
2015,64_32,fixed_0.3,oth,lib,0
2015,64_32,fixed_0.3,oth,natSW,0
2015,64_32,fixed_0.3,oth,oth,0
2017,16,validation_all_rates,con,con,300
2017,16,validation_all_rates,con,lab,6
2017,16,validation_all_rates,con,lib,0
2017,16,validation_all_rates,con,natSW,13
2017,16,validation_all_rates,con,oth,0
2017,16,validation_all_rates,lab,con,30
2017,16,validation_all_rates,lab,lab,225
2017,16,validation_all_rates,lab,lib,0
2017,16,validation_all_rates,lab,natSW,6
2017,16,validation_all_rates,lab,oth,0
2017,16,validation_all_rates,lib,con,7
2017,16,validation_all_rates,lib,lab,0
2017,16,validation_all_rates,lib,lib,2
2017,16,validation_all_rates,lib,natSW,4
2017,16,validation_all_rates,lib,oth,0
2017,16,validation_all_rates,natSW,con,0
2017,16,validation_all_rates,natSW,lab,0
2017,16,validation_all_rates,natSW,lib,0
2017,16,validation_all_rates,natSW,natSW,37
2017,16,validation_all_rates,natSW,oth,0
2017,16,validation_all_rates,oth,con,2
2017,16,validation_all_rates,oth,lab,0
2017,16,validation_all_rates,oth,lib,0
2017,16,validation_all_rates,oth,natSW,0
2017,16,validation_all_rates,oth,oth,0
2017,16,fixed_0.3,con,con,297
2017,16,fixed_0.3,con,lab,8
2017,16,fixed_0.3,con,lib,0
2017,16,fixed_0.3,con,natSW,14
2017,16,fixed_0.3,con,oth,0
2017,16,fixed_0.3,lab,con,22
2017,16,fixed_0.3,lab,lab,233
2017,16,fixed_0.3,lab,lib,0
2017,16,fixed_0.3,lab,natSW,6
2017,16,fixed_0.3,lab,oth,0
2017,16,fixed_0.3,lib,con,7
2017,16,fixed_0.3,lib,lab,0
2017,16,fixed_0.3,lib,lib,2
2017,16,fixed_0.3,lib,natSW,4
2017,16,fixed_0.3,lib,oth,0
2017,16,fixed_0.3,natSW,con,0
2017,16,fixed_0.3,natSW,lab,0
2017,16,fixed_0.3,natSW,lib,1
2017,16,fixed_0.3,natSW,natSW,36
2017,16,fixed_0.3,natSW,oth,0
2017,16,fixed_0.3,oth,con,1
2017,16,fixed_0.3,oth,lab,1
2017,16,fixed_0.3,oth,lib,0
2017,16,fixed_0.3,oth,natSW,0
2017,16,fixed_0.3,oth,oth,0
2017,32,validation_all_rates,con,con,300
2017,32,validation_all_rates,con,lab,6
2017,32,validation_all_rates,con,lib,0
2017,32,validation_all_rates,con,natSW,13
2017,32,validation_all_rates,con,oth,0
2017,32,validation_all_rates,lab,con,39
2017,32,validation_all_rates,lab,lab,216
2017,32,validation_all_rates,lab,lib,0
2017,32,validation_all_rates,lab,natSW,6
2017,32,validation_all_rates,lab,oth,0
2017,32,validation_all_rates,lib,con,7
2017,32,validation_all_rates,lib,lab,0
2017,32,validation_all_rates,lib,lib,2
2017,32,validation_all_rates,lib,natSW,4
2017,32,validation_all_rates,lib,oth,0
2017,32,validation_all_rates,natSW,con,0
2017,32,validation_all_rates,natSW,lab,0
2017,32,validation_all_rates,natSW,lib,0
2017,32,validation_all_rates,natSW,natSW,37
2017,32,validation_all_rates,natSW,oth,0
2017,32,validation_all_rates,oth,con,2
2017,32,validation_all_rates,oth,lab,0
2017,32,validation_all_rates,oth,lib,0
2017,32,validation_all_rates,oth,natSW,0
2017,32,validation_all_rates,oth,oth,0
2017,32,fixed_0.3,con,con,300
2017,32,fixed_0.3,con,lab,6
2017,32,fixed_0.3,con,lib,0
2017,32,fixed_0.3,con,natSW,13
2017,32,fixed_0.3,con,oth,0
2017,32,fixed_0.3,lab,con,26
2017,32,fixed_0.3,lab,lab,229
2017,32,fixed_0.3,lab,lib,0
2017,32,fixed_0.3,lab,natSW,6
2017,32,fixed_0.3,lab,oth,0
2017,32,fixed_0.3,lib,con,7
2017,32,fixed_0.3,lib,lab,0
2017,32,fixed_0.3,lib,lib,2
2017,32,fixed_0.3,lib,natSW,4
2017,32,fixed_0.3,lib,oth,0
2017,32,fixed_0.3,natSW,con,0
2017,32,fixed_0.3,natSW,lab,0
2017,32,fixed_0.3,natSW,lib,1
2017,32,fixed_0.3,natSW,natSW,36
2017,32,fixed_0.3,natSW,oth,0
2017,32,fixed_0.3,oth,con,1
2017,32,fixed_0.3,oth,lab,1
2017,32,fixed_0.3,oth,lib,0
2017,32,fixed_0.3,oth,natSW,0
2017,32,fixed_0.3,oth,oth,0
2017,32_16,validation_all_rates,con,con,299
2017,32_16,validation_all_rates,con,lab,6
2017,32_16,validation_all_rates,con,lib,0
2017,32_16,validation_all_rates,con,natSW,14
2017,32_16,validation_all_rates,con,oth,0
2017,32_16,validation_all_rates,lab,con,30
2017,32_16,validation_all_rates,lab,lab,223
2017,32_16,validation_all_rates,lab,lib,0
2017,32_16,validation_all_rates,lab,natSW,8
2017,32_16,validation_all_rates,lab,oth,0
2017,32_16,validation_all_rates,lib,con,7
2017,32_16,validation_all_rates,lib,lab,0
2017,32_16,validation_all_rates,lib,lib,2
2017,32_16,validation_all_rates,lib,natSW,4
2017,32_16,validation_all_rates,lib,oth,0
2017,32_16,validation_all_rates,natSW,con,0
2017,32_16,validation_all_rates,natSW,lab,0
2017,32_16,validation_all_rates,natSW,lib,0
2017,32_16,validation_all_rates,natSW,natSW,37
2017,32_16,validation_all_rates,natSW,oth,0
2017,32_16,validation_all_rates,oth,con,2
2017,32_16,validation_all_rates,oth,lab,0
2017,32_16,validation_all_rates,oth,lib,0
2017,32_16,validation_all_rates,oth,natSW,0
2017,32_16,validation_all_rates,oth,oth,0
2017,32_16,fixed_0.3,con,con,300
2017,32_16,fixed_0.3,con,lab,6
2017,32_16,fixed_0.3,con,lib,0
2017,32_16,fixed_0.3,con,natSW,13
2017,32_16,fixed_0.3,con,oth,0
2017,32_16,fixed_0.3,lab,con,27
2017,32_16,fixed_0.3,lab,lab,228
2017,32_16,fixed_0.3,lab,lib,0
2017,32_16,fixed_0.3,lab,natSW,6
2017,32_16,fixed_0.3,lab,oth,0
2017,32_16,fixed_0.3,lib,con,7
2017,32_16,fixed_0.3,lib,lab,0
2017,32_16,fixed_0.3,lib,lib,2
2017,32_16,fixed_0.3,lib,natSW,4
2017,32_16,fixed_0.3,lib,oth,0
2017,32_16,fixed_0.3,natSW,con,0
2017,32_16,fixed_0.3,natSW,lab,0
2017,32_16,fixed_0.3,natSW,lib,0
2017,32_16,fixed_0.3,natSW,natSW,37
2017,32_16,fixed_0.3,natSW,oth,0
2017,32_16,fixed_0.3,oth,con,2
2017,32_16,fixed_0.3,oth,lab,0
2017,32_16,fixed_0.3,oth,lib,0
2017,32_16,fixed_0.3,oth,natSW,0
2017,32_16,fixed_0.3,oth,oth,0
2017,64_32,validation_all_rates,con,con,299
2017,64_32,validation_all_rates,con,lab,6
2017,64_32,validation_all_rates,con,lib,0
2017,64_32,validation_all_rates,con,natSW,14
2017,64_32,validation_all_rates,con,oth,0
2017,64_32,validation_all_rates,lab,con,27
2017,64_32,validation_all_rates,lab,lab,228
2017,64_32,validation_all_rates,lab,lib,0
2017,64_32,validation_all_rates,lab,natSW,6
2017,64_32,validation_all_rates,lab,oth,0
2017,64_32,validation_all_rates,lib,con,7
2017,64_32,validation_all_rates,lib,lab,0
2017,64_32,validation_all_rates,lib,lib,2
2017,64_32,validation_all_rates,lib,natSW,4
2017,64_32,validation_all_rates,lib,oth,0
2017,64_32,validation_all_rates,natSW,con,0
2017,64_32,validation_all_rates,natSW,lab,0
2017,64_32,validation_all_rates,natSW,lib,0
2017,64_32,validation_all_rates,natSW,natSW,37
2017,64_32,validation_all_rates,natSW,oth,0
2017,64_32,validation_all_rates,oth,con,2
2017,64_32,validation_all_rates,oth,lab,0
2017,64_32,validation_all_rates,oth,lib,0
2017,64_32,validation_all_rates,oth,natSW,0
2017,64_32,validation_all_rates,oth,oth,0
2017,64_32,fixed_0.3,con,con,300
2017,64_32,fixed_0.3,con,lab,6
2017,64_32,fixed_0.3,con,lib,0
2017,64_32,fixed_0.3,con,natSW,13
2017,64_32,fixed_0.3,con,oth,0
2017,64_32,fixed_0.3,lab,con,30
2017,64_32,fixed_0.3,lab,lab,225
2017,64_32,fixed_0.3,lab,lib,0
2017,64_32,fixed_0.3,lab,natSW,6
2017,64_32,fixed_0.3,lab,oth,0
2017,64_32,fixed_0.3,lib,con,7
2017,64_32,fixed_0.3,lib,lab,0
2017,64_32,fixed_0.3,lib,lib,2
2017,64_32,fixed_0.3,lib,natSW,4
2017,64_32,fixed_0.3,lib,oth,0
2017,64_32,fixed_0.3,natSW,con,0
2017,64_32,fixed_0.3,natSW,lab,0
2017,64_32,fixed_0.3,natSW,lib,1
2017,64_32,fixed_0.3,natSW,natSW,36
2017,64_32,fixed_0.3,natSW,oth,0
2017,64_32,fixed_0.3,oth,con,2
2017,64_32,fixed_0.3,oth,lab,0
2017,64_32,fixed_0.3,oth,lib,0
2017,64_32,fixed_0.3,oth,natSW,0
2017,64_32,fixed_0.3,oth,oth,0
2019,16,validation_all_rates,con,con,325
2019,16,validation_all_rates,con,lab,40
2019,16,validation_all_rates,con,lib,0
2019,16,validation_all_rates,con,natSW,0
2019,16,validation_all_rates,con,oth,0
2019,16,validation_all_rates,lab,con,5
2019,16,validation_all_rates,lab,lab,197
2019,16,validation_all_rates,lab,lib,0
2019,16,validation_all_rates,lab,natSW,0
2019,16,validation_all_rates,lab,oth,0
2019,16,validation_all_rates,lib,con,7
2019,16,validation_all_rates,lib,lab,0
2019,16,validation_all_rates,lib,lib,4
2019,16,validation_all_rates,lib,natSW,0
2019,16,validation_all_rates,lib,oth,0
2019,16,validation_all_rates,natSW,con,12
2019,16,validation_all_rates,natSW,lab,7
2019,16,validation_all_rates,natSW,lib,1
2019,16,validation_all_rates,natSW,natSW,32
2019,16,validation_all_rates,natSW,oth,0
2019,16,validation_all_rates,oth,con,1
2019,16,validation_all_rates,oth,lab,1
2019,16,validation_all_rates,oth,lib,0
2019,16,validation_all_rates,oth,natSW,0
2019,16,validation_all_rates,oth,oth,0
2019,16,fixed_0.3,con,con,335
2019,16,fixed_0.3,con,lab,30
2019,16,fixed_0.3,con,lib,0
2019,16,fixed_0.3,con,natSW,0
2019,16,fixed_0.3,con,oth,0
2019,16,fixed_0.3,lab,con,8
2019,16,fixed_0.3,lab,lab,194
2019,16,fixed_0.3,lab,lib,0
2019,16,fixed_0.3,lab,natSW,0
2019,16,fixed_0.3,lab,oth,0
2019,16,fixed_0.3,lib,con,6
2019,16,fixed_0.3,lib,lab,0
2019,16,fixed_0.3,lib,lib,4
2019,16,fixed_0.3,lib,natSW,1
2019,16,fixed_0.3,lib,oth,0
2019,16,fixed_0.3,natSW,con,8
2019,16,fixed_0.3,natSW,lab,0
2019,16,fixed_0.3,natSW,lib,1
2019,16,fixed_0.3,natSW,natSW,43
2019,16,fixed_0.3,natSW,oth,0
2019,16,fixed_0.3,oth,con,1
2019,16,fixed_0.3,oth,lab,1
2019,16,fixed_0.3,oth,lib,0
2019,16,fixed_0.3,oth,natSW,0
2019,16,fixed_0.3,oth,oth,0
2019,32,validation_all_rates,con,con,326
2019,32,validation_all_rates,con,lab,39
2019,32,validation_all_rates,con,lib,0
2019,32,validation_all_rates,con,natSW,0
2019,32,validation_all_rates,con,oth,0
2019,32,validation_all_rates,lab,con,5
2019,32,validation_all_rates,lab,lab,197
2019,32,validation_all_rates,lab,lib,0
2019,32,validation_all_rates,lab,natSW,0
2019,32,validation_all_rates,lab,oth,0
2019,32,validation_all_rates,lib,con,7
2019,32,validation_all_rates,lib,lab,0
2019,32,validation_all_rates,lib,lib,4
2019,32,validation_all_rates,lib,natSW,0
2019,32,validation_all_rates,lib,oth,0
2019,32,validation_all_rates,natSW,con,14
2019,32,validation_all_rates,natSW,lab,13
