patience,best_epoch,stopping_epoch,best_validation_loss,hit_epoch_cap,parameters,elapsed_seconds,stage,train_through,validation_year,architecture,learning_rate,seed,validation_accuracy,validation_changed_seat_accuracy,validation_changed_seats,validation_log_loss,validation_brier_score,validation_rows,validation_unseen_winners
20,29,49,0.2390712201595306,False,533,0.4354622710002331,screening,1987,1992,16,0.1,101225,0.9100946372239748,0.1176470588235294,51,0.2390712020409631,0.1370182875826624,634,0
50,29,79,0.2390712201595306,False,533,0.6091495579998991,screening,1987,1992,16,0.1,101225,0.9100946372239748,0.1176470588235294,51,0.2390712020409631,0.1370182875826624,634,0
10,17,27,0.2285457402467727,False,533,0.1744539699998313,screening,1987,1992,16,0.2,101223,0.9100946372239748,0.1764705882352941,51,0.228545737819736,0.1337184281238685,634,0
20,17,37,0.2285457402467727,False,533,0.2344249540001328,screening,1987,1992,16,0.2,101223,0.9100946372239748,0.1764705882352941,51,0.228545737819736,0.1337184281238685,634,0
50,17,67,0.2285457402467727,False,533,0.4322719379997579,screening,1987,1992,16,0.2,101223,0.9100946372239748,0.1764705882352941,51,0.228545737819736,0.1337184281238685,634,0
10,16,26,0.232899785041809,False,533,0.1617941999998038,screening,1987,1992,16,0.2,101224,0.9116719242902208,0.1176470588235294,51,0.2328997548111453,0.1350831330080157,634,0
20,16,36,0.232899785041809,False,533,0.2219843539996873,screening,1987,1992,16,0.2,101224,0.9116719242902208,0.1176470588235294,51,0.2328997548111453,0.1350831330080157,634,0
50,16,66,0.232899785041809,False,533,0.4054832140000144,screening,1987,1992,16,0.2,101224,0.9116719242902208,0.1176470588235294,51,0.2328997548111453,0.1350831330080157,634,0
10,20,30,0.2283543795347213,False,533,0.1808044980002705,screening,1987,1992,16,0.2,101225,0.9100946372239748,0.196078431372549,51,0.228354371867595,0.1301135890941463,634,0
20,20,40,0.2283543795347213,False,533,0.2407535520001147,screening,1987,1992,16,0.2,101225,0.9100946372239748,0.196078431372549,51,0.228354371867595,0.1301135890941463,634,0
50,20,70,0.2283543795347213,False,533,0.4180100260000472,screening,1987,1992,16,0.2,101225,0.9100946372239748,0.196078431372549,51,0.228354371867595,0.1301135890941463,634,0
10,5,15,0.2284558862447738,False,533,0.0925284660002034,screening,1987,1992,16,0.3,101223,0.9053627760252366,0.0980392156862745,51,0.2284559015703647,0.1338143956701251,634,0
20,5,25,0.2284558862447738,False,533,0.1568714869999894,screening,1987,1992,16,0.3,101223,0.9053627760252366,0.0980392156862745,51,0.2284559015703647,0.1338143956701251,634,0
50,5,55,0.2284558862447738,False,533,0.3799881869999808,screening,1987,1992,16,0.3,101223,0.9053627760252366,0.0980392156862745,51,0.2284559015703647,0.1338143956701251,634,0
10,16,26,0.2263719588518142,False,533,0.1938726049997967,screening,1987,1992,16,0.3,101224,0.9148264984227128,0.1568627450980392,51,0.2263719868408888,0.1299973962146315,634,0
20,16,36,0.2263719588518142,False,533,0.2610757979996378,screening,1987,1992,16,0.3,101224,0.9148264984227128,0.1568627450980392,51,0.2263719868408888,0.1299973962146315,634,0
50,16,66,0.2263719588518142,False,533,0.5198612879999018,screening,1987,1992,16,0.3,101224,0.9148264984227128,0.1568627450980392,51,0.2263719868408888,0.1299973962146315,634,0
10,11,21,0.2288244664669037,False,533,0.2318603349999648,screening,1987,1992,16,0.3,101225,0.9116719242902208,0.1372549019607843,51,0.2288244651304578,0.1310373291968782,634,0
20,11,31,0.2288244664669037,False,533,0.3506340179997096,screening,1987,1992,16,0.3,101225,0.9116719242902208,0.1372549019607843,51,0.2288244651304578,0.1310373291968782,634,0
50,11,61,0.2288244664669037,False,533,0.5295881679999184,screening,1987,1992,16,0.3,101225,0.9116719242902208,0.1372549019607843,51,0.2288244651304578,0.1310373291968782,634,0
10,5,15,0.2252209037542343,False,533,0.0924487080001199,screening,1987,1992,16,0.5,101223,0.9085173501577288,0.1568627450980392,51,0.2252208999185203,0.1325171154009012,634,0
20,5,25,0.2252209037542343,False,533,0.1526501430003009,screening,1987,1992,16,0.5,101223,0.9085173501577288,0.1568627450980392,51,0.2252208999185203,0.1325171154009012,634,0
50,5,55,0.2252209037542343,False,533,0.3502226370001153,screening,1987,1992,16,0.5,101223,0.9085173501577288,0.1568627450980392,51,0.2252208999185203,0.1325171154009012,634,0
10,8,18,0.2102756649255752,False,533,0.1156593629998496,screening,1987,1992,16,0.5,101224,0.9100946372239748,0.2352941176470588,51,0.2102756575982997,0.1220770252898404,634,0
20,8,28,0.2102756649255752,False,533,0.1755468609999297,screening,1987,1992,16,0.5,101224,0.9100946372239748,0.2352941176470588,51,0.2102756575982997,0.1220770252898404,634,0
50,8,58,0.2102756649255752,False,533,0.3542928040001243,screening,1987,1992,16,0.5,101224,0.9100946372239748,0.2352941176470588,51,0.2102756575982997,0.1220770252898404,634,0
10,6,16,0.2117351442575454,False,533,0.0974340800003119,screening,1987,1992,16,0.5,101225,0.9148264984227128,0.3137254901960784,51,0.2117351328033417,0.1220917092559621,634,0
20,6,26,0.2117351442575454,False,533,0.1598417469999731,screening,1987,1992,16,0.5,101225,0.9148264984227128,0.3137254901960784,51,0.2117351328033417,0.1220917092559621,634,0
50,6,56,0.2117351442575454,False,533,0.3397201050001968,screening,1987,1992,16,0.5,101225,0.9148264984227128,0.3137254901960784,51,0.2117351328033417,0.1220917092559621,634,0
10,5,15,0.2311877906322479,False,533,0.1192284110002219,screening,1987,1992,16,1.0,101223,0.919558359621451,0.196078431372549,51,0.2311877905753271,0.1311778658797998,634,0
20,5,25,0.2311877906322479,False,533,0.1886507980002534,screening,1987,1992,16,1.0,101223,0.919558359621451,0.196078431372549,51,0.2311877905753271,0.1311778658797998,634,0
50,5,55,0.2311877906322479,False,533,0.4059245290000035,screening,1987,1992,16,1.0,101223,0.919558359621451,0.196078431372549,51,0.2311877905753271,0.1311778658797998,634,0
10,3,13,0.2166636139154434,False,533,0.0792800310000529,screening,1987,1992,16,1.0,101224,0.9148264984227128,0.1372549019607843,51,0.216663586531626,0.127252206677018,634,0
20,3,23,0.2166636139154434,False,533,0.1554448980000415,screening,1987,1992,16,1.0,101224,0.9148264984227128,0.1372549019607843,51,0.216663586531626,0.127252206677018,634,0
50,3,53,0.2166636139154434,False,533,0.3424343740002769,screening,1987,1992,16,1.0,101224,0.9148264984227128,0.1372549019607843,51,0.216663586531626,0.127252206677018,634,0
10,3,13,0.2262255102396011,False,533,0.0874444810001477,screening,1987,1992,16,1.0,101225,0.9116719242902208,0.1372549019607843,51,0.2262255120701305,0.1313091092207221,634,0
20,3,23,0.2262255102396011,False,533,0.1662473309997949,screening,1987,1992,16,1.0,101225,0.9116719242902208,0.1372549019607843,51,0.2262255120701305,0.1313091092207221,634,0
50,3,53,0.2262255102396011,False,533,0.4055116889999226,screening,1987,1992,16,1.0,101225,0.9116719242902208,0.1372549019607843,51,0.2262255120701305,0.1313091092207221,634,0
10,116,126,0.2297023385763168,False,1061,1.1726827219999905,screening,1987,1992,32,0.01,101223,0.9037854889589906,0.0980392156862745,51,0.2297023596660656,0.1371718353674442,634,0
20,116,136,0.2297023385763168,False,1061,1.3044826809996266,screening,1987,1992,32,0.01,101223,0.9037854889589906,0.0980392156862745,51,0.2297023596660656,0.1371718353674442,634,0
50,116,166,0.2297023385763168,False,1061,1.5160513209998498,screening,1987,1992,32,0.01,101223,0.9037854889589906,0.0980392156862745,51,0.2297023596660656,0.1371718353674442,634,0
10,148,158,0.2365843057632446,False,1061,1.4382122110000637,screening,1987,1992,32,0.01,101224,0.9037854889589906,0.0784313725490196,51,0.2365843053092554,0.1394647249336002,634,0
20,167,187,0.2363042533397674,False,1061,1.6460916259998155,screening,1987,1992,32,0.01,101224,0.9100946372239748,0.0980392156862745,51,0.2363042641640252,0.1391116506327771,634,0
50,167,217,0.2363042533397674,False,1061,1.833643123999991,screening,1987,1992,32,0.01,101224,0.9100946372239748,0.0980392156862745,51,0.2363042641640252,0.1391116506327771,634,0
10,181,191,0.2237201780080795,False,1061,1.283567483999832,screening,1987,1992,32,0.01,101225,0.9100946372239748,0.0784313725490196,51,0.2237201630470896,0.1355185967648887,634,0
20,181,201,0.2237201780080795,False,1061,1.3455563279999296,screening,1987,1992,32,0.01,101225,0.9100946372239748,0.0784313725490196,51,0.2237201630470896,0.1355185967648887,634,0
50,181,231,0.2237201780080795,False,1061,1.5280765779998546,screening,1987,1992,32,0.01,101225,0.9100946372239748,0.0784313725490196,51,0.2237201630470896,0.1355185967648887,634,0
10,40,50,0.2293969541788101,False,1061,0.304613044999769,screening,1987,1992,32,0.03,101223,0.9037854889589906,0.0980392156862745,51,0.2293969439197361,0.1371933803690183,634,0
20,40,60,0.2293969541788101,False,1061,0.3638327240000762,screening,1987,1992,32,0.03,101223,0.9037854889589906,0.0980392156862745,51,0.2293969439197361,0.1371933803690183,634,0
50,40,90,0.2293969541788101,False,1061,0.5590386700000636,screening,1987,1992,32,0.03,101223,0.9037854889589906,0.0980392156862745,51,0.2293969439197361,0.1371933803690183,634,0
10,56,66,0.2362614572048187,False,1061,0.4625456029998531,screening,1987,1992,32,0.03,101224,0.9100946372239748,0.0980392156862745,51,0.2362614442821079,0.1390670152436962,634,0
20,56,76,0.2362614572048187,False,1061,0.5219696690001001,screening,1987,1992,32,0.03,101224,0.9100946372239748,0.0980392156862745,51,0.2362614442821079,0.1390670152436962,634,0
50,56,106,0.2362614572048187,False,1061,0.6986940799997683,screening,1987,1992,32,0.03,101224,0.9100946372239748,0.0980392156862745,51,0.2362614442821079,0.1390670152436962,634,0
10,63,73,0.2231591194868087,False,1061,0.5112262119996558,screening,1987,1992,32,0.03,101225,0.9085173501577288,0.0588235294117647,51,0.2231591099484119,0.1352296501360971,634,0
20,63,83,0.2231591194868087,False,1061,0.5734898239998074,screening,1987,1992,32,0.03,101225,0.9085173501577288,0.0588235294117647,51,0.2231591099484119,0.1352296501360971,634,0
50,63,113,0.2231591194868087,False,1061,0.7541325679999318,screening,1987,1992,32,0.03,101225,0.9085173501577288,0.0588235294117647,51,0.2231591099484119,0.1352296501360971,634,0
10,22,32,0.2289512455463409,False,1061,0.2573195429999941,screening,1987,1992,32,0.05,101223,0.9037854889589906,0.0980392156862745,51,0.2289512413442427,0.1365256988605099,634,0
20,22,42,0.2289512455463409,False,1061,0.3172814569998081,screening,1987,1992,32,0.05,101223,0.9037854889589906,0.0980392156862745,51,0.2289512413442427,0.1365256988605099,634,0
50,22,72,0.2289512455463409,False,1061,0.503974081999786,screening,1987,1992,32,0.05,101223,0.9037854889589906,0.0980392156862745,51,0.2289512413442427,0.1365256988605099,634,0
10,29,39,0.2351675480604171,False,1061,0.2577672809998148,screening,1987,1992,32,0.05,101224,0.9037854889589906,0.0784313725490196,51,0.2351675485282478,0.1388571579539326,634,0
20,29,49,0.2351675480604171,False,1061,0.3186026299999867,screening,1987,1992,32,0.05,101224,0.9037854889589906,0.0784313725490196,51,0.2351675485282478,0.1388571579539326,634,0
50,29,79,0.2351675480604171,False,1061,0.5165297779999491,screening,1987,1992,32,0.05,101224,0.9037854889589906,0.0784313725490196,51,0.2351675485282478,0.1388571579539326,634,0
10,35,45,0.2237966358661651,False,1061,0.2897805049997259,screening,1987,1992,32,0.05,101225,0.9116719242902208,0.0784313725490196,51,0.2237966114954144,0.1355581967821636,634,0
20,35,55,0.2237966358661651,False,1061,0.3509632229997805,screening,1987,1992,32,0.05,101225,0.9116719242902208,0.0784313725490196,51,0.2237966114954144,0.1355581967821636,634,0
50,35,85,0.2237966358661651,False,1061,0.5388103719997162,screening,1987,1992,32,0.05,101225,0.9116719242902208,0.0784313725490196,51,0.2237966114954144,0.1355581967821636,634,0
10,13,23,0.2265871912240982,False,1061,0.1416415999997298,screening,1987,1992,32,0.1,101223,0.9053627760252366,0.0980392156862745,51,0.2265871933896763,0.1361973097274695,634,0
20,13,33,0.2265871912240982,False,1061,0.2484995079998952,screening,1987,1992,32,0.1,101223,0.9053627760252366,0.0980392156862745,51,0.2265871933896763,0.1361973097274695,634,0
50,13,63,0.2265871912240982,False,1061,0.5699277939997955,screening,1987,1992,32,0.1,101223,0.9053627760252366,0.0980392156862745,51,0.2265871933896763,0.1361973097274695,634,0
10,16,26,0.2333303987979889,False,1061,0.2297449910001887,screening,1987,1992,32,0.1,101224,0.9116719242902208,0.1176470588235294,51,0.2333303767692812,0.1380195007255366,634,0
20,16,36,0.2333303987979889,False,1061,0.2947331320001467,screening,1987,1992,32,0.1,101224,0.9116719242902208,0.1176470588235294,51,0.2333303767692812,0.1380195007255366,634,0
50,16,66,0.2333303987979889,False,1061,0.583874797000135,screening,1987,1992,32,0.1,101224,0.9116719242902208,0.1176470588235294,51,0.2333303767692812,0.1380195007255366,634,0
10,20,30,0.2171505242586136,False,1061,0.256099641000219,screening,1987,1992,32,0.1,101225,0.9100946372239748,0.0784313725490196,51,0.2171505519748059,0.1324781504939642,634,0
20,20,40,0.2171505242586136,False,1061,0.3596305539999775,screening,1987,1992,32,0.1,101225,0.9100946372239748,0.0784313725490196,51,0.2171505519748059,0.1324781504939642,634,0
50,20,70,0.2171505242586136,False,1061,0.6779339029999392,screening,1987,1992,32,0.1,101225,0.9100946372239748,0.0784313725490196,51,0.2171505519748059,0.1324781504939642,634,0
10,5,15,0.229093536734581,False,1061,0.1163282039997284,screening,1987,1992,32,0.2,101223,0.9037854889589906,0.0980392156862745,51,0.2290935661252543,0.1357873412146259,634,0
20,5,25,0.229093536734581,False,1061,0.1873809049998271,screening,1987,1992,32,0.2,101223,0.9037854889589906,0.0980392156862745,51,0.2290935661252543,0.1357873412146259,634,0
50,5,55,0.229093536734581,False,1061,0.3763949859999229,screening,1987,1992,32,0.2,101223,0.9037854889589906,0.0980392156862745,51,0.2290935661252543,0.1357873412146259,634,0
10,9,19,0.2253132760524749,False,1061,0.1252888839999286,screening,1987,1992,32,0.2,101224,0.9085173501577288,0.0980392156862745,51,0.2253132816054532,0.1342967015091823,634,0
20,9,29,0.2253132760524749,False,1061,0.1950807039997926,screening,1987,1992,32,0.2,101224,0.9085173501577288,0.0980392156862745,51,0.2253132816054532,0.1342967015091823,634,0
50,9,59,0.2253132760524749,False,1061,0.3772282029999587,screening,1987,1992,32,0.2,101224,0.9085173501577288,0.0980392156862745,51,0.2253132816054532,0.1342967015091823,634,0
10,11,21,0.2120306640863418,False,1061,0.1352062669998304,screening,1987,1992,32,0.2,101225,0.9100946372239748,0.0980392156862745,51,0.2120306628481214,0.1296919717684506,634,0
20,11,31,0.2120306640863418,False,1061,0.2004226260000905,screening,1987,1992,32,0.2,101225,0.9100946372239748,0.0980392156862745,51,0.2120306628481214,0.1296919717684506,634,0
50,11,61,0.2120306640863418,False,1061,0.3804211420001593,screening,1987,1992,32,0.2,101225,0.9100946372239748,0.0980392156862745,51,0.2120306628481214,0.1296919717684506,634,0
10,5,15,0.2236827313899994,False,1061,0.0928369779999229,screening,1987,1992,32,0.3,101223,0.9085173501577288,0.1176470588235294,51,0.2236827330692967,0.1353165762275633,634,0
20,5,25,0.2236827313899994,False,1061,0.1532827070000166,screening,1987,1992,32,0.3,101223,0.9085173501577288,0.1176470588235294,51,0.2236827330692967,0.1353165762275633,634,0
50,5,55,0.2236827313899994,False,1061,0.3689305180000701,screening,1987,1992,32,0.3,101223,0.9085173501577288,0.1176470588235294,51,0.2236827330692967,0.1353165762275633,634,0
10,5,15,0.214780569076538,False,1061,0.0970658370001729,screening,1987,1992,32,0.3,101224,0.9053627760252366,0.1568627450980392,51,0.2147805881054836,0.1290577516790268,634,0
20,5,25,0.214780569076538,False,1061,0.1645577980002599,screening,1987,1992,32,0.3,101224,0.9053627760252366,0.1568627450980392,51,0.2147805881054836,0.1290577516790268,634,0
50,5,55,0.214780569076538,False,1061,0.3616084590003083,screening,1987,1992,32,0.3,101224,0.9053627760252366,0.1568627450980392,51,0.2147805881054836,0.1290577516790268,634,0
10,6,16,0.2141512036323547,False,1061,0.1010917230000814,screening,1987,1992,32,0.3,101225,0.9085173501577288,0.0980392156862745,51,0.2141512011914763,0.1307690787010235,634,0
20,6,26,0.2141512036323547,False,1061,0.1658371260000422,screening,1987,1992,32,0.3,101225,0.9085173501577288,0.0980392156862745,51,0.2141512011914763,0.1307690787010235,634,0
50,6,56,0.2141512036323547,False,1061,0.3475461410002936,screening,1987,1992,32,0.3,101225,0.9085173501577288,0.0980392156862745,51,0.2141512011914763,0.1307690787010235,634,0
10,5,15,0.2208713591098785,False,1061,0.0946144139998068,screening,1987,1992,32,0.5,101223,0.9085173501577288,0.1176470588235294,51,0.2208713609805957,0.1328719066375686,634,0
20,5,25,0.2208713591098785,False,1061,0.1569220829996993,screening,1987,1992,32,0.5,101223,0.9085173501577288,0.1176470588235294,51,0.2208713609805957,0.1328719066375686,634,0
50,5,55,0.2208713591098785,False,1061,0.3673991329997079,screening,1987,1992,32,0.5,101223,0.9085173501577288,0.1176470588235294,51,0.2208713609805957,0.1328719066375686,634,0
10,5,15,0.2075574845075607,False,1061,0.127345224000237,screening,1987,1992,32,0.5,101224,0.9053627760252366,0.2156862745098039,51,0.2075574947965279,0.124292492173202,634,0
20,5,25,0.2075574845075607,False,1061,0.190207372000259,screening,1987,1992,32,0.5,101224,0.9053627760252366,0.2156862745098039,51,0.2075574947965279,0.124292492173202,634,0
50,5,55,0.2075574845075607,False,1061,0.3906990320001569,screening,1987,1992,32,0.5,101224,0.9053627760252366,0.2156862745098039,51,0.2075574947965279,0.124292492173202,634,0
10,6,16,0.1973700225353241,False,1061,0.1202833550000832,screening,1987,1992,32,0.5,101225,0.9100946372239748,0.2745098039215686,51,0.1973700297485187,0.1191970675573167,634,0
20,6,26,0.1973700225353241,False,1061,0.1829682100001264,screening,1987,1992,32,0.5,101225,0.9100946372239748,0.2745098039215686,51,0.1973700297485187,0.1191970675573167,634,0
50,6,56,0.1973700225353241,False,1061,0.3830285250000997,screening,1987,1992,32,0.5,101225,0.9100946372239748,0.2745098039215686,51,0.1973700297485187,0.1191970675573167,634,0
10,5,15,0.2261334061622619,False,1061,0.093120522999925,screening,1987,1992,32,1.0,101223,0.9116719242902208,0.2156862745098039,51,0.2261333970007533,0.1309381879219261,634,0
20,5,25,0.2261334061622619,False,1061,0.15400985999986,screening,1987,1992,32,1.0,101223,0.9116719242902208,0.2156862745098039,51,0.2261333970007533,0.1309381879219261,634,0
50,5,55,0.2261334061622619,False,1061,0.3684530699997594,screening,1987,1992,32,1.0,101223,0.9116719242902208,0.2156862745098039,51,0.2261333970007533,0.1309381879219261,634,0
10,3,13,0.236359491944313,False,1061,0.1561405520001244,screening,1987,1992,32,1.0,101224,0.9148264984227128,0.1176470588235294,51,0.2363594950383918,0.1342790086084497,634,0
20,3,23,0.236359491944313,False,1061,0.2261300269997264,screening,1987,1992,32,1.0,101224,0.9148264984227128,0.1176470588235294,51,0.2363594950383918,0.1342790086084497,634,0
50,3,53,0.236359491944313,False,1061,0.4159142529997552,screening,1987,1992,32,1.0,101224,0.9148264984227128,0.1176470588235294,51,0.2363594950383918,0.1342790086084497,634,0
10,3,13,0.2142329216003418,False,1061,0.1045794820001901,screening,1987,1992,32,1.0,101225,0.9132492113564668,0.1568627450980392,51,0.2142329471553756,0.129938283690493,634,0
20,3,23,0.2142329216003418,False,1061,0.185737347000213,screening,1987,1992,32,1.0,101225,0.9132492113564668,0.1568627450980392,51,0.2142329471553756,0.129938283690493,634,0
50,3,53,0.2142329216003418,False,1061,0.3786688380000669,screening,1987,1992,32,1.0,101225,0.9132492113564668,0.1568627450980392,51,0.2142329471553756,0.129938283690493,634,0
10,190,200,0.2794574797153473,False,1509,1.901534362000348,screening,1987,1992,32_16,0.01,101223,0.9053627760252366,0.1176470588235294,51,0.2794574800696465,0.153628873318337,634,0
20,190,210,0.2794574797153473,False,1509,1.9807999460003884,screening,1987,1992,32_16,0.01,101223,0.9053627760252366,0.1176470588235294,51,0.2794574800696465,0.153628873318337,634,0
50,190,240,0.2794574797153473,False,1509,2.2020035270002154,screening,1987,1992,32_16,0.01,101223,0.9053627760252366,0.1176470588235294,51,0.2794574800696465,0.153628873318337,634,0
10,68,78,0.3053508102893829,False,1509,0.8899837459998707,screening,1987,1992,32_16,0.01,101224,0.8848580441640379,0.0980392156862745,51,0.3053508013395896,0.1574728621059266,634,0
20,68,88,0.3053508102893829,False,1509,0.9617966249998062,screening,1987,1992,32_16,0.01,101224,0.8848580441640379,0.0980392156862745,51,0.3053508013395896,0.1574728621059266,634,0
50,68,118,0.3053508102893829,False,1509,1.192837192999832,screening,1987,1992,32_16,0.01,101224,0.8848580441640379,0.0980392156862745,51,0.3053508013395896,0.1574728621059266,634,0
10,63,73,0.2709670066833496,False,1509,0.5638013619995945,screening,1987,1992,32_16,0.01,101225,0.886435331230284,0.0980392156862745,51,0.2709669904205888,0.1481369896121958,634,0
20,63,83,0.2709670066833496,False,1509,0.6367949979999139,screening,1987,1992,32_16,0.01,101225,0.886435331230284,0.0980392156862745,51,0.2709669904205888,0.1481369896121958,634,0
50,63,113,0.2709670066833496,False,1509,0.8705189559996143,screening,1987,1992,32_16,0.01,101225,0.886435331230284,0.0980392156862745,51,0.2709669904205888,0.1481369896121958,634,0
10,66,76,0.2767587602138519,False,1509,0.6288917229999242,screening,1987,1992,32_16,0.03,101223,0.9037854889589906,0.1176470588235294,51,0.2767587464973197,0.1524541803463351,634,0
20,66,86,0.2767587602138519,False,1509,0.7014793680000366,screening,1987,1992,32_16,0.03,101223,0.9037854889589906,0.1176470588235294,51,0.2767587464973197,0.1524541803463351,634,0
