evaluation_year,architecture,policy,previous_party,actual_party,seats,correctly_predicted,accuracy,predicted_previous_party
2015,32,fixed_0.3,con,oth,1,0,0.0,1
2015,32,fixed_0.3,lab,con,8,0,0.0,8
2015,32,fixed_0.3,lab,lab,209,209,1.0,209
2015,32,fixed_0.3,lab,natSW,40,0,0.0,40
2015,32,fixed_0.3,lab,oth,1,0,0.0,1
2015,32,fixed_0.3,lib,con,27,0,0.0,27
2015,32,fixed_0.3,lib,lab,12,6,0.5,6
2015,32,fixed_0.3,lib,lib,8,8,1.0,8
2015,32,fixed_0.3,lib,natSW,10,0,0.0,8
2015,32,fixed_0.3,natSW,natSW,9,5,0.5555555555555556,5
2015,32,fixed_0.3,oth,oth,2,0,0.0,0
2015,32_16,validation_all_rates,con,con,295,260,0.8813559322033898,260
2015,32_16,validation_all_rates,con,lab,10,8,0.8,2
2015,32_16,validation_all_rates,con,oth,1,0,0.0,1
2015,32_16,validation_all_rates,lab,con,8,0,0.0,8
2015,32_16,validation_all_rates,lab,lab,209,209,1.0,209
2015,32_16,validation_all_rates,lab,natSW,40,0,0.0,40
2015,32_16,validation_all_rates,lab,oth,1,0,0.0,1
2015,32_16,validation_all_rates,lib,con,27,0,0.0,27
2015,32_16,validation_all_rates,lib,lab,12,6,0.5,6
2015,32_16,validation_all_rates,lib,lib,8,8,1.0,8
2015,32_16,validation_all_rates,lib,natSW,10,0,0.0,9
2015,32_16,validation_all_rates,natSW,natSW,9,7,0.7777777777777778,7
2015,32_16,validation_all_rates,oth,oth,2,0,0.0,0
2015,32_16,fixed_0.3,con,con,295,260,0.8813559322033898,260
2015,32_16,fixed_0.3,con,lab,10,8,0.8,2
2015,32_16,fixed_0.3,con,oth,1,0,0.0,1
2015,32_16,fixed_0.3,lab,con,8,0,0.0,8
2015,32_16,fixed_0.3,lab,lab,209,209,1.0,209
2015,32_16,fixed_0.3,lab,natSW,40,0,0.0,40
2015,32_16,fixed_0.3,lab,oth,1,0,0.0,1
2015,32_16,fixed_0.3,lib,con,27,0,0.0,27
2015,32_16,fixed_0.3,lib,lab,12,6,0.5,6
2015,32_16,fixed_0.3,lib,lib,8,8,1.0,8
2015,32_16,fixed_0.3,lib,natSW,10,0,0.0,9
2015,32_16,fixed_0.3,natSW,natSW,9,7,0.7777777777777778,7
2015,32_16,fixed_0.3,oth,oth,2,0,0.0,0
2015,64_32,validation_all_rates,con,con,295,242,0.8203389830508474,242
2015,64_32,validation_all_rates,con,lab,10,9,0.9,1
2015,64_32,validation_all_rates,con,oth,1,0,0.0,1
2015,64_32,validation_all_rates,lab,con,8,0,0.0,8
2015,64_32,validation_all_rates,lab,lab,209,209,1.0,209
2015,64_32,validation_all_rates,lab,natSW,40,0,0.0,40
2015,64_32,validation_all_rates,lab,oth,1,0,0.0,1
2015,64_32,validation_all_rates,lib,con,27,0,0.0,27
2015,64_32,validation_all_rates,lib,lab,12,6,0.5,6
2015,64_32,validation_all_rates,lib,lib,8,8,1.0,8
2015,64_32,validation_all_rates,lib,natSW,10,0,0.0,7
2015,64_32,validation_all_rates,natSW,natSW,9,6,0.6666666666666666,6
2015,64_32,validation_all_rates,oth,oth,2,0,0.0,0
2015,64_32,fixed_0.3,con,con,295,247,0.8372881355932204,247
2015,64_32,fixed_0.3,con,lab,10,9,0.9,1
2015,64_32,fixed_0.3,con,oth,1,0,0.0,1
2015,64_32,fixed_0.3,lab,con,8,0,0.0,8
2015,64_32,fixed_0.3,lab,lab,209,209,1.0,209
2015,64_32,fixed_0.3,lab,natSW,40,0,0.0,40
2015,64_32,fixed_0.3,lab,oth,1,0,0.0,1
2015,64_32,fixed_0.3,lib,con,27,0,0.0,27
2015,64_32,fixed_0.3,lib,lab,12,6,0.5,6
2015,64_32,fixed_0.3,lib,lib,8,8,1.0,8
2015,64_32,fixed_0.3,lib,natSW,10,0,0.0,8
2015,64_32,fixed_0.3,natSW,natSW,9,7,0.7777777777777778,7
2015,64_32,fixed_0.3,oth,oth,2,0,0.0,0
2017,16,validation_all_rates,con,con,298,298,1.0,298
2017,16,validation_all_rates,con,lab,27,0,0.0,27
2017,16,validation_all_rates,con,lib,5,0,0.0,5
2017,16,validation_all_rates,lab,con,6,0,0.0,6
2017,16,validation_all_rates,lab,lab,225,222,0.9866666666666667,222
2017,16,validation_all_rates,lib,con,1,1,1.0,0
2017,16,validation_all_rates,lib,lab,2,2,1.0,0
2017,16,validation_all_rates,lib,lib,4,2,0.5,2
2017,16,validation_all_rates,lib,natSW,1,1,1.0,0
2017,16,validation_all_rates,natSW,con,13,0,0.0,13
2017,16,validation_all_rates,natSW,lab,6,0,0.0,6
2017,16,validation_all_rates,natSW,lib,4,0,0.0,4
2017,16,validation_all_rates,natSW,natSW,36,36,1.0,36
2017,16,validation_all_rates,oth,con,1,1,1.0,0
2017,16,validation_all_rates,oth,lab,1,1,1.0,0
2017,16,validation_all_rates,oth,oth,2,0,0.0,0
2017,16,fixed_0.3,con,con,298,295,0.9899328859060402,295
2017,16,fixed_0.3,con,lab,27,5,0.18518518518518517,22
2017,16,fixed_0.3,con,lib,5,0,0.0,5
2017,16,fixed_0.3,lab,con,6,0,0.0,6
2017,16,fixed_0.3,lab,lab,225,225,1.0,225
2017,16,fixed_0.3,lib,con,1,1,1.0,0
2017,16,fixed_0.3,lib,lab,2,2,1.0,0
2017,16,fixed_0.3,lib,lib,4,2,0.5,2
2017,16,fixed_0.3,lib,natSW,1,0,0.0,1
2017,16,fixed_0.3,natSW,con,13,0,0.0,13
2017,16,fixed_0.3,natSW,lab,6,0,0.0,6
2017,16,fixed_0.3,natSW,lib,4,0,0.0,4
2017,16,fixed_0.3,natSW,natSW,36,36,1.0,36
2017,16,fixed_0.3,oth,con,1,1,1.0,0
2017,16,fixed_0.3,oth,lab,1,1,1.0,0
2017,16,fixed_0.3,oth,oth,2,0,0.0,0
2017,32,validation_all_rates,con,con,298,298,1.0,298
2017,32,validation_all_rates,con,lab,27,0,0.0,27
2017,32,validation_all_rates,con,lib,5,0,0.0,5
2017,32,validation_all_rates,lab,con,6,0,0.0,6
2017,32,validation_all_rates,lab,lab,225,213,0.9466666666666667,213
2017,32,validation_all_rates,lib,con,1,1,1.0,0
2017,32,validation_all_rates,lib,lab,2,2,1.0,0
2017,32,validation_all_rates,lib,lib,4,2,0.5,2
2017,32,validation_all_rates,lib,natSW,1,1,1.0,0
2017,32,validation_all_rates,natSW,con,13,0,0.0,13
2017,32,validation_all_rates,natSW,lab,6,0,0.0,6
2017,32,validation_all_rates,natSW,lib,4,0,0.0,4
2017,32,validation_all_rates,natSW,natSW,36,36,1.0,36
2017,32,validation_all_rates,oth,con,1,1,1.0,0
2017,32,validation_all_rates,oth,lab,1,1,1.0,0
2017,32,validation_all_rates,oth,oth,2,0,0.0,0
2017,32,fixed_0.3,con,con,298,298,1.0,298
2017,32,fixed_0.3,con,lab,27,1,0.037037037037037035,26
2017,32,fixed_0.3,con,lib,5,0,0.0,5
2017,32,fixed_0.3,lab,con,6,0,0.0,6
2017,32,fixed_0.3,lab,lab,225,225,1.0,225
2017,32,fixed_0.3,lib,con,1,1,1.0,0
2017,32,fixed_0.3,lib,lab,2,2,1.0,0
2017,32,fixed_0.3,lib,lib,4,2,0.5,2
2017,32,fixed_0.3,lib,natSW,1,0,0.0,1
2017,32,fixed_0.3,natSW,con,13,0,0.0,13
2017,32,fixed_0.3,natSW,lab,6,0,0.0,6
2017,32,fixed_0.3,natSW,lib,4,0,0.0,4
2017,32,fixed_0.3,natSW,natSW,36,36,1.0,36
2017,32,fixed_0.3,oth,con,1,1,1.0,0
2017,32,fixed_0.3,oth,lab,1,1,1.0,0
2017,32,fixed_0.3,oth,oth,2,0,0.0,0
2017,32_16,validation_all_rates,con,con,298,297,0.9966442953020134,297
2017,32_16,validation_all_rates,con,lab,27,0,0.0,27
2017,32_16,validation_all_rates,con,lib,5,0,0.0,5
2017,32_16,validation_all_rates,lab,con,6,0,0.0,6
2017,32_16,validation_all_rates,lab,lab,225,220,0.9777777777777777,220
2017,32_16,validation_all_rates,lib,con,1,1,1.0,0
2017,32_16,validation_all_rates,lib,lab,2,2,1.0,0
2017,32_16,validation_all_rates,lib,lib,4,2,0.5,2
2017,32_16,validation_all_rates,lib,natSW,1,1,1.0,0
2017,32_16,validation_all_rates,natSW,con,13,0,0.0,13
2017,32_16,validation_all_rates,natSW,lab,6,0,0.0,6
2017,32_16,validation_all_rates,natSW,lib,4,0,0.0,4
2017,32_16,validation_all_rates,natSW,natSW,36,36,1.0,36
2017,32_16,validation_all_rates,oth,con,1,1,1.0,0
2017,32_16,validation_all_rates,oth,lab,1,1,1.0,0
2017,32_16,validation_all_rates,oth,oth,2,0,0.0,0
2017,32_16,fixed_0.3,con,con,298,298,1.0,298
2017,32_16,fixed_0.3,con,lab,27,0,0.0,27
2017,32_16,fixed_0.3,con,lib,5,0,0.0,5
2017,32_16,fixed_0.3,lab,con,6,0,0.0,6
2017,32_16,fixed_0.3,lab,lab,225,225,1.0,225
2017,32_16,fixed_0.3,lib,con,1,1,1.0,0
2017,32_16,fixed_0.3,lib,lab,2,2,1.0,0
2017,32_16,fixed_0.3,lib,lib,4,2,0.5,2
2017,32_16,fixed_0.3,lib,natSW,1,1,1.0,0
2017,32_16,fixed_0.3,natSW,con,13,0,0.0,13
2017,32_16,fixed_0.3,natSW,lab,6,0,0.0,6
2017,32_16,fixed_0.3,natSW,lib,4,0,0.0,4
2017,32_16,fixed_0.3,natSW,natSW,36,36,1.0,36
2017,32_16,fixed_0.3,oth,con,1,1,1.0,0
2017,32_16,fixed_0.3,oth,lab,1,1,1.0,0
2017,32_16,fixed_0.3,oth,oth,2,0,0.0,0
2017,64_32,validation_all_rates,con,con,298,297,0.9966442953020134,297
2017,64_32,validation_all_rates,con,lab,27,0,0.0,27
2017,64_32,validation_all_rates,con,lib,5,0,0.0,5
2017,64_32,validation_all_rates,lab,con,6,0,0.0,6
2017,64_32,validation_all_rates,lab,lab,225,225,1.0,225
2017,64_32,validation_all_rates,lib,con,1,1,1.0,0
2017,64_32,validation_all_rates,lib,lab,2,2,1.0,0
2017,64_32,validation_all_rates,lib,lib,4,2,0.5,2
2017,64_32,validation_all_rates,lib,natSW,1,1,1.0,0
2017,64_32,validation_all_rates,natSW,con,13,0,0.0,13
2017,64_32,validation_all_rates,natSW,lab,6,0,0.0,6
2017,64_32,validation_all_rates,natSW,lib,4,0,0.0,4
2017,64_32,validation_all_rates,natSW,natSW,36,36,1.0,36
2017,64_32,validation_all_rates,oth,con,1,1,1.0,0
2017,64_32,validation_all_rates,oth,lab,1,1,1.0,0
2017,64_32,validation_all_rates,oth,oth,2,0,0.0,0
2017,64_32,fixed_0.3,con,con,298,298,1.0,298
2017,64_32,fixed_0.3,con,lab,27,0,0.0,27
2017,64_32,fixed_0.3,con,lib,5,0,0.0,5
2017,64_32,fixed_0.3,lab,con,6,0,0.0,6
2017,64_32,fixed_0.3,lab,lab,225,222,0.9866666666666667,222
2017,64_32,fixed_0.3,lib,con,1,1,1.0,0
2017,64_32,fixed_0.3,lib,lab,2,2,1.0,0
2017,64_32,fixed_0.3,lib,lib,4,2,0.5,2
2017,64_32,fixed_0.3,lib,natSW,1,0,0.0,1
2017,64_32,fixed_0.3,natSW,con,13,0,0.0,13
2017,64_32,fixed_0.3,natSW,lab,6,0,0.0,6
2017,64_32,fixed_0.3,natSW,lib,4,0,0.0,4
2017,64_32,fixed_0.3,natSW,natSW,36,36,1.0,36
2017,64_32,fixed_0.3,oth,con,1,1,1.0,0
2017,64_32,fixed_0.3,oth,lab,1,1,1.0,0
2017,64_32,fixed_0.3,oth,oth,2,0,0.0,0
2019,16,validation_all_rates,con,con,308,308,1.0,308
2019,16,validation_all_rates,con,lab,1,0,0.0,1
2019,16,validation_all_rates,con,lib,2,0,0.0,2
2019,16,validation_all_rates,con,natSW,8,0,0.0,8
2019,16,validation_all_rates,lab,con,53,13,0.24528301886792453,40
2019,16,validation_all_rates,lab,lab,201,197,0.9800995024875622,197
2019,16,validation_all_rates,lab,natSW,6,0,0.0,6
2019,16,validation_all_rates,lab,oth,1,0,0.0,1
2019,16,validation_all_rates,lib,con,3,3,1.0,0
2019,16,validation_all_rates,lib,lib,9,4,0.4444444444444444,4
2019,16,validation_all_rates,lib,natSW,1,0,0.0,1
2019,16,validation_all_rates,natSW,natSW,37,32,0.8648648648648649,32
2019,16,validation_all_rates,oth,con,1,1,1.0,0
2019,16,validation_all_rates,oth,oth,1,0,0.0,0
2019,16,fixed_0.3,con,con,308,308,1.0,308
2019,16,fixed_0.3,con,lab,1,0,0.0,1
2019,16,fixed_0.3,con,lib,2,0,0.0,2
2019,16,fixed_0.3,con,natSW,8,0,0.0,8
2019,16,fixed_0.3,lab,con,53,23,0.4339622641509434,30
2019,16,fixed_0.3,lab,lab,201,194,0.9651741293532339,194
2019,16,fixed_0.3,lab,natSW,6,6,1.0,0
2019,16,fixed_0.3,lab,oth,1,0,0.0,1
2019,16,fixed_0.3,lib,con,3,3,1.0,0
2019,16,fixed_0.3,lib,lib,9,4,0.4444444444444444,4
2019,16,fixed_0.3,lib,natSW,1,0,0.0,1
2019,16,fixed_0.3,natSW,natSW,37,37,1.0,37
2019,16,fixed_0.3,oth,con,1,1,1.0,0
2019,16,fixed_0.3,oth,oth,1,0,0.0,0
2019,32,validation_all_rates,con,con,308,308,1.0,308
2019,32,validation_all_rates,con,lab,1,0,0.0,1
2019,32,validation_all_rates,con,lib,2,0,0.0,2
2019,32,validation_all_rates,con,natSW,8,0,0.0,8
2019,32,validation_all_rates,lab,con,53,14,0.2641509433962264,39
2019,32,validation_all_rates,lab,lab,201,197,0.9800995024875622,197
2019,32,validation_all_rates,lab,natSW,6,0,0.0,6
2019,32,validation_all_rates,lab,oth,1,0,0.0,1
2019,32,validation_all_rates,lib,con,3,3,1.0,0
2019,32,validation_all_rates,lib,lib,9,4,0.4444444444444444,4
2019,32,validation_all_rates,lib,natSW,1,0,0.0,1
2019,32,validation_all_rates,natSW,natSW,37,24,0.6486486486486487,24
2019,32,validation_all_rates,oth,con,1,1,1.0,0
2019,32,validation_all_rates,oth,oth,1,0,0.0,0
2019,32,fixed_0.3,con,con,308,308,1.0,308
2019,32,fixed_0.3,con,lab,1,0,0.0,1
2019,32,fixed_0.3,con,lib,2,0,0.0,2
2019,32,fixed_0.3,con,natSW,8,0,0.0,8
2019,32,fixed_0.3,lab,con,53,27,0.5094339622641509,26
2019,32,fixed_0.3,lab,lab,201,193,0.9601990049751243,193
2019,32,fixed_0.3,lab,natSW,6,6,1.0,0
2019,32,fixed_0.3,lab,oth,1,0,0.0,1
2019,32,fixed_0.3,lib,con,3,3,1.0,0
2019,32,fixed_0.3,lib,lib,9,2,0.2222222222222222,2
2019,32,fixed_0.3,lib,natSW,1,0,0.0,1
2019,32,fixed_0.3,natSW,natSW,37,37,1.0,37
2019,32,fixed_0.3,oth,con,1,1,1.0,0
2019,32,fixed_0.3,oth,oth,1,0,0.0,0
2019,32_16,validation_all_rates,con,con,308,308,1.0,308
2019,32_16,validation_all_rates,con,lab,1,0,0.0,1
2019,32_16,validation_all_rates,con,lib,2,0,0.0,2
2019,32_16,validation_all_rates,con,natSW,8,0,0.0,8
2019,32_16,validation_all_rates,lab,con,53,18,0.33962264150943394,35
2019,32_16,validation_all_rates,lab,lab,201,197,0.9800995024875622,197
2019,32_16,validation_all_rates,lab,natSW,6,4,0.6666666666666666,2
2019,32_16,validation_all_rates,lab,oth,1,0,0.0,1
2019,32_16,validation_all_rates,lib,con,3,3,1.0,0
2019,32_16,validation_all_rates,lib,lib,9,1,0.1111111111111111,1
2019,32_16,validation_all_rates,lib,natSW,1,1,1.0,0
2019,32_16,validation_all_rates,natSW,natSW,37,37,1.0,37
2019,32_16,validation_all_rates,oth,con,1,1,1.0,0
2019,32_16,validation_all_rates,oth,oth,1,0,0.0,0
2019,32_16,fixed_0.3,con,con,308,308,1.0,308
2019,32_16,fixed_0.3,con,lab,1,0,0.0,1
2019,32_16,fixed_0.3,con,lib,2,0,0.0,2
2019,32_16,fixed_0.3,con,natSW,8,0,0.0,8
2019,32_16,fixed_0.3,lab,con,53,18,0.33962264150943394,35
2019,32_16,fixed_0.3,lab,lab,201,197,0.9800995024875622,197
2019,32_16,fixed_0.3,lab,natSW,6,4,0.6666666666666666,2
2019,32_16,fixed_0.3,lab,oth,1,0,0.0,1
2019,32_16,fixed_0.3,lib,con,3,3,1.0,0
2019,32_16,fixed_0.3,lib,lib,9,1,0.1111111111111111,1
2019,32_16,fixed_0.3,lib,natSW,1,1,1.0,0
2019,32_16,fixed_0.3,natSW,natSW,37,37,1.0,37
2019,32_16,fixed_0.3,oth,con,1,1,1.0,0
2019,32_16,fixed_0.3,oth,oth,1,0,0.0,0
2019,64_32,validation_all_rates,con,con,308,308,1.0,308
2019,64_32,validation_all_rates,con,lab,1,0,0.0,1
2019,64_32,validation_all_rates,con,lib,2,0,0.0,2
2019,64_32,validation_all_rates,con,natSW,8,0,0.0,8
2019,64_32,validation_all_rates,lab,con,53,18,0.33962264150943394,35
2019,64_32,validation_all_rates,lab,lab,201,195,0.9701492537313433,195
2019,64_32,validation_all_rates,lab,natSW,6,4,0.6666666666666666,2
2019,64_32,validation_all_rates,lab,oth,1,0,0.0,1
2019,64_32,validation_all_rates,lib,con,3,3,1.0,0
2019,64_32,validation_all_rates,lib,lib,9,1,0.1111111111111111,1
2019,64_32,validation_all_rates,lib,natSW,1,0,0.0,1
2019,64_32,validation_all_rates,natSW,natSW,37,37,1.0,37
2019,64_32,validation_all_rates,oth,con,1,1,1.0,0
2019,64_32,validation_all_rates,oth,oth,1,0,0.0,0
2019,64_32,fixed_0.3,con,con,308,308,1.0,308
2019,64_32,fixed_0.3,con,lab,1,0,0.0,1
2019,64_32,fixed_0.3,con,lib,2,0,0.0,2
2019,64_32,fixed_0.3,con,natSW,8,0,0.0,8
2019,64_32,fixed_0.3,lab,con,53,18,0.33962264150943394,35
2019,64_32,fixed_0.3,lab,lab,201,195,0.9701492537313433,195
2019,64_32,fixed_0.3,lab,natSW,6,4,0.6666666666666666,2
2019,64_32,fixed_0.3,lab,oth,1,0,0.0,1
2019,64_32,fixed_0.3,lib,con,3,3,1.0,0
2019,64_32,fixed_0.3,lib,lib,9,1,0.1111111111111111,1
2019,64_32,fixed_0.3,lib,natSW,1,0,0.0,1
2019,64_32,fixed_0.3,natSW,natSW,37,37,1.0,37
2019,64_32,fixed_0.3,oth,con,1,1,1.0,0
2019,64_32,fixed_0.3,oth,oth,1,0,0.0,0
