stage_full,train_through,validation_year_full,evaluation_year,architecture,learning_rate_full,patience,seeds_full,validation_accuracy_full,validation_changed_seat_accuracy_full,validation_changed_seats_full,validation_log_loss_full,validation_brier_score_full,validation_rows_full,validation_unseen_winners_full,evaluation_accuracy_full,evaluation_changed_seat_accuracy_full,evaluation_changed_seats_full,evaluation_log_loss_full,evaluation_brier_score_full,evaluation_rows_full,evaluation_unseen_winners_full,policy_full,stage_midrange,validation_year_midrange,learning_rate_midrange,seeds_midrange,validation_accuracy_midrange,validation_changed_seat_accuracy_midrange,validation_changed_seats_midrange,validation_log_loss_midrange,validation_brier_score_midrange,validation_rows_midrange,validation_unseen_winners_midrange,evaluation_accuracy_midrange,evaluation_changed_seat_accuracy_midrange,evaluation_changed_seats_midrange,evaluation_log_loss_midrange,evaluation_brier_score_midrange,evaluation_rows_midrange,evaluation_unseen_winners_midrange,policy_midrange,same_rate,midrange_accuracy_delta_pp,midrange_log_loss_delta
confirmation,1992,1997,2001,16,1.0,50,10,0.8081123244929798,0.53125,160,0.4647119470530805,0.2595524882203275,641,0,0.9407176287051482,0.125,24,0.2071148365592762,0.0991645330631171,641,0,validation_all_rates,confirmation,1997,0.5,10,0.7862714508580343,0.45625,160,0.5225758960687451,0.2949338946561488,641,0,0.9438377535101404,0.1666666666666666,24,0.2013831514383283,0.0969758958695336,641,0,validation_midrange,False,0.31201248049922414,-0.005731685120947905
confirmation,1992,1997,2001,32,1.0,10,10,0.8237129485179407,0.53125,160,0.5005266706553748,0.2691203287621086,641,0,0.9422776911076444,0.125,24,0.2104295753209172,0.0973279616587255,641,0,validation_all_rates,confirmation,1997,0.5,10,0.7862714508580343,0.4625,160,0.5538298444964093,0.2980120786688177,641,0,0.9453978159126364,0.1666666666666666,24,0.2182048026736776,0.1028140496485026,641,0,validation_midrange,False,0.31201248049920194,0.0077752273527604
confirmation,1992,1997,2001,32,1.0,20,10,0.7987519500780031,0.59375,160,0.4778455344033288,0.2542235288259672,641,0,0.9422776911076444,0.125,24,0.2062270453358673,0.0965803292652915,641,0,validation_all_rates,confirmation,1997,0.5,10,0.7862714508580343,0.4625,160,0.5538298444964093,0.2980120786688177,641,0,0.9453978159126364,0.1666666666666666,24,0.2182048026736776,0.1028140496485026,641,0,validation_midrange,False,0.31201248049920194,0.011977757337810285
confirmation,1992,1997,2001,32,1.0,50,10,0.7987519500780031,0.59375,160,0.4778455344033288,0.2542235288259672,641,0,0.9422776911076444,0.125,24,0.2062270453358673,0.0965803292652915,641,0,validation_all_rates,confirmation,1997,0.5,10,0.7862714508580343,0.4625,160,0.5538298444964093,0.2980120786688177,641,0,0.9453978159126364,0.1666666666666666,24,0.2182048026736776,0.1028140496485026,641,0,validation_midrange,False,0.31201248049920194,0.011977757337810285
confirmation,1992,1997,2001,32_16,1.0,10,10,0.8081123244929798,0.61875,160,0.4363793872495879,0.2373541507603586,641,0,0.9438377535101404,0.1666666666666666,24,0.2285590231327696,0.1018471091090848,641,0,validation_all_rates,confirmation,1997,0.5,10,0.8065522620904836,0.55,160,0.478179218151902,0.2645996776141646,641,0,0.9266770670826832,0.2083333333333333,24,0.2279573387959601,0.1106796926751845,641,0,validation_midrange,False,-1.7160686427457272,-0.0006016843368094882
confirmation,1992,1997,2001,32_16,1.0,20,10,0.8081123244929798,0.61875,160,0.4363793872495879,0.2373541507603586,641,0,0.9438377535101404,0.1666666666666666,24,0.2285590231327696,0.1018471091090848,641,0,validation_all_rates,confirmation,1997,0.5,10,0.8237129485179407,0.59375,160,0.456222258844936,0.2503343399386468,641,0,0.939157566302652,0.1666666666666666,24,0.2244951348776877,0.1087354936101584,641,0,validation_midrange,False,-0.46801872074884177,-0.004063888255081888
confirmation,1992,1997,2001,32_16,1.0,50,10,0.8081123244929798,0.61875,160,0.4363793872495879,0.2373541507603586,641,0,0.9438377535101404,0.1666666666666666,24,0.2285590231327696,0.1018471091090848,641,0,validation_all_rates,confirmation,1997,0.5,10,0.8237129485179407,0.59375,160,0.456222258844936,0.2503343399386468,641,0,0.939157566302652,0.1666666666666666,24,0.2244951348776877,0.1087354936101584,641,0,validation_midrange,False,-0.46801872074884177,-0.004063888255081888
confirmation,1992,1997,2001,64_32,1.0,10,10,0.8127925117004681,0.63125,160,0.4359032799841681,0.236061821581406,641,0,0.9453978159126364,0.0416666666666666,24,0.1980770304477735,0.0896273210645546,641,0,validation_all_rates,confirmation,1997,0.5,10,0.7893915756630265,0.5125,160,0.5123714124434539,0.2795851274631049,641,0,0.9266770670826832,0.1666666666666666,24,0.2245716800902456,0.1109262801864862,641,0,validation_midrange,False,-1.8720748829953227,0.026494649642472112
confirmation,1992,1997,2001,64_32,1.0,20,10,0.8127925117004681,0.63125,160,0.4359032799841681,0.236061821581406,641,0,0.9453978159126364,0.0416666666666666,24,0.1980770304477735,0.0896273210645546,641,0,validation_all_rates,confirmation,1997,0.5,10,0.7893915756630265,0.5125,160,0.5123714124434539,0.2795851274631049,641,0,0.9266770670826832,0.1666666666666666,24,0.2245716800902456,0.1109262801864862,641,0,validation_midrange,False,-1.8720748829953227,0.026494649642472112
confirmation,1992,1997,2001,64_32,1.0,50,10,0.8127925117004681,0.63125,160,0.4359032799841681,0.236061821581406,641,0,0.9453978159126364,0.0416666666666666,24,0.1980770304477735,0.0896273210645546,641,0,validation_all_rates,confirmation,1997,0.5,10,0.7893915756630265,0.5125,160,0.5123714124434539,0.2795851274631049,641,0,0.9266770670826832,0.1666666666666666,24,0.2245716800902456,0.1109262801864862,641,0,validation_midrange,False,-1.8720748829953227,0.026494649642472112
