stage_full,train_through,validation_year_full,evaluation_year,architecture,learning_rate_full,patience,seeds_full,validation_accuracy_full,validation_changed_seat_accuracy_full,validation_changed_seats_full,validation_log_loss_full,validation_brier_score_full,validation_rows_full,validation_unseen_winners_full,evaluation_accuracy_full,evaluation_changed_seat_accuracy_full,evaluation_changed_seats_full,evaluation_log_loss_full,evaluation_brier_score_full,evaluation_rows_full,evaluation_unseen_winners_full,policy_full,stage_midrange,validation_year_midrange,learning_rate_midrange,seeds_midrange,validation_accuracy_midrange,validation_changed_seat_accuracy_midrange,validation_changed_seats_midrange,validation_log_loss_midrange,validation_brier_score_midrange,validation_rows_midrange,validation_unseen_winners_midrange,evaluation_accuracy_midrange,evaluation_changed_seat_accuracy_midrange,evaluation_changed_seats_midrange,evaluation_log_loss_midrange,evaluation_brier_score_midrange,evaluation_rows_midrange,evaluation_unseen_winners_midrange,policy_midrange,same_rate,midrange_accuracy_delta_pp,midrange_log_loss_delta
confirmation,2001,2005,2010,64_32,1.0,20,10,0.9140127388535032,0.4210526315789473,57,0.2748490007569054,0.13447842674364,628,0,0.8924050632911392,0.8303571428571429,112,0.3051705595202954,0.1623767514902334,632,0,validation_all_rates,confirmation,2005,0.5,10,0.9044585987261148,0.4736842105263157,57,0.2809409103751722,0.143773972056089,628,0,0.8686708860759493,0.8125,112,0.3280716235658245,0.1841800356992803,632,0,validation_midrange,False,-2.373417721518989,0.02290106404552905
confirmation,2001,2005,2010,64_32,1.0,50,10,0.9140127388535032,0.4210526315789473,57,0.2748490007569054,0.13447842674364,628,0,0.8924050632911392,0.8303571428571429,112,0.3051705595202954,0.1623767514902334,632,0,validation_all_rates,confirmation,2005,0.5,10,0.9044585987261148,0.4736842105263157,57,0.2809409103751722,0.143773972056089,628,0,0.8686708860759493,0.8125,112,0.3280716235658245,0.1841800356992803,632,0,validation_midrange,False,-2.373417721518989,0.02290106404552905
confirmation,2005,2010,2015,16,0.3,10,10,0.8987341772151899,0.6607142857142857,112,0.268227916714579,0.1408725618656039,632,0,0.7705696202531646,0.128440366972477,109,0.8115249988641952,0.354522582226725,632,0,validation_all_rates,confirmation,2010,0.3,10,0.8987341772151899,0.6607142857142857,112,0.268227916714579,0.1408725618656039,632,0,0.7705696202531646,0.128440366972477,109,0.8115249988641952,0.354522582226725,632,0,validation_midrange,True,0.0,0.0
confirmation,2005,2010,2015,16,0.5,20,10,0.9003164556962026,0.6517857142857143,112,0.2676409090874795,0.1408711898718676,632,0,0.7737341772151899,0.128440366972477,109,0.8226645502907475,0.34772498522744,632,0,validation_all_rates,confirmation,2010,0.5,10,0.9003164556962026,0.6517857142857143,112,0.2676409090874795,0.1408711898718676,632,0,0.7737341772151899,0.128440366972477,109,0.8226645502907475,0.34772498522744,632,0,validation_midrange,True,0.0,0.0
confirmation,2005,2010,2015,16,0.5,50,10,0.9003164556962026,0.6517857142857143,112,0.2676409090874795,0.1408711898718676,632,0,0.7737341772151899,0.128440366972477,109,0.8226645502907475,0.34772498522744,632,0,validation_all_rates,confirmation,2010,0.5,10,0.9003164556962026,0.6517857142857143,112,0.2676409090874795,0.1408711898718676,632,0,0.7737341772151899,0.128440366972477,109,0.8226645502907475,0.34772498522744,632,0,validation_midrange,True,0.0,0.0
confirmation,2005,2010,2015,32,0.3,10,10,0.9003164556962026,0.6607142857142857,112,0.2694175813308951,0.1419043813705112,632,0,0.7610759493670886,0.1376146788990825,109,0.8899482834484346,0.3876468998516818,632,0,validation_all_rates,confirmation,2010,0.3,10,0.9003164556962026,0.6607142857142857,112,0.2694175813308951,0.1419043813705112,632,0,0.7610759493670886,0.1376146788990825,109,0.8899482834484346,0.3876468998516818,632,0,validation_midrange,True,0.0,0.0
confirmation,2005,2010,2015,32,0.3,20,10,0.9003164556962026,0.6607142857142857,112,0.2694175813308951,0.1419043813705112,632,0,0.7610759493670886,0.1376146788990825,109,0.8899482834484346,0.3876468998516818,632,0,validation_all_rates,confirmation,2010,0.3,10,0.9003164556962026,0.6607142857142857,112,0.2694175813308951,0.1419043813705112,632,0,0.7610759493670886,0.1376146788990825,109,0.8899482834484346,0.3876468998516818,632,0,validation_midrange,True,0.0,0.0
confirmation,2005,2010,2015,32,0.3,50,10,0.9003164556962026,0.6607142857142857,112,0.2694175813308951,0.1419043813705112,632,0,0.7610759493670886,0.1376146788990825,109,0.8899482834484346,0.3876468998516818,632,0,validation_all_rates,confirmation,2010,0.3,10,0.9003164556962026,0.6607142857142857,112,0.2694175813308951,0.1419043813705112,632,0,0.7610759493670886,0.1376146788990825,109,0.8899482834484346,0.3876468998516818,632,0,validation_midrange,True,0.0,0.0
confirmation,2005,2010,2015,32_16,0.5,10,10,0.9066455696202532,0.6339285714285714,112,0.2651339612177171,0.1378832050477937,632,0,0.7863924050632911,0.1192660550458715,109,0.8195778783730837,0.3363360465341974,632,0,validation_all_rates,confirmation,2010,0.5,10,0.9066455696202532,0.6339285714285714,112,0.2651339612177171,0.1378832050477937,632,0,0.7863924050632911,0.1192660550458715,109,0.8195778783730837,0.3363360465341974,632,0,validation_midrange,True,0.0,0.0
confirmation,2005,2010,2015,32_16,0.3,20,10,0.9098101265822784,0.6785714285714286,112,0.2653654098774216,0.1372650100054968,632,0,0.7879746835443038,0.128440366972477,109,0.7897196610487903,0.3329383926262438,632,0,validation_all_rates,confirmation,2010,0.3,10,0.9098101265822784,0.6785714285714286,112,0.2653654098774216,0.1372650100054968,632,0,0.7879746835443038,0.128440366972477,109,0.7897196610487903,0.3329383926262438,632,0,validation_midrange,True,0.0,0.0
confirmation,2005,2010,2015,32_16,0.3,50,10,0.9098101265822784,0.6785714285714286,112,0.2653654098774216,0.1372650100054968,632,0,0.7879746835443038,0.128440366972477,109,0.7897196610487903,0.3329383926262438,632,0,validation_all_rates,confirmation,2010,0.3,10,0.9098101265822784,0.6785714285714286,112,0.2653654098774216,0.1372650100054968,632,0,0.7879746835443038,0.128440366972477,109,0.7897196610487903,0.3329383926262438,632,0,validation_midrange,True,0.0,0.0
confirmation,2005,2010,2015,64_32,1.0,10,10,0.9098101265822784,0.6696428571428571,112,0.2652403732398928,0.1378165578994213,632,0,0.7626582278481012,0.1376146788990825,109,1.0056232312746909,0.3748372421841189,632,0,validation_all_rates,confirmation,2010,0.2,10,0.903481012658228,0.6517857142857143,112,0.2684273177358555,0.1410466830585355,632,0,0.7737341772151899,0.1376146788990825,109,0.7965547567278431,0.3488180931630432,632,0,validation_midrange,False,1.1075949367088667,-0.20906847454684774
confirmation,2005,2010,2015,64_32,1.0,20,10,0.9098101265822784,0.6607142857142857,112,0.2629465794321077,0.137158800714746,632,0,0.759493670886076,0.1376146788990825,109,0.9548897146692188,0.3750988247688735,632,0,validation_all_rates,confirmation,2010,0.2,10,0.903481012658228,0.6517857142857143,112,0.2684273177358555,0.1410466830585355,632,0,0.7737341772151899,0.1376146788990825,109,0.7965547567278431,0.3488180931630432,632,0,validation_midrange,False,1.424050632911389,-0.15833495794137564
confirmation,2005,2010,2015,64_32,1.0,50,10,0.9098101265822784,0.6607142857142857,112,0.2629465794321077,0.137158800714746,632,0,0.759493670886076,0.1376146788990825,109,0.9548897146692188,0.3750988247688735,632,0,validation_all_rates,confirmation,2010,0.2,10,0.903481012658228,0.6517857142857143,112,0.2684273177358555,0.1410466830585355,632,0,0.7737341772151899,0.1376146788990825,109,0.7965547567278431,0.3488180931630432,632,0,validation_midrange,False,1.424050632911389,-0.15833495794137564
confirmation,2010,2015,2017,16,1.0,10,10,0.819620253164557,0.1651376146788991,109,0.6198152909075758,0.2800464800600478,632,0,0.8971518987341772,0.0895522388059701,67,0.365037011337223,0.1809788023280647,632,0,validation_all_rates,confirmation,2015,0.5,10,0.810126582278481,0.1651376146788991,109,0.6735735946570207,0.300091028221737,632,0,0.8955696202531646,0.0746268656716417,67,0.303201815268925,0.1609994951676615,632,0,validation_midrange,False,-0.15822784810126667,-0.061835196068298015
confirmation,2010,2015,2017,16,1.0,20,10,0.8227848101265823,0.146788990825688,109,0.6116678095034171,0.2751919504213884,632,0,0.8924050632911392,0.0895522388059701,67,0.3782379439333649,0.1876206329950003,632,0,validation_all_rates,confirmation,2015,0.5,10,0.8180379746835443,0.1743119266055046,109,0.6661605139849468,0.2940220764788115,632,0,0.8955696202531646,0.0746268656716417,67,0.3070190378102053,0.1633796660795861,632,0,validation_midrange,False,0.31645569620253333,-0.07121890612315962
confirmation,2010,2015,2017,16,1.0,50,10,0.8212025316455697,0.1192660550458715,109,0.5535839183747203,0.265514544873468,632,0,0.8876582278481012,0.0895522388059701,67,0.4113891981504237,0.19559428919133,632,0,validation_all_rates,confirmation,2015,0.5,10,0.8180379746835443,0.1926605504587156,109,0.6600051172353872,0.2910119003216082,632,0,0.8955696202531646,0.0746268656716417,67,0.2870490788539491,0.1582807428635808,632,0,validation_midrange,False,0.7911392405063333,-0.1243401192964746
confirmation,2010,2015,2017,32,1.0,10,10,0.8180379746835443,0.1376146788990825,109,0.6862063693372668,0.2848477059700536,632,0,0.8924050632911392,0.0895522388059701,67,0.3558924620214186,0.1822988723621281,632,0,validation_all_rates,confirmation,2015,0.5,10,0.8069620253164557,0.1376146788990825,109,0.7202049347586472,0.3116942464139398,632,0,0.8955696202531646,0.0746268656716417,67,0.3001885839432512,0.1671374695245203,632,0,validation_midrange,False,0.31645569620253333,-0.0557038780781674
confirmation,2010,2015,2017,32,1.0,20,10,0.8275316455696202,0.1834862385321101,109,0.6514287227079878,0.2797311049264505,632,0,0.8781645569620253,0.0895522388059701,67,0.4015255561559033,0.1966745285698675,632,0,validation_all_rates,confirmation,2015,0.5,10,0.814873417721519,0.1376146788990825,109,0.6971120532515933,0.2986411920046066,632,0,0.8971518987341772,0.0895522388059701,67,0.3161202375020867,0.1744300650590834,632,0,validation_midrange,False,1.898734177215189,-0.08540531865381662
confirmation,2010,2015,2017,32,1.0,50,10,0.819620253164557,0.1192660550458715,109,0.5965223123605301,0.2698697828427102,632,0,0.8686708860759493,0.1343283582089552,67,0.4158845798105001,0.20690571903094,632,0,validation_all_rates,confirmation,2015,0.5,10,0.8132911392405063,0.110091743119266,109,0.682453856373107,0.2968811972933334,632,0,0.8924050632911392,0.0895522388059701,67,0.3168449404186989,0.1773856971344966,632,0,validation_midrange,False,2.373417721518989,-0.09903963939180122
confirmation,2010,2015,2017,32_16,1.0,10,10,0.8117088607594937,0.0825688073394495,109,0.4393706621010348,0.2554883297150538,632,0,0.8939873417721519,0.0895522388059701,67,0.3605578025293898,0.1835269744794662,632,0,validation_all_rates,confirmation,2015,0.5,10,0.8227848101265823,0.146788990825688,109,0.6044909035487991,0.2747967591932611,632,0,0.8971518987341772,0.0895522388059701,67,0.359802655529246,0.1765785912724264,632,0,validation_midrange,False,0.31645569620253333,-0.0007551470001437854
confirmation,2010,2015,2017,32_16,1.0,20,10,0.8164556962025317,0.055045871559633,109,0.4162993253465477,0.2396014125475403,632,0,0.8876582278481012,0.0895522388059701,67,0.3948989190920594,0.1948797232911211,632,0,validation_all_rates,confirmation,2015,0.5,10,0.8243670886075949,0.1376146788990825,109,0.5699452160493013,0.2732659653873968,632,0,0.8971518987341772,0.0895522388059701,67,0.3603032274799307,0.1771560725818687,632,0,validation_midrange,False,0.9493670886076,-0.034595691612128665
confirmation,2010,2015,2017,32_16,1.0,50,10,0.8164556962025317,0.055045871559633,109,0.4162993253465477,0.2396014125475403,632,0,0.8876582278481012,0.0895522388059701,67,0.3948989190920594,0.1948797232911211,632,0,validation_all_rates,confirmation,2015,0.5,10,0.8212025316455697,0.110091743119266,109,0.554558283459622,0.2714967312771372,632,0,0.8971518987341772,0.0895522388059701,67,0.3588426905016347,0.1780787474854365,632,0,validation_midrange,False,0.9493670886076,-0.03605622859042468
confirmation,2010,2015,2017,64_32,1.0,10,10,0.8212025316455697,0.1834862385321101,109,0.4888783575370678,0.2623890790179098,632,0,0.8955696202531646,0.0895522388059701,67,0.3747906921937872,0.1786474505349214,632,0,validation_all_rates,confirmation,2015,0.5,10,0.814873417721519,0.128440366972477,109,0.6011138599236588,0.2891944917774893,632,0,0.8955696202531646,0.0746268656716417,67,0.3385571790649783,0.173300682666688,632,0,validation_midrange,False,0.0,-0.0362335131288089
confirmation,2010,2015,2017,64_32,1.0,20,10,0.814873417721519,0.2018348623853211,109,0.4845252392472942,0.2570935316758224,632,0,0.8955696202531646,0.0895522388059701,67,0.4038652143039684,0.1835446057647524,632,0,validation_all_rates,confirmation,2015,0.5,10,0.8259493670886076,0.1559633027522936,109,0.5634769512718434,0.2708796014330269,632,0,0.8892405063291139,0.0895522388059701,67,0.3862271011599512,0.1870088883621784,632,0,validation_midrange,False,-0.6329113924050667,-0.017638113144017198
confirmation,2010,2015,2017,64_32,1.0,50,10,0.8243670886075949,0.1743119266055046,109,0.470355471441966,0.2484114852452256,632,0,0.8908227848101266,0.0895522388059701,67,0.4205244382995025,0.1916274623693878,632,0,validation_all_rates,confirmation,2015,0.5,10,0.8291139240506329,0.146788990825688,109,0.5406568515249326,0.2614819794363989,632,0,0.879746835443038,0.0895522388059701,67,0.4103328738767141,0.1976113634886521,632,0,validation_midrange,False,-1.1075949367088556,-0.010191564422788402
confirmation,2015,2017,2019,16,0.05,10,10,0.8955696202531646,0.0895522388059701,67,0.3001190914274677,0.1606588355587034,632,0,0.8829113924050633,0.2236842105263158,76,0.296044320467936,0.1714606879339321,632,0,validation_all_rates,confirmation,2017,0.1,10,0.8955696202531646,0.0895522388059701,67,0.301027593164799,0.1606716367679186,632,0,0.8924050632911392,0.2631578947368421,76,0.279088177050827,0.1611286778294614,632,0,validation_midrange,False,0.9493670886075889,-0.016956143417108993
confirmation,2015,2017,2019,16,0.05,20,10,0.8955696202531646,0.0895522388059701,67,0.3001190914274677,0.1606588355587034,632,0,0.8829113924050633,0.2236842105263158,76,0.296044320467936,0.1714606879339321,632,0,validation_all_rates,confirmation,2017,0.1,10,0.8955696202531646,0.0895522388059701,67,0.301027593164799,0.1606716367679186,632,0,0.8924050632911392,0.2631578947368421,76,0.279088177050827,0.1611286778294614,632,0,validation_midrange,False,0.9493670886075889,-0.016956143417108993
confirmation,2015,2017,2019,16,0.05,50,10,0.8955696202531646,0.0895522388059701,67,0.3001190914274677,0.1606588355587034,632,0,0.8829113924050633,0.2236842105263158,76,0.296044320467936,0.1714606879339321,632,0,validation_all_rates,confirmation,2017,0.1,10,0.8955696202531646,0.0895522388059701,67,0.301027593164799,0.1606716367679186,632,0,0.8924050632911392,0.2631578947368421,76,0.279088177050827,0.1611286778294614,632,0,validation_midrange,False,0.9493670886075889,-0.016956143417108993
confirmation,2015,2017,2019,32,0.05,10,10,0.8955696202531646,0.0895522388059701,67,0.3025442322400835,0.1637313499457539,632,0,0.8718354430379747,0.2368421052631578,76,0.2930730194552984,0.1722825083305809,632,0,validation_all_rates,confirmation,2017,0.1,10,0.8955696202531646,0.0895522388059701,67,0.3063355015388795,0.1653003746104913,632,0,0.8892405063291139,0.2631578947368421,76,0.2703397495511337,0.1579068429502012,632,0,validation_midrange,False,1.7405063291139222,-0.022733269904164688
confirmation,2015,2017,2019,32,0.05,20,10,0.8955696202531646,0.0895522388059701,67,0.3025442322400835,0.1637313499457539,632,0,0.8718354430379747,0.2368421052631578,76,0.2930730194552984,0.1722825083305809,632,0,validation_all_rates,confirmation,2017,0.1,10,0.8955696202531646,0.0895522388059701,67,0.3063355015388795,0.1653003746104913,632,0,0.8892405063291139,0.2631578947368421,76,0.2703397495511337,0.1579068429502012,632,0,validation_midrange,False,1.7405063291139222,-0.022733269904164688
confirmation,2015,2017,2019,32,0.05,50,10,0.8955696202531646,0.0895522388059701,67,0.3025442322400835,0.1637313499457539,632,0,0.8718354430379747,0.2368421052631578,76,0.2930730194552984,0.1722825083305809,632,0,validation_all_rates,confirmation,2017,0.1,10,0.8955696202531646,0.0895522388059701,67,0.3063355015388795,0.1653003746104913,632,0,0.8892405063291139,0.2631578947368421,76,0.2703397495511337,0.1579068429502012,632,0,validation_midrange,False,1.7405063291139222,-0.022733269904164688
confirmation,2015,2017,2019,32_16,0.3,10,10,0.8908227848101266,0.0895522388059701,67,0.3209020481186679,0.168741477911906,632,0,0.9018987341772152,0.3815789473684211,76,0.2389663271908437,0.1384126084308203,632,0,validation_all_rates,confirmation,2017,0.3,10,0.8908227848101266,0.0895522388059701,67,0.3209020481186679,0.168741477911906,632,0,0.9018987341772152,0.3815789473684211,76,0.2389663271908437,0.1384126084308203,632,0,validation_midrange,True,0.0,0.0
confirmation,2015,2017,2019,32_16,0.3,20,10,0.8924050632911392,0.0895522388059701,67,0.314572218068101,0.1658452840957728,632,0,0.9018987341772152,0.3552631578947368,76,0.2437038358167262,0.1424909446544815,632,0,validation_all_rates,confirmation,2017,0.3,10,0.8924050632911392,0.0895522388059701,67,0.314572218068101,0.1658452840957728,632,0,0.9018987341772152,0.3552631578947368,76,0.2437038358167262,0.1424909446544815,632,0,validation_midrange,True,0.0,0.0
confirmation,2015,2017,2019,32_16,0.3,50,10,0.8924050632911392,0.0895522388059701,67,0.314572218068101,0.1658452840957728,632,0,0.9018987341772152,0.3552631578947368,76,0.2437038358167262,0.1424909446544815,632,0,validation_all_rates,confirmation,2017,0.3,10,0.8924050632911392,0.0895522388059701,67,0.314572218068101,0.1658452840957728,632,0,0.9018987341772152,0.3552631578947368,76,0.2437038358167262,0.1424909446544815,632,0,validation_midrange,True,0.0,0.0
confirmation,2015,2017,2019,64_32,0.3,10,10,0.8955696202531646,0.0895522388059701,67,0.3069638281227339,0.1657624372020535,632,0,0.8971518987341772,0.3421052631578947,76,0.2364769536991285,0.1380504798597854,632,0,validation_all_rates,confirmation,2017,0.3,10,0.8955696202531646,0.0895522388059701,67,0.3069638281227339,0.1657624372020535,632,0,0.8971518987341772,0.3421052631578947,76,0.2364769536991285,0.1380504798597854,632,0,validation_midrange,True,0.0,0.0
confirmation,2015,2017,2019,64_32,0.3,20,10,0.8955696202531646,0.0895522388059701,67,0.3069638281227339,0.1657624372020535,632,0,0.8971518987341772,0.3421052631578947,76,0.2364769536991285,0.1380504798597854,632,0,validation_all_rates,confirmation,2017,0.3,10,0.8955696202531646,0.0895522388059701,67,0.3069638281227339,0.1657624372020535,632,0,0.8971518987341772,0.3421052631578947,76,0.2364769536991285,0.1380504798597854,632,0,validation_midrange,True,0.0,0.0
confirmation,2015,2017,2019,64_32,0.3,50,10,0.8955696202531646,0.0895522388059701,67,0.3069638281227339,0.1657624372020535,632,0,0.8971518987341772,0.3421052631578947,76,0.2364769536991285,0.1380504798597854,632,0,validation_all_rates,confirmation,2017,0.3,10,0.8955696202531646,0.0895522388059701,67,0.3069638281227339,0.1657624372020535,632,0,0.8971518987341772,0.3421052631578947,76,0.2364769536991285,0.1380504798597854,632,0,validation_midrange,True,0.0,0.0
