stage,train_through,validation_year,evaluation_year,architecture,learning_rate,patience,seeds,validation_accuracy,validation_changed_seat_accuracy,validation_changed_seats,validation_log_loss,validation_brier_score,validation_rows,validation_unseen_winners,evaluation_accuracy,evaluation_changed_seat_accuracy,evaluation_changed_seats,evaluation_log_loss,evaluation_brier_score,evaluation_rows,evaluation_unseen_winners,policy
confirmation,1987,1992,1997,32,0.3,10,10,0.9085173501577288,0.0980392156862745,51,0.2092034019772503,0.1266510159235632,634,0,0.6848673946957878,0.05,160,1.2716367270627655,0.5609367747639982,641,0,validation_compact
confirmation,1987,1992,1997,32,0.01,10,10,0.9100946372239748,0.0784313725490196,51,0.2244292263374235,0.1342140937443596,634,0,0.6801872074882995,0.03125,160,1.3064295975522262,0.5790182394475256,641,0,fixed_0.01
confirmation,1987,1992,1997,32,0.03,10,10,0.9100946372239748,0.0784313725490196,51,0.2244378502229733,0.1342268651372391,634,0,0.6801872074882995,0.03125,160,1.3100224493299395,0.5792744014309446,641,0,fixed_0.03
confirmation,1987,1992,1997,32,0.05,10,10,0.9132492113564668,0.1176470588235294,51,0.2233237669789207,0.1336302189464539,634,0,0.6801872074882995,0.03125,160,1.3001761752291925,0.5772512221670186,641,0,fixed_0.05
confirmation,1987,1992,1997,32,0.1,10,10,0.9100946372239748,0.0980392156862745,51,0.2204882664568922,0.1323996918787517,634,0,0.6801872074882995,0.03125,160,1.3128350250947105,0.5758949117954699,641,0,fixed_0.1
confirmation,1987,1992,1997,32,0.2,10,10,0.9100946372239748,0.0980392156862745,51,0.2136575523576198,0.1289004453155983,634,0,0.6817472698907956,0.0375,160,1.254877228946715,0.565215622239599,641,0,fixed_0.2
confirmation,1987,1992,1997,32,0.3,10,10,0.9085173501577288,0.0980392156862745,51,0.2092034019772503,0.1266510159235632,634,0,0.6848673946957878,0.05,160,1.2716367270627655,0.5609367747639982,641,0,fixed_0.3
confirmation,1987,1992,1997,32,0.5,10,10,0.9085173501577288,0.1764705882352941,51,0.2008139356530895,0.1214107551565111,634,0,0.6879875195007801,0.0625,160,1.193342093408013,0.5437503735459669,641,0,fixed_0.5
confirmation,1987,1992,1997,32,1.0,10,10,0.9116719242902208,0.2156862745098039,51,0.1912089657015749,0.1166383116523823,634,0,0.6895475819032761,0.0625,160,1.173859276839012,0.5300148377831008,641,0,fixed_1
confirmation,1987,1992,1997,32,1.0,20,10,0.9116719242902208,0.2156862745098039,51,0.1912089657015749,0.1166383116523823,634,0,0.6895475819032761,0.0625,160,1.173859276839012,0.5300148377831008,641,0,validation_all_rates
confirmation,1987,1992,1997,32,0.5,20,10,0.9085173501577288,0.1764705882352941,51,0.2008139356530895,0.1214107551565111,634,0,0.6879875195007801,0.0625,160,1.193342093408013,0.5437503735459669,641,0,validation_midrange
confirmation,1987,1992,1997,32,0.3,20,10,0.9085173501577288,0.0980392156862745,51,0.2092034019772503,0.1266510159235632,634,0,0.6848673946957878,0.05,160,1.2716367270627655,0.5609367747639982,641,0,validation_compact
confirmation,1987,1992,1997,32,0.01,20,10,0.9100946372239748,0.0784313725490196,51,0.2244100807588979,0.1342009888907284,634,0,0.6801872074882995,0.03125,160,1.309274252003826,0.5793313483872075,641,0,fixed_0.01
confirmation,1987,1992,1997,32,0.03,20,10,0.9100946372239748,0.0784313725490196,51,0.2244378502229733,0.1342268651372391,634,0,0.6801872074882995,0.03125,160,1.3100224493299395,0.5792744014309446,641,0,fixed_0.03
confirmation,1987,1992,1997,32,0.05,20,10,0.9132492113564668,0.1176470588235294,51,0.2233237669789207,0.1336302189464539,634,0,0.6801872074882995,0.03125,160,1.3001761752291925,0.5772512221670186,641,0,fixed_0.05
confirmation,1987,1992,1997,32,0.1,20,10,0.9100946372239748,0.0980392156862745,51,0.2204882664568922,0.1323996918787517,634,0,0.6801872074882995,0.03125,160,1.3128350250947105,0.5758949117954699,641,0,fixed_0.1
confirmation,1987,1992,1997,32,0.2,20,10,0.9100946372239748,0.0980392156862745,51,0.2136575523576198,0.1289004453155983,634,0,0.6817472698907956,0.0375,160,1.254877228946715,0.565215622239599,641,0,fixed_0.2
confirmation,1987,1992,1997,32,0.3,20,10,0.9085173501577288,0.0980392156862745,51,0.2092034019772503,0.1266510159235632,634,0,0.6848673946957878,0.05,160,1.2716367270627655,0.5609367747639982,641,0,fixed_0.3
confirmation,1987,1992,1997,32,0.5,20,10,0.9085173501577288,0.1764705882352941,51,0.2008139356530895,0.1214107551565111,634,0,0.6879875195007801,0.0625,160,1.193342093408013,0.5437503735459669,641,0,fixed_0.5
confirmation,1987,1992,1997,32,1.0,20,10,0.9116719242902208,0.2156862745098039,51,0.1912089657015749,0.1166383116523823,634,0,0.6895475819032761,0.0625,160,1.173859276839012,0.5300148377831008,641,0,fixed_1
confirmation,1987,1992,1997,32,1.0,50,10,0.9116719242902208,0.2156862745098039,51,0.1912089657015749,0.1166383116523823,634,0,0.6895475819032761,0.0625,160,1.173859276839012,0.5300148377831008,641,0,validation_all_rates
confirmation,1987,1992,1997,32,0.5,50,10,0.9085173501577288,0.1764705882352941,51,0.2008139356530895,0.1214107551565111,634,0,0.6879875195007801,0.0625,160,1.193342093408013,0.5437503735459669,641,0,validation_midrange
confirmation,1987,1992,1997,32,0.3,50,10,0.9085173501577288,0.0980392156862745,51,0.2092034019772503,0.1266510159235632,634,0,0.6848673946957878,0.05,160,1.2716367270627655,0.5609367747639982,641,0,validation_compact
confirmation,1987,1992,1997,32,0.01,50,10,0.9100946372239748,0.0784313725490196,51,0.2244100807588979,0.1342009888907284,634,0,0.6801872074882995,0.03125,160,1.309274252003826,0.5793313483872075,641,0,fixed_0.01
confirmation,1987,1992,1997,32,0.03,50,10,0.9100946372239748,0.0784313725490196,51,0.2244378502229733,0.1342268651372391,634,0,0.6801872074882995,0.03125,160,1.3100224493299395,0.5792744014309446,641,0,fixed_0.03
confirmation,1987,1992,1997,32,0.05,50,10,0.9132492113564668,0.1176470588235294,51,0.2233237669789207,0.1336302189464539,634,0,0.6801872074882995,0.03125,160,1.3001761752291925,0.5772512221670186,641,0,fixed_0.05
confirmation,1987,1992,1997,32,0.1,50,10,0.9100946372239748,0.0980392156862745,51,0.2204882664568922,0.1323996918787517,634,0,0.6801872074882995,0.03125,160,1.3128350250947105,0.5758949117954699,641,0,fixed_0.1
confirmation,1987,1992,1997,32,0.2,50,10,0.9100946372239748,0.0980392156862745,51,0.2136575523576198,0.1289004453155983,634,0,0.6817472698907956,0.0375,160,1.254877228946715,0.565215622239599,641,0,fixed_0.2
confirmation,1987,1992,1997,32,0.3,50,10,0.9085173501577288,0.0980392156862745,51,0.2092034019772503,0.1266510159235632,634,0,0.6848673946957878,0.05,160,1.2716367270627655,0.5609367747639982,641,0,fixed_0.3
confirmation,1987,1992,1997,32,0.5,50,10,0.9085173501577288,0.1764705882352941,51,0.2008139356530895,0.1214107551565111,634,0,0.6879875195007801,0.0625,160,1.193342093408013,0.5437503735459669,641,0,fixed_0.5
confirmation,1987,1992,1997,32,1.0,50,10,0.9116719242902208,0.2156862745098039,51,0.1912089657015749,0.1166383116523823,634,0,0.6895475819032761,0.0625,160,1.173859276839012,0.5300148377831008,641,0,fixed_1
confirmation,1987,1992,1997,32_16,1.0,10,10,0.9022082018927444,0.2352941176470588,51,0.2193192194023995,0.1287680038126931,634,0,0.6786271450858035,0.05,160,1.212377726241631,0.5447257634606577,641,0,validation_all_rates
confirmation,1987,1992,1997,32_16,0.3,10,10,0.9037854889589906,0.2745098039215686,51,0.2230957459223524,0.1288919721356678,634,0,0.6786271450858035,0.05,160,1.3364291674383095,0.5550286112204851,641,0,validation_midrange
confirmation,1987,1992,1997,32_16,0.3,10,10,0.9037854889589906,0.2745098039215686,51,0.2230957459223524,0.1288919721356678,634,0,0.6786271450858035,0.05,160,1.3364291674383095,0.5550286112204851,641,0,validation_compact
confirmation,1987,1992,1997,32_16,0.01,10,10,0.8911671924290221,0.1372549019607843,51,0.263536539737262,0.1486832906227282,634,0,0.6645865834633385,0.03125,160,1.2327278078581478,0.5798302261174615,641,0,fixed_0.01
confirmation,1987,1992,1997,32_16,0.03,10,10,0.8911671924290221,0.1372549019607843,51,0.2623272357601913,0.1479313208845304,634,0,0.6645865834633385,0.03125,160,1.209961394737552,0.5761733455717248,641,0,fixed_0.03
confirmation,1987,1992,1997,32_16,0.05,10,10,0.889589905362776,0.1372549019607843,51,0.2603542589005276,0.1476671032665782,634,0,0.6645865834633385,0.03125,160,1.2222057386086118,0.5785335752818995,641,0,fixed_0.05
confirmation,1987,1992,1997,32_16,0.1,10,10,0.9006309148264984,0.1372549019607843,51,0.2427961125793339,0.1422686890088036,634,0,0.6692667706708268,0.0375,160,1.238922707284352,0.5811359002770756,641,0,fixed_0.1
confirmation,1987,1992,1997,32_16,0.2,10,10,0.9037854889589906,0.196078431372549,51,0.2387007459047946,0.1385886523686247,634,0,0.6739469578783152,0.04375,160,1.3966868181114225,0.5801752475739157,641,0,fixed_0.2
confirmation,1987,1992,1997,32_16,0.3,10,10,0.9037854889589906,0.2745098039215686,51,0.2230957459223524,0.1288919721356678,634,0,0.6786271450858035,0.05,160,1.3364291674383095,0.5550286112204851,641,0,fixed_0.3
confirmation,1987,1992,1997,32_16,0.5,10,10,0.9037854889589906,0.2549019607843137,51,0.2298775327396437,0.1315693689878279,634,0,0.6770670826833073,0.05,160,1.3645453306990314,0.5643660494551951,641,0,fixed_0.5
confirmation,1987,1992,1997,32_16,1.0,10,10,0.9022082018927444,0.2352941176470588,51,0.2193192194023995,0.1287680038126931,634,0,0.6786271450858035,0.05,160,1.212377726241631,0.5447257634606577,641,0,fixed_1
confirmation,1987,1992,1997,32_16,1.0,20,10,0.9022082018927444,0.2352941176470588,51,0.2193192194023995,0.1287680038126931,634,0,0.6786271450858035,0.05,160,1.212377726241631,0.5447257634606577,641,0,validation_all_rates
confirmation,1987,1992,1997,32_16,0.3,20,10,0.9037854889589906,0.2745098039215686,51,0.2230957459223524,0.1288919721356678,634,0,0.6786271450858035,0.05,160,1.3364291674383095,0.5550286112204851,641,0,validation_midrange
confirmation,1987,1992,1997,32_16,0.3,20,10,0.9037854889589906,0.2745098039215686,51,0.2230957459223524,0.1288919721356678,634,0,0.6786271450858035,0.05,160,1.3364291674383095,0.5550286112204851,641,0,validation_compact
confirmation,1987,1992,1997,32_16,0.01,20,10,0.8911671924290221,0.1372549019607843,51,0.2629157043488904,0.1486719252197794,634,0,0.6645865834633385,0.03125,160,1.2452764063705346,0.5819264373265607,641,0,fixed_0.01
confirmation,1987,1992,1997,32_16,0.03,20,10,0.8958990536277602,0.1372549019607843,51,0.2587365963938961,0.1471788902972855,634,0,0.6645865834633385,0.03125,160,1.2437797575803415,0.5821527274133996,641,0,fixed_0.03
confirmation,1987,1992,1997,32_16,0.05,20,10,0.8974763406940063,0.1372549019607843,51,0.2527809225744766,0.1462038286371994,634,0,0.6661466458658346,0.0375,160,1.2627575908086064,0.5870406455975652,641,0,fixed_0.05
confirmation,1987,1992,1997,32_16,0.1,20,10,0.8990536277602523,0.1372549019607843,51,0.244617135189101,0.1426152508590579,634,0,0.6708268330733229,0.04375,160,1.3076879604659224,0.5876316661148517,641,0,fixed_0.1
confirmation,1987,1992,1997,32_16,0.2,20,10,0.9037854889589906,0.196078431372549,51,0.2374061169413913,0.1369895612074597,634,0,0.6755070202808112,0.04375,160,1.4278411552325023,0.5796788601484573,641,0,fixed_0.2
confirmation,1987,1992,1997,32_16,0.3,20,10,0.9037854889589906,0.2745098039215686,51,0.2230957459223524,0.1288919721356678,634,0,0.6786271450858035,0.05,160,1.3364291674383095,0.5550286112204851,641,0,fixed_0.3
confirmation,1987,1992,1997,32_16,0.5,20,10,0.9037854889589906,0.2549019607843137,51,0.2298775327396437,0.1315693689878279,634,0,0.6770670826833073,0.05,160,1.3645453306990314,0.5643660494551951,641,0,fixed_0.5
confirmation,1987,1992,1997,32_16,1.0,20,10,0.9022082018927444,0.2352941176470588,51,0.2193192194023995,0.1287680038126931,634,0,0.6786271450858035,0.05,160,1.212377726241631,0.5447257634606577,641,0,fixed_1
confirmation,1987,1992,1997,32_16,1.0,50,10,0.9022082018927444,0.2352941176470588,51,0.2193192194023995,0.1287680038126931,634,0,0.6786271450858035,0.05,160,1.212377726241631,0.5447257634606577,641,0,validation_all_rates
confirmation,1987,1992,1997,32_16,0.3,50,10,0.9037854889589906,0.2745098039215686,51,0.2230957459223524,0.1288919721356678,634,0,0.6786271450858035,0.05,160,1.3364291674383095,0.5550286112204851,641,0,validation_midrange
confirmation,1987,1992,1997,32_16,0.3,50,10,0.9037854889589906,0.2745098039215686,51,0.2230957459223524,0.1288919721356678,634,0,0.6786271450858035,0.05,160,1.3364291674383095,0.5550286112204851,641,0,validation_compact
confirmation,1987,1992,1997,32_16,0.01,50,10,0.8958990536277602,0.1372549019607843,51,0.2595530742697312,0.1476307556809818,634,0,0.6645865834633385,0.03125,160,1.2611758466554357,0.5851779162012196,641,0,fixed_0.01
confirmation,1987,1992,1997,32_16,0.03,50,10,0.8974763406940063,0.1372549019607843,51,0.2529523695379277,0.1455160326568866,634,0,0.6661466458658346,0.0375,160,1.2521918254104816,0.5849350729380245,641,0,fixed_0.03
confirmation,1987,1992,1997,32_16,0.05,50,10,0.8974763406940063,0.1372549019607843,51,0.2527809225744766,0.1462038286371994,634,0,0.6661466458658346,0.0375,160,1.2627575908086064,0.5870406455975652,641,0,fixed_0.05
confirmation,1987,1992,1997,32_16,0.1,50,10,0.8990536277602523,0.1372549019607843,51,0.244617135189101,0.1426152508590579,634,0,0.6708268330733229,0.04375,160,1.3076879604659224,0.5876316661148517,641,0,fixed_0.1
confirmation,1987,1992,1997,32_16,0.2,50,10,0.9037854889589906,0.196078431372549,51,0.2374061169413913,0.1369895612074597,634,0,0.6755070202808112,0.04375,160,1.4278411552325023,0.5796788601484573,641,0,fixed_0.2
confirmation,1987,1992,1997,32_16,0.3,50,10,0.9037854889589906,0.2745098039215686,51,0.2230957459223524,0.1288919721356678,634,0,0.6786271450858035,0.05,160,1.3364291674383095,0.5550286112204851,641,0,fixed_0.3
confirmation,1987,1992,1997,32_16,0.5,50,10,0.9037854889589906,0.2549019607843137,51,0.2298775327396437,0.1315693689878279,634,0,0.6770670826833073,0.05,160,1.3645453306990314,0.5643660494551951,641,0,fixed_0.5
confirmation,1987,1992,1997,32_16,1.0,50,10,0.9022082018927444,0.2352941176470588,51,0.2193192194023995,0.1287680038126931,634,0,0.6786271450858035,0.05,160,1.212377726241631,0.5447257634606577,641,0,fixed_1
confirmation,1987,1992,1997,64_32,1.0,10,10,0.9116719242902208,0.3137254901960784,51,0.1993864147445948,0.1179970849923857,634,0,0.6848673946957878,0.05625,160,1.1723628986982888,0.5201577931740267,641,0,validation_all_rates
confirmation,1987,1992,1997,64_32,0.5,10,10,0.9022082018927444,0.2745098039215686,51,0.2150941392000792,0.127299150297101,634,0,0.6770670826833073,0.05,160,1.188037237755708,0.5418828345305357,641,0,validation_midrange
confirmation,1987,1992,1997,64_32,0.3,10,10,0.9085173501577288,0.2941176470588235,51,0.2173929805153729,0.1270624859831715,634,0,0.6817472698907956,0.05,160,1.3493111571583505,0.5577938938039223,641,0,validation_compact
confirmation,1987,1992,1997,64_32,0.01,10,10,0.8911671924290221,0.1176470588235294,51,0.2567844775831519,0.1466511722339029,634,0,0.6630265210608425,0.025,160,1.2251854602084675,0.5822948971014984,641,0,fixed_0.01
confirmation,1987,1992,1997,64_32,0.03,10,10,0.8958990536277602,0.1372549019607843,51,0.2536685514218479,0.1459508743798072,634,0,0.6630265210608425,0.025,160,1.238667516327363,0.5851690816756672,641,0,fixed_0.03
confirmation,1987,1992,1997,64_32,0.05,10,10,0.8943217665615142,0.1372549019607843,51,0.2576361435832441,0.1485045437335508,634,0,0.6630265210608425,0.025,160,1.311505245321724,0.5914074379438149,641,0,fixed_0.05
confirmation,1987,1992,1997,64_32,0.1,10,10,0.9006309148264984,0.1372549019607843,51,0.2405710670750309,0.1412987415409811,634,0,0.6708268330733229,0.04375,160,1.2754730575424962,0.5845870391518523,641,0,fixed_0.1
confirmation,1987,1992,1997,64_32,0.2,10,10,0.9069400630914828,0.196078431372549,51,0.2244692272698418,0.1321914080506934,634,0,0.6801872074882995,0.04375,160,1.396241918602295,0.577579054430242,641,0,fixed_0.2
confirmation,1987,1992,1997,64_32,0.3,10,10,0.9085173501577288,0.2941176470588235,51,0.2173929805153729,0.1270624859831715,634,0,0.6817472698907956,0.05,160,1.3493111571583505,0.5577938938039223,641,0,fixed_0.3
confirmation,1987,1992,1997,64_32,0.5,10,10,0.9022082018927444,0.2745098039215686,51,0.2150941392000792,0.127299150297101,634,0,0.6770670826833073,0.05,160,1.188037237755708,0.5418828345305357,641,0,fixed_0.5
confirmation,1987,1992,1997,64_32,1.0,10,10,0.9116719242902208,0.3137254901960784,51,0.1993864147445948,0.1179970849923857,634,0,0.6848673946957878,0.05625,160,1.1723628986982888,0.5201577931740267,641,0,fixed_1
confirmation,1987,1992,1997,64_32,1.0,20,10,0.9116719242902208,0.3137254901960784,51,0.1993864147445948,0.1179970849923857,634,0,0.6848673946957878,0.05625,160,1.1723628986982888,0.5201577931740267,641,0,validation_all_rates
confirmation,1987,1992,1997,64_32,0.5,20,10,0.9022082018927444,0.2745098039215686,51,0.2150941392000792,0.127299150297101,634,0,0.6770670826833073,0.05,160,1.188037237755708,0.5418828345305357,641,0,validation_midrange
confirmation,1987,1992,1997,64_32,0.3,20,10,0.9085173501577288,0.2941176470588235,51,0.2173929805153729,0.1270624859831715,634,0,0.6817472698907956,0.05,160,1.3493111571583505,0.5577938938039223,641,0,validation_compact
confirmation,1987,1992,1997,64_32,0.01,20,10,0.8911671924290221,0.1176470588235294,51,0.2550409864855873,0.1460794035458224,634,0,0.6630265210608425,0.025,160,1.2287768027783617,0.5830810838735553,641,0,fixed_0.01
confirmation,1987,1992,1997,64_32,0.03,20,10,0.8974763406940063,0.1372549019607843,51,0.2518567061400741,0.1453204094968907,634,0,0.6630265210608425,0.025,160,1.2427453247647062,0.5860491497701082,641,0,fixed_0.03
confirmation,1987,1992,1997,64_32,0.05,20,10,0.9006309148264984,0.1372549019607843,51,0.2504974879558026,0.1461422606218669,634,0,0.6677067082683308,0.03125,160,1.3777808143533874,0.5993387769008397,641,0,fixed_0.05
confirmation,1987,1992,1997,64_32,0.1,20,10,0.9022082018927444,0.1372549019607843,51,0.2421005781359045,0.1418163648730773,634,0,0.672386895475819,0.04375,160,1.3994203339728786,0.5933368993334697,641,0,fixed_0.1
confirmation,1987,1992,1997,64_32,0.2,20,10,0.9069400630914828,0.196078431372549,51,0.2244692272698418,0.1321914080506934,634,0,0.6801872074882995,0.04375,160,1.396241918602295,0.577579054430242,641,0,fixed_0.2
confirmation,1987,1992,1997,64_32,0.3,20,10,0.9085173501577288,0.2941176470588235,51,0.2173929805153729,0.1270624859831715,634,0,0.6817472698907956,0.05,160,1.3493111571583505,0.5577938938039223,641,0,fixed_0.3
confirmation,1987,1992,1997,64_32,0.5,20,10,0.9022082018927444,0.2745098039215686,51,0.2150941392000792,0.127299150297101,634,0,0.6770670826833073,0.05,160,1.188037237755708,0.5418828345305357,641,0,fixed_0.5
confirmation,1987,1992,1997,64_32,1.0,20,10,0.9116719242902208,0.3137254901960784,51,0.1993864147445948,0.1179970849923857,634,0,0.6848673946957878,0.05625,160,1.1723628986982888,0.5201577931740267,641,0,fixed_1
confirmation,1987,1992,1997,64_32,1.0,50,10,0.9116719242902208,0.3137254901960784,51,0.1993864147445948,0.1179970849923857,634,0,0.6848673946957878,0.05625,160,1.1723628986982888,0.5201577931740267,641,0,validation_all_rates
