patience,best_epoch,stopping_epoch,best_validation_loss,hit_epoch_cap,parameters,elapsed_seconds,stage,train_through,validation_year,architecture,learning_rate,seed,validation_accuracy,validation_changed_seat_accuracy,validation_changed_seats,validation_log_loss,validation_brier_score,validation_rows,validation_unseen_winners
50,9,59,0.3258984386920929,False,1605,3.9859701259997564,confirmation,2015,2017,32_16,0.03,101225,0.8971518987341772,0.13432835820895522,67,0.32589842727746104,0.16568606406072592,632,0
10,13,23,0.4025730788707733,False,1605,2.600374098999964,confirmation,2015,2017,32_16,0.03,101226,0.8575949367088608,0.2835820895522388,67,0.40257310046309397,0.1986249359751609,632,0
20,13,33,0.4025730788707733,False,1605,3.609977145999892,confirmation,2015,2017,32_16,0.03,101226,0.8575949367088608,0.2835820895522388,67,0.40257310046309397,0.1986249359751609,632,0
50,13,63,0.4025730788707733,False,1605,6.820931416999883,confirmation,2015,2017,32_16,0.03,101226,0.8575949367088608,0.2835820895522388,67,0.40257310046309397,0.1986249359751609,632,0
10,7,17,0.3531345725059509,False,1605,1.935514726999827,confirmation,2015,2017,32_16,0.03,101227,0.8575949367088608,0.26865671641791045,67,0.353134568198162,0.18537968040599945,632,0
20,7,27,0.3531345725059509,False,1605,3.003967270999965,confirmation,2015,2017,32_16,0.03,101227,0.8575949367088608,0.26865671641791045,67,0.353134568198162,0.18537968040599945,632,0
50,7,57,0.3531345725059509,False,1605,6.471209276999616,confirmation,2015,2017,32_16,0.03,101227,0.8575949367088608,0.26865671641791045,67,0.353134568198162,0.18537968040599945,632,0
10,5,15,0.3651464581489563,False,1605,1.616157051999835,confirmation,2015,2017,32_16,0.03,101228,0.8560126582278481,0.26865671641791045,67,0.3651464210273861,0.18901195619853434,632,0
20,5,25,0.3651464581489563,False,1605,2.6432276999998976,confirmation,2015,2017,32_16,0.03,101228,0.8560126582278481,0.26865671641791045,67,0.3651464210273861,0.18901195619853434,632,0
50,5,55,0.3651464581489563,False,1605,6.041269176999776,confirmation,2015,2017,32_16,0.03,101228,0.8560126582278481,0.26865671641791045,67,0.3651464210273861,0.18901195619853434,632,0
10,10,20,0.3892260193824768,False,1605,2.1711888720001298,confirmation,2015,2017,32_16,0.03,101229,0.8781645569620253,0.16417910447761194,67,0.3892260268330338,0.1935840171536883,632,0
20,10,30,0.3892260193824768,False,1605,3.2668881160002456,confirmation,2015,2017,32_16,0.03,101229,0.8781645569620253,0.16417910447761194,67,0.3892260268330338,0.1935840171536883,632,0
50,10,60,0.3892260193824768,False,1605,6.5542010280000795,confirmation,2015,2017,32_16,0.03,101229,0.8781645569620253,0.16417910447761194,67,0.3892260268330338,0.1935840171536883,632,0
10,10,20,0.39376300573349,False,1605,2.1513206929998887,confirmation,2015,2017,32_16,0.03,101230,0.8639240506329114,0.23880597014925373,67,0.39376299181528757,0.18897253182417437,632,0
20,10,30,0.39376300573349,False,1605,3.4069279079999433,confirmation,2015,2017,32_16,0.03,101230,0.8639240506329114,0.23880597014925373,67,0.39376299181528757,0.18897253182417437,632,0
50,10,60,0.39376300573349,False,1605,6.600307706999956,confirmation,2015,2017,32_16,0.03,101230,0.8639240506329114,0.23880597014925373,67,0.39376299181528757,0.18897253182417437,632,0
10,8,18,0.3606742322444916,False,1605,1.9915123020000465,confirmation,2015,2017,32_16,0.03,101231,0.8512658227848101,0.19402985074626866,67,0.360674240885214,0.19645034182236126,632,0
20,8,28,0.3606742322444916,False,1605,3.1612099870003476,confirmation,2015,2017,32_16,0.03,101231,0.8512658227848101,0.19402985074626866,67,0.360674240885214,0.19645034182236126,632,0
50,8,58,0.3606742322444916,False,1605,6.748055387000022,confirmation,2015,2017,32_16,0.03,101231,0.8512658227848101,0.19402985074626866,67,0.360674240885214,0.19645034182236126,632,0
10,6,16,0.36646899580955505,False,1605,1.7838700100001006,confirmation,2015,2017,32_16,0.03,101232,0.8591772151898734,0.2835820895522388,67,0.36646899756763757,0.1950807689852203,632,0
20,6,26,0.36646899580955505,False,1605,2.8509062030002497,confirmation,2015,2017,32_16,0.03,101232,0.8591772151898734,0.2835820895522388,67,0.36646899756763757,0.1950807689852203,632,0
50,6,56,0.36646899580955505,False,1605,6.111304787000336,confirmation,2015,2017,32_16,0.03,101232,0.8591772151898734,0.2835820895522388,67,0.36646899756763757,0.1950807689852203,632,0
10,7,17,0.3910537362098694,False,1605,1.126414988000306,confirmation,2015,2017,32_16,0.05,101223,0.8829113924050633,0.08955223880597014,67,0.39105371683486434,0.18717513426470206,632,0
20,7,27,0.3910537362098694,False,1605,1.7468919770003595,confirmation,2015,2017,32_16,0.05,101223,0.8829113924050633,0.08955223880597014,67,0.39105371683486434,0.18717513426470206,632,0
50,7,57,0.3910537362098694,False,1605,3.7049064760003603,confirmation,2015,2017,32_16,0.05,101223,0.8829113924050633,0.08955223880597014,67,0.39105371683486434,0.18717513426470206,632,0
10,4,14,0.3318009078502655,False,1605,0.8902700710000317,confirmation,2015,2017,32_16,0.05,101224,0.8924050632911392,0.1044776119402985,67,0.3318009004718228,0.1719743108504553,632,0
20,4,24,0.3318009078502655,False,1605,1.506000239000059,confirmation,2015,2017,32_16,0.05,101224,0.8924050632911392,0.1044776119402985,67,0.3318009004718228,0.1719743108504553,632,0
50,4,54,0.3318009078502655,False,1605,3.4694377200003146,confirmation,2015,2017,32_16,0.05,101224,0.8924050632911392,0.1044776119402985,67,0.3318009004718228,0.1719743108504553,632,0
10,6,16,0.3300209641456604,False,1605,1.1403730860001815,confirmation,2015,2017,32_16,0.05,101225,0.9003164556962026,0.13432835820895522,67,0.3300209605103191,0.16531114883159034,632,0
20,6,26,0.3300209641456604,False,1605,1.8156846249999035,confirmation,2015,2017,32_16,0.05,101225,0.9003164556962026,0.13432835820895522,67,0.3300209605103191,0.16531114883159034,632,0
50,6,56,0.3300209641456604,False,1605,3.7339916480000284,confirmation,2015,2017,32_16,0.05,101225,0.9003164556962026,0.13432835820895522,67,0.3300209605103191,0.16531114883159034,632,0
10,4,14,0.398660808801651,False,1605,1.5728930620002757,confirmation,2015,2017,32_16,0.05,101226,0.8607594936708861,0.31343283582089554,67,0.3986608270369941,0.20097463679588623,632,0
20,4,24,0.398660808801651,False,1605,2.650783419000163,confirmation,2015,2017,32_16,0.05,101226,0.8607594936708861,0.31343283582089554,67,0.3986608270369941,0.20097463679588623,632,0
50,4,54,0.398660808801651,False,1605,5.972264811000059,confirmation,2015,2017,32_16,0.05,101226,0.8607594936708861,0.31343283582089554,67,0.3986608270369941,0.20097463679588623,632,0
10,6,16,0.34323808550834656,False,1605,1.7360940079997818,confirmation,2015,2017,32_16,0.05,101227,0.8971518987341772,0.13432835820895522,67,0.3432380893302977,0.17905830112728122,632,0
20,6,26,0.34323808550834656,False,1605,2.8543283459998747,confirmation,2015,2017,32_16,0.05,101227,0.8971518987341772,0.13432835820895522,67,0.3432380893302977,0.17905830112728122,632,0
50,6,56,0.34323808550834656,False,1605,6.083304700000099,confirmation,2015,2017,32_16,0.05,101227,0.8971518987341772,0.13432835820895522,67,0.3432380893302977,0.17905830112728122,632,0
10,4,14,0.3543347120285034,False,1605,1.5260022630000094,confirmation,2015,2017,32_16,0.05,101228,0.8560126582278481,0.26865671641791045,67,0.354334730000586,0.18580695480307952,632,0
20,4,24,0.3543347120285034,False,1605,2.664940348000073,confirmation,2015,2017,32_16,0.05,101228,0.8560126582278481,0.26865671641791045,67,0.354334730000586,0.18580695480307952,632,0
50,4,54,0.3543347120285034,False,1605,5.862661287999799,confirmation,2015,2017,32_16,0.05,101228,0.8560126582278481,0.26865671641791045,67,0.354334730000586,0.18580695480307952,632,0
10,6,16,0.3727816641330719,False,1605,1.783247160999963,confirmation,2015,2017,32_16,0.05,101229,0.8892405063291139,0.16417910447761194,67,0.3727816743018697,0.18813718244780595,632,0
20,6,26,0.3727816641330719,False,1605,2.833542716000011,confirmation,2015,2017,32_16,0.05,101229,0.8892405063291139,0.16417910447761194,67,0.3727816743018697,0.18813718244780595,632,0
50,6,56,0.3727816641330719,False,1605,6.444884842999727,confirmation,2015,2017,32_16,0.05,101229,0.8892405063291139,0.16417910447761194,67,0.3727816743018697,0.18813718244780595,632,0
10,7,17,0.4001041650772095,False,1605,1.972089994000271,confirmation,2015,2017,32_16,0.05,101230,0.8955696202531646,0.08955223880597014,67,0.4001041836049892,0.1840005441507019,632,0
20,7,27,0.4001041650772095,False,1605,3.025586914000087,confirmation,2015,2017,32_16,0.05,101230,0.8955696202531646,0.08955223880597014,67,0.4001041836049892,0.1840005441507019,632,0
50,7,57,0.4001041650772095,False,1605,6.435304003000056,confirmation,2015,2017,32_16,0.05,101230,0.8955696202531646,0.08955223880597014,67,0.4001041836049892,0.1840005441507019,632,0
10,6,16,0.3566264808177948,False,1605,1.7137922749998324,confirmation,2015,2017,32_16,0.05,101231,0.8544303797468354,0.1791044776119403,67,0.3566264966509821,0.18525599907538726,632,0
20,6,26,0.3566264808177948,False,1605,2.778272098999878,confirmation,2015,2017,32_16,0.05,101231,0.8544303797468354,0.1791044776119403,67,0.3566264966509821,0.18525599907538726,632,0
50,6,56,0.3566264808177948,False,1605,6.347721207999712,confirmation,2015,2017,32_16,0.05,101231,0.8544303797468354,0.1791044776119403,67,0.3566264966509821,0.18525599907538726,632,0
10,5,15,0.36693185567855835,False,1605,1.5806935069999781,confirmation,2015,2017,32_16,0.05,101232,0.8607594936708861,0.2835820895522388,67,0.3669318444816171,0.1961855892995423,632,0
20,5,25,0.36693185567855835,False,1605,2.6973435520003477,confirmation,2015,2017,32_16,0.05,101232,0.8607594936708861,0.2835820895522388,67,0.3669318444816171,0.1961855892995423,632,0
50,5,55,0.36693185567855835,False,1605,5.958384426000066,confirmation,2015,2017,32_16,0.05,101232,0.8607594936708861,0.2835820895522388,67,0.3669318444816171,0.1961855892995423,632,0
10,3,13,0.4011889398097992,False,1605,0.8486809139999423,confirmation,2015,2017,32_16,0.1,101223,0.8829113924050633,0.08955223880597014,67,0.40118894826078527,0.19587061078614176,632,0
20,3,23,0.4011889398097992,False,1605,1.4647921000000679,confirmation,2015,2017,32_16,0.1,101223,0.8829113924050633,0.08955223880597014,67,0.40118894826078527,0.19587061078614176,632,0
50,3,53,0.4011889398097992,False,1605,3.387018186000205,confirmation,2015,2017,32_16,0.1,101223,0.8829113924050633,0.08955223880597014,67,0.40118894826078527,0.19587061078614176,632,0
10,2,12,0.32893669605255127,False,1605,0.7682684169999447,confirmation,2015,2017,32_16,0.1,101224,0.8924050632911392,0.13432835820895522,67,0.32893671300024474,0.17102218772334066,632,0
20,2,22,0.32893669605255127,False,1605,1.4022363469998709,confirmation,2015,2017,32_16,0.1,101224,0.8924050632911392,0.13432835820895522,67,0.32893671300024474,0.17102218772334066,632,0
50,2,52,0.32893669605255127,False,1605,3.404003461999764,confirmation,2015,2017,32_16,0.1,101224,0.8924050632911392,0.13432835820895522,67,0.32893671300024474,0.17102218772334066,632,0
10,3,13,0.3152400851249695,False,1605,0.9485105529997782,confirmation,2015,2017,32_16,0.1,101225,0.8971518987341772,0.13432835820895522,67,0.3152400799008901,0.1596557569865905,632,0
20,3,23,0.3152400851249695,False,1605,1.6084411140000157,confirmation,2015,2017,32_16,0.1,101225,0.8971518987341772,0.13432835820895522,67,0.3152400799008901,0.1596557569865905,632,0
50,3,53,0.3152400851249695,False,1605,3.5352193740000075,confirmation,2015,2017,32_16,0.1,101225,0.8971518987341772,0.13432835820895522,67,0.3152400799008901,0.1596557569865905,632,0
10,2,12,0.3813319504261017,False,1605,1.2920778060001794,confirmation,2015,2017,32_16,0.1,101226,0.8607594936708861,0.31343283582089554,67,0.38133194711266544,0.19397222676569273,632,0
20,2,22,0.3813319504261017,False,1605,2.704009239000243,confirmation,2015,2017,32_16,0.1,101226,0.8607594936708861,0.31343283582089554,67,0.38133194711266544,0.19397222676569273,632,0
50,2,52,0.3813319504261017,False,1605,5.829279302000032,confirmation,2015,2017,32_16,0.1,101226,0.8607594936708861,0.31343283582089554,67,0.38133194711266544,0.19397222676569273,632,0
10,4,14,0.35460028052330017,False,1605,1.5170748589998766,confirmation,2015,2017,32_16,0.1,101227,0.8939873417721519,0.08955223880597014,67,0.35460025920139854,0.1746801933124832,632,0
20,4,24,0.35460028052330017,False,1605,2.8703834759999154,confirmation,2015,2017,32_16,0.1,101227,0.8939873417721519,0.08955223880597014,67,0.35460025920139854,0.1746801933124832,632,0
50,4,54,0.35460028052330017,False,1605,6.1122555130000364,confirmation,2015,2017,32_16,0.1,101227,0.8939873417721519,0.08955223880597014,67,0.35460025920139854,0.1746801933124832,632,0
10,4,14,0.31985098123550415,False,1605,1.7019259869998677,confirmation,2015,2017,32_16,0.1,101228,0.8955696202531646,0.1044776119402985,67,0.319851002097056,0.15840619885875704,632,0
20,4,24,0.31985098123550415,False,1605,2.736727559999963,confirmation,2015,2017,32_16,0.1,101228,0.8955696202531646,0.1044776119402985,67,0.319851002097056,0.15840619885875704,632,0
50,4,54,0.31985098123550415,False,1605,5.982807299999877,confirmation,2015,2017,32_16,0.1,101228,0.8955696202531646,0.1044776119402985,67,0.319851002097056,0.15840619885875704,632,0
10,2,12,0.3832404613494873,False,1605,1.3314596169998367,confirmation,2015,2017,32_16,0.1,101229,0.8607594936708861,0.31343283582089554,67,0.38324043416238834,0.1983479204770018,632,0
20,2,22,0.3832404613494873,False,1605,2.3678652509997846,confirmation,2015,2017,32_16,0.1,101229,0.8607594936708861,0.31343283582089554,67,0.38324043416238834,0.1983479204770018,632,0
50,2,52,0.3832404613494873,False,1605,5.828266644999985,confirmation,2015,2017,32_16,0.1,101229,0.8607594936708861,0.31343283582089554,67,0.38324043416238834,0.1983479204770018,632,0
10,3,13,0.41415366530418396,False,1605,1.4339785900001516,confirmation,2015,2017,32_16,0.1,101230,0.8670886075949367,0.23880597014925373,67,0.4141536747324599,0.19302367235457252,632,0
20,3,23,0.41415366530418396,False,1605,2.4991384360000666,confirmation,2015,2017,32_16,0.1,101230,0.8670886075949367,0.23880597014925373,67,0.4141536747324599,0.19302367235457252,632,0
50,3,53,0.41415366530418396,False,1605,5.630170454000108,confirmation,2015,2017,32_16,0.1,101230,0.8670886075949367,0.23880597014925373,67,0.4141536747324599,0.19302367235457252,632,0
10,3,13,0.36375272274017334,False,1605,1.4732953189995897,confirmation,2015,2017,32_16,0.1,101231,0.8560126582278481,0.16417910447761194,67,0.3637527556098469,0.18579659926296804,632,0
20,3,23,0.36375272274017334,False,1605,2.5634359379996567,confirmation,2015,2017,32_16,0.1,101231,0.8560126582278481,0.16417910447761194,67,0.3637527556098469,0.18579659926296804,632,0
50,3,53,0.36375272274017334,False,1605,5.836993486999745,confirmation,2015,2017,32_16,0.1,101231,0.8560126582278481,0.16417910447761194,67,0.3637527556098469,0.18579659926296804,632,0
10,3,13,0.35802745819091797,False,1605,1.4641464520000227,confirmation,2015,2017,32_16,0.1,101232,0.8575949367088608,0.2537313432835821,67,0.3580274850886372,0.1927205571139638,632,0
20,3,23,0.35802745819091797,False,1605,2.5437803479999275,confirmation,2015,2017,32_16,0.1,101232,0.8575949367088608,0.2537313432835821,67,0.3580274850886372,0.1927205571139638,632,0
50,3,53,0.35802745819091797,False,1605,5.734372891000021,confirmation,2015,2017,32_16,0.1,101232,0.8575949367088608,0.2537313432835821,67,0.3580274850886372,0.1927205571139638,632,0
10,1,11,0.4410147964954376,False,1605,0.7194407930001034,confirmation,2015,2017,32_16,0.2,101223,0.8401898734177216,0.34328358208955223,67,0.4410147794273087,0.21876537293424228,632,0
20,1,21,0.4410147964954376,False,1605,1.3831863010000234,confirmation,2015,2017,32_16,0.2,101223,0.8401898734177216,0.34328358208955223,67,0.4410147794273087,0.21876537293424228,632,0
50,1,51,0.4410147964954376,False,1605,3.3113888520001638,confirmation,2015,2017,32_16,0.2,101223,0.8401898734177216,0.34328358208955223,67,0.4410147794273087,0.21876537293424228,632,0
10,1,11,0.32561925053596497,False,1605,0.7014540690001922,confirmation,2015,2017,32_16,0.2,101224,0.8623417721518988,0.1791044776119403,67,0.32561921922849174,0.172952634736861,632,0
20,1,21,0.32561925053596497,False,1605,1.3228644820001136,confirmation,2015,2017,32_16,0.2,101224,0.8623417721518988,0.1791044776119403,67,0.32561921922849174,0.172952634736861,632,0
50,1,51,0.32561925053596497,False,1605,4.321919665000223,confirmation,2015,2017,32_16,0.2,101224,0.8623417721518988,0.1791044776119403,67,0.32561921922849174,0.172952634736861,632,0
10,2,12,0.3221345841884613,False,1605,1.2358784170000945,confirmation,2015,2017,32_16,0.2,101225,0.8955696202531646,0.08955223880597014,67,0.3221345980566525,0.16131919778639064,632,0
20,2,22,0.3221345841884613,False,1605,2.274500301000444,confirmation,2015,2017,32_16,0.2,101225,0.8955696202531646,0.08955223880597014,67,0.3221345980566525,0.16131919778639064,632,0
50,2,52,0.3221345841884613,False,1605,5.619907395000155,confirmation,2015,2017,32_16,0.2,101225,0.8955696202531646,0.08955223880597014,67,0.3221345980566525,0.16131919778639064,632,0
10,2,12,0.3625524640083313,False,1605,1.4001946980001776,confirmation,2015,2017,32_16,0.2,101226,0.8623417721518988,0.34328358208955223,67,0.3625524914524354,0.18747423644886616,632,0
20,2,22,0.3625524640083313,False,1605,2.737971812000069,confirmation,2015,2017,32_16,0.2,101226,0.8623417721518988,0.34328358208955223,67,0.3625524914524354,0.18747423644886616,632,0
50,2,52,0.3625524640083313,False,1605,5.958796191000147,confirmation,2015,2017,32_16,0.2,101226,0.8623417721518988,0.34328358208955223,67,0.3625524914524354,0.18747423644886616,632,0
10,2,12,0.3593979775905609,False,1605,1.3739073329998064,confirmation,2015,2017,32_16,0.2,101227,0.8908227848101266,0.08955223880597014,67,0.359397969746439,0.177410382134012,632,0
20,2,22,0.3593979775905609,False,1605,2.557925404999878,confirmation,2015,2017,32_16,0.2,101227,0.8908227848101266,0.08955223880597014,67,0.359397969746439,0.177410382134012,632,0
50,2,52,0.3593979775905609,False,1605,6.006728715999998,confirmation,2015,2017,32_16,0.2,101227,0.8908227848101266,0.08955223880597014,67,0.359397969746439,0.177410382134012,632,0
10,1,11,0.3795686364173889,False,1605,1.349876108999979,confirmation,2015,2017,32_16,0.2,101228,0.8560126582278481,0.26865671641791045,67,0.37956862686186726,0.19434040591139148,632,0
20,1,21,0.3795686364173889,False,1605,2.3736422369997854,confirmation,2015,2017,32_16,0.2,101228,0.8560126582278481,0.26865671641791045,67,0.37956862686186726,0.19434040591139148,632,0
50,1,51,0.3795686364173889,False,1605,5.638825585999712,confirmation,2015,2017,32_16,0.2,101228,0.8560126582278481,0.26865671641791045,67,0.37956862686186726,0.19434040591139148,632,0
10,2,12,0.38159218430519104,False,1605,1.211305831000118,confirmation,2015,2017,32_16,0.2,101229,0.8829113924050633,0.08955223880597014,67,0.3815922151148569,0.18501699218290532,632,0
20,2,22,0.38159218430519104,False,1605,2.29342735299997,confirmation,2015,2017,32_16,0.2,101229,0.8829113924050633,0.08955223880597014,67,0.3815922151148569,0.18501699218290532,632,0
50,2,52,0.38159218430519104,False,1605,5.714007616999879,confirmation,2015,2017,32_16,0.2,101229,0.8829113924050633,0.08955223880597014,67,0.3815922151148569,0.18501699218290532,632,0
10,2,12,0.3802869915962219,False,1605,1.2747137460000886,confirmation,2015,2017,32_16,0.2,101230,0.8955696202531646,0.08955223880597014,67,0.38028697847626786,0.17780397689022406,632,0
20,2,22,0.3802869915962219,False,1605,2.3917112680001082,confirmation,2015,2017,32_16,0.2,101230,0.8955696202531646,0.08955223880597014,67,0.38028697847626786,0.17780397689022406,632,0
50,2,52,0.3802869915962219,False,1605,5.906202461000248,confirmation,2015,2017,32_16,0.2,101230,0.8955696202531646,0.08955223880597014,67,0.38028697847626786,0.17780397689022406,632,0
10,1,11,0.37660789489746094,False,1605,1.1771848260000297,confirmation,2015,2017,32_16,0.2,101231,0.8512658227848101,0.208955223880597,67,0.37660789881198514,0.20105363809931726,632,0
20,1,21,0.37660789489746094,False,1605,2.188070054000036,confirmation,2015,2017,32_16,0.2,101231,0.8512658227848101,0.208955223880597,67,0.37660789881198514,0.20105363809931726,632,0
50,1,51,0.37660789489746094,False,1605,5.6445254860000205,confirmation,2015,2017,32_16,0.2,101231,0.8512658227848101,0.208955223880597,67,0.37660789881198514,0.20105363809931726,632,0
10,3,13,0.375975102186203,False,1605,1.3522742049999579,confirmation,2015,2017,32_16,0.2,101232,0.8939873417721519,0.11940298507462686,67,0.3759751173051094,0.17413245614063916,632,0
