constituency_name,country/region,election,majority_proportion,winner,constituency_id,boundary_set,election_type,con_share,lab_share,lib_share,natSW_share,previous_election
South Holland and The Deepings,East Midlands,2024,0.3801872414543871,con,E14001487,2023-current,actual,0.3801872414543871,0.1978227737861964,0.0423470498584803,0.0,2019_notional
South Leicestershire,East Midlands,2024,0.35561440059191185,con,E14001488,2023-current,actual,0.35561440059191185,0.24840826340076716,0.14838684553826983,0.0,2019_notional
South Norfolk,East of England,2024,0.35000705944048893,lab,E14001489,2023-current,actual,0.2930071199499788,0.35000705944048893,0.11589584299804352,0.0,2019_notional
South Northamptonshire,East Midlands,2024,0.357394267836192,con,E14001490,2023-current,actual,0.357394267836192,0.2887312140343036,0.09291021844795799,0.0,2019_notional
South Ribble,North West,2024,0.4246575342465753,lab,E14001491,2023-current,actual,0.2855094178082192,0.4246575342465753,0.06361301369863014,0.0,2019_notional
South Shields,North East,2024,0.41065609385183577,lab,E14001492,2023-current,actual,0.1121008038235933,0.41065609385183577,0.03807299587225722,0.0,2019_notional
South Shropshire,West Midlands,2024,0.3412773701430701,con,E14001493,2023-current,actual,0.3412773701430701,0.134338760575378,0.3098367955394653,0.0,2019_notional
South Suffolk,East of England,2024,0.3295424274092744,con,E14001494,2023-current,actual,0.3295424274092744,0.2671051822708551,0.1316366467900248,0.0,2019_notional
South West Devon,South West,2024,0.34294246008958307,con,E14001495,2023-current,actual,0.34294246008958307,0.3025152176409785,0.10625550323494506,0.0,2019_notional
South West Hertfordshire,East of England,2024,0.3410701703485721,con,E14001496,2023-current,actual,0.3410701703485721,0.19971401334604386,0.24872549425954324,0.0,2019_notional
South West Norfolk,East of England,2024,0.267215518213601,lab,E14001497,2023-current,actual,0.25300552610804106,0.267215518213601,0.0590504116386602,0.0,2019_notional
South West Wiltshire,South West,2024,0.33826459885635074,con,E14001498,2023-current,actual,0.33826459885635074,0.268021140183677,0.15606047478773177,0.0,2019_notional
Southampton Itchen,South East,2024,0.4147373400257536,lab,E14001499,2023-current,actual,0.25430320868262685,0.4147373400257536,0.07053320368959083,0.0,2019_notional
Southampton Test,South East,2024,0.4453288646837034,lab,E14001500,2023-current,actual,0.18466694595726854,0.4453288646837034,0.09082530372852954,0.0,2019_notional
Southend East and Rochford,East of England,2024,0.38821363728061326,lab,E14001501,2023-current,actual,0.2866653217671979,0.38821363728061326,0.057217066774258626,0.0,2019_notional
Southend West and Leigh,East of England,2024,0.3563915857605178,lab,E14001502,2023-current,actual,0.31489524782830863,0.3563915857605178,0.0675779253960143,0.0,2019_notional
Southgate and Wood Green,London,2024,0.5109807098596484,lab,E14001503,2023-current,actual,0.17597600227715618,0.5109807098596484,0.08594075014779619,0.0,2019_notional
Southport,North West,2024,0.38287578508178166,lab,E14001504,2023-current,actual,0.2543997869460041,0.38287578508178166,0.13022925497680818,0.0,2019_notional
Spelthorne,South East,2024,0.3040765931638002,con,E14001505,2023-current,actual,0.3040765931638002,0.26963566260884636,0.188666984360785,0.0,2019_notional
Spen Valley,Yorkshire and The Humber,2024,0.39154366993034245,lab,E14001506,2023-current,actual,0.24012372741000537,0.39154366993034245,0.034706999853865265,0.0,2019_notional
St Albans,East of England,2024,0.5661642190103461,lib,E14001507,2023-current,actual,0.18188863486650908,0.10053473863680397,0.5661642190103461,0.0,2019_notional
St Austell and Newquay,South West,2024,0.3414790721561243,lab,E14001508,2023-current,actual,0.2886244971325858,0.3414790721561243,0.1028203372421467,0.0,2019_notional
St Helens North,North West,2024,0.5258684587636507,lab,E14001509,2023-current,actual,0.11135543805900085,0.5258684587636507,0.04444828778969215,0.0,2019_notional
St Helens South and Whiston,North West,2024,0.49741028000525833,lab,E14001510,2023-current,actual,0.08037334034441962,0.49741028000525833,0.05781517023793874,0.0,2019_notional
St Ives,South West,2024,0.5203716792084148,lib,E14001511,2023-current,actual,0.23379620005820478,0.0579553486051636,0.5203716792084148,0.0,2019_notional
St Neots and Mid Cambridgeshire,East of England,2024,0.36906697931243143,lib,E14001512,2023-current,actual,0.2816837487235732,0.13081956053099353,0.36906697931243143,0.0,2019_notional
Stafford,West Midlands,2024,0.40276902345193333,lab,E14001513,2023-current,actual,0.3028972592318894,0.40276902345193333,0.0364276554587146,0.0,2019_notional
Staffordshire Moorlands,West Midlands,2024,0.353563345803889,con,E14001514,2023-current,actual,0.353563345803889,0.32642834049235603,0.03461733869105353,0.0,2019_notional
Stalybridge and Hyde,North West,2024,0.43825022154193183,lab,E14001515,2023-current,actual,0.18453771583554876,0.43825022154193183,0.029001852896157254,0.0,2019_notional
Stevenage,East of England,2024,0.41432751960669556,lab,E14001516,2023-current,actual,0.2593936556244879,0.41432751960669556,0.08116586679152522,0.0,2019_notional
Stirling and Strathallan,Scotland,2024,0.3385962797798401,lab,S14000105,2023-current,actual,0.19020931260294885,0.3385962797798401,0.05082158209794705,0.310594190671327,2019_notional
Stockport,North West,2024,0.4987523750658151,lab,E14001517,2023-current,actual,0.11370556051553236,0.4987523750658151,0.08525055513586521,0.0,2019_notional
Stockton North,North East,2024,0.45795566963450174,lab,E14001518,2023-current,actual,0.21464666720141173,0.45795566963450174,0.03029330766557044,0.0,2019_notional
Stockton West,North East,2024,0.4188494592705292,con,E14001519,2023-current,actual,0.4188494592705292,0.37487149965047906,0.02473374727579259,0.0,2019_notional
Stoke-on-Trent Central,West Midlands,2024,0.4236447618237978,lab,E14001520,2023-current,actual,0.1762872283147723,0.4236447618237978,0.028309104820198928,0.0,2019_notional
Stoke-on-Trent North,West Midlands,2024,0.4032918395573997,lab,E14001521,2023-current,actual,0.26271092669432916,0.4032918395573997,0.025200553250345783,0.0,2019_notional
Stoke-on-Trent South,West Midlands,2024,0.347345024669044,lab,E14001522,2023-current,actual,0.3320306775438425,0.347345024669044,0.03851790337550681,0.0,2019_notional
"Stone, Great Wyrley and Penkridge",West Midlands,2024,0.46481178396072015,con,E14001523,2023-current,actual,0.46481178396072015,0.3370119242459668,0.06902034136076689,0.0,2019_notional
Stourbridge,West Midlands,2024,0.384623100456392,lab,E14001524,2023-current,actual,0.3075630673554341,0.384623100456392,0.040297908621294946,0.0,2019_notional
Stratford and Bow,London,2024,0.44077356970185333,lab,E14001525,2023-current,actual,0.07169333486819385,0.44077356970185333,0.044342120409807756,0.0,2019_notional
Stratford-on-Avon,West Midlands,2024,0.44279537000321,lib,E14001526,2023-current,actual,0.3083139787382692,0.07086614173228346,0.44279537000321,0.0,2019_notional
Streatham and Croydon North,London,2024,0.5214463672479968,lab,E14001527,2023-current,actual,0.11958790653828025,0.5214463672479968,0.11292168877516666,0.0,2019_notional
Stretford and Urmston,North West,2024,0.49219599147863136,lab,E14001528,2023-current,actual,0.14112429894352418,0.49219599147863136,0.04817181861658189,0.0,2019_notional
Stroud,South West,2024,0.463718512884591,lab,E14001529,2023-current,actual,0.25749262056101846,0.463718512884591,0.052751670560113,0.0,2019_notional
Suffolk Coastal,East of England,2024,0.3169197791753453,lab,E14001530,2023-current,actual,0.29528219853996884,0.3169197791753453,0.14048249782613093,0.0,2019_notional
Sunderland Central,North East,2024,0.4217533848887554,lab,E14001531,2023-current,actual,0.1434291863753535,0.4217533848887554,0.09014690792602047,0.0,2019_notional
Surrey Heath,South East,2024,0.447539131162635,lib,E14001532,2023-current,actual,0.3295178705951285,0.06587427806143802,0.447539131162635,0.0,2019_notional
Sussex Weald,South East,2024,0.3407829181494662,con,E14001533,2023-current,actual,0.3407829181494662,0.16754448398576513,0.20164717844433147,0.0,2019_notional
Sutton and Cheam,London,2024,0.369197160021846,lib,E14001534,2023-current,actual,0.28935428307356215,0.17707851951434694,0.369197160021846,0.0,2019_notional
Sutton Coldfield,West Midlands,2024,0.382802640018207,con,E14001535,2023-current,actual,0.382802640018207,0.33018848405851076,0.05352450706556597,0.0,2019_notional
Swansea West,Wales,2024,0.4139720111058137,lab,W07000108,2023-current,actual,0.09916706397060886,0.4139720111058137,0.12247244580306813,0.11512465995456712,2019_notional
Swindon North,South West,2024,0.40597758405977585,lab,E14001536,2023-current,actual,0.31307596513075964,0.40597758405977585,0.04723197101777426,0.0,2019_notional
Swindon South,South West,2024,0.4839040942983435,lab,E14001537,2023-current,actual,0.2694557306782158,0.4839040942983435,0.04114390320132161,0.0,2019_notional
Tamworth,West Midlands,2024,0.350278615145702,lab,E14001538,2023-current,actual,0.3187174568374897,0.350278615145702,0.033136932492920435,0.0,2019_notional
Tatton,North West,2024,0.38444200427671504,con,E14001539,2023-current,actual,0.38444200427671504,0.3625575526401973,0.08888632029127896,0.0,2019_notional
Taunton and Wellington,South West,2024,0.48377540064421204,lib,E14001540,2023-current,actual,0.24639121962858393,0.07062472660754762,0.48377540064421204,0.0,2019_notional
Telford,West Midlands,2024,0.4471397004664866,lab,E14001541,2023-current,actual,0.21428922170390374,0.4471397004664866,0.038301006629020376,0.0,2019_notional
Tewkesbury,South West,2024,0.4270792558561157,lib,E14001542,2023-current,actual,0.2980695935227343,0.08854735367436495,0.4270792558561157,0.0,2019_notional
The Wrekin,West Midlands,2024,0.32626949220311874,con,E14001543,2023-current,actual,0.32626949220311874,0.3086165533786485,0.09510195921631348,0.0,2019_notional
Thirsk and Malton,Yorkshire and The Humber,2024,0.39247344217523145,con,E14001544,2023-current,actual,0.39247344217523145,0.2408578830050003,0.10801855533465872,0.0,2019_notional
Thornbury and Yate,South West,2024,0.39003504038075965,lib,E14001545,2023-current,actual,0.333558191391684,0.09475893342327656,0.39003504038075965,0.0,2019_notional
Thurrock,East of England,2024,0.42733904893764313,lab,E14001546,2023-current,actual,0.21324351669417968,0.42733904893764313,0.030805687203791468,0.0,2019_notional
Tipton and Wednesbury,West Midlands,2024,0.36907378335949764,lab,E14001547,2023-current,actual,0.2627943485086342,0.36907378335949764,0.01858712715855573,0.0,2019_notional
Tiverton and Minehead,South West,2024,0.38588364111094736,lib,E14001548,2023-current,actual,0.3120380703712282,0.09106988692594387,0.38588364111094736,0.0,2019_notional
Tonbridge,South East,2024,0.4076657129232237,con,E14001549,2023-current,actual,0.4076657129232237,0.18580114449213161,0.08412811953584486,0.0,2019_notional
Tooting,London,2024,0.5517065523298642,lab,E14001550,2023-current,actual,0.1836314526944072,0.5517065523298642,0.08382600154883554,0.0,2019_notional
Torbay,South West,2024,0.4106472948064621,lib,E14001551,2023-current,actual,0.2946546676786295,0.07103979182478586,0.4106472948064621,0.0,2019_notional
Torfaen,Wales,2024,0.4250385100126033,lab,W07000109,2023-current,actual,0.16067777622181767,0.4250385100126033,0.04604397143257247,0.07200672174765439,2019_notional
Torridge and Tavistock,South West,2024,0.3158008658008658,con,E14001552,2023-current,actual,0.3158008658008658,0.21182605273514366,0.23807556080283354,0.0,2019_notional
Tottenham,London,2024,0.5745242602371227,lab,E14001553,2023-current,actual,0.05778619109295606,0.5745242602371227,0.048022317425525554,0.0,2019_notional
Truro and Falmouth,South West,2024,0.4134768422727996,lab,E14001554,2023-current,actual,0.2513130670062072,0.4134768422727996,0.13035174279802642,0.0,2019_notional
Tunbridge Wells,South East,2024,0.43614746543778804,lib,E14001555,2023-current,actual,0.2760184331797235,0.11388018433179724,0.43614746543778804,0.0,2019_notional
Twickenham,London,2024,0.5627854945464715,lib,E14001556,2023-current,actual,0.16272956092104038,0.12478791833690688,0.5627854945464715,0.0,2019_notional
Tynemouth,North East,2024,0.505824280226362,lab,E14001557,2023-current,actual,0.1866248089553472,0.505824280226362,0.05595026642984014,0.0,2019_notional
Uxbridge and South Ruislip,London,2024,0.36152371825586965,lab,E14001558,2023-current,actual,0.34873894672648864,0.36152371825586965,0.038158295944592066,0.0,2019_notional
Vale of Glamorgan,Wales,2024,0.38711648409200017,lab,W07000110,2023-current,actual,0.2951163095186139,0.38711648409200017,0.035176537336882994,0.07081132981277004,2019_notional
Vauxhall and Camberwell Green,London,2024,0.5735294117647058,lab,E14001559,2023-current,actual,0.0748348252344416,0.5735294117647058,0.12119032395566923,0.0,2019_notional
Wakefield and Rothwell,Yorkshire and The Humber,2024,0.4371556473829201,lab,E14001560,2023-current,actual,0.18009641873278237,0.4371556473829201,0.07991440377804014,0.0,2019_notional
Wallasey,North West,2024,0.5772235998689936,lab,E14001561,2023-current,actual,0.11666588686660741,0.5772235998689936,0.04311514527675104,0.0,2019_notional
Walsall and Bloxwich,West Midlands,2024,0.33647925573391413,lab,E14001562,2023-current,actual,0.1795864590895647,0.33647925573391413,0.021967680352773522,0.0,2019_notional
Walthamstow,London,2024,0.5949899273013927,lab,E14001563,2023-current,actual,0.0515240430936323,0.5949899273013927,0.03801348865726548,0.0,2019_notional
Warrington North,North West,2024,0.46777053520141854,lab,E14001564,2023-current,actual,0.16198396643440474,0.46777053520141854,0.06835493619040484,0.0,2019_notional
Warrington South,North West,2024,0.4670840715090997,lab,E14001565,2023-current,actual,0.23878643904010308,0.4670840715090997,0.07708568207440812,0.0,2019_notional
Warwick and Leamington,West Midlands,2024,0.4873165575836416,lab,E14001566,2023-current,actual,0.2350298792633847,0.4873165575836416,0.07888532054148542,0.0,2019_notional
Washington and Gateshead South,North East,2024,0.47762080981064803,lab,E14001567,2023-current,actual,0.12571243348369845,0.47762080981064803,0.0432727370951622,0.0,2019_notional
Watford,East of England,2024,0.35334608030592735,lab,E14001568,2023-current,actual,0.24710381284444943,0.35334608030592735,0.1704420200202452,0.0,2019_notional
Waveney Valley,East of England,2024,0.41708102380176065,oth,E14001569,2023-current,actual,0.3030852624714705,0.0941677535050538,0.02473915878708836,0.0,2019_notional
Weald of Kent,South East,2024,0.3983672503549456,con,E14001570,2023-current,actual,0.3983672503549456,0.23229215964663197,0.07838381448177946,0.0,2019_notional
Wellingborough and Rushden,East Midlands,2024,0.40318290326247586,lab,E14001571,2023-current,actual,0.27845856542002956,0.40318290326247586,0.035693986586336254,0.0,2019_notional
Wells and Mendip Hills,South West,2024,0.4689882465057179,lib,E14001572,2023-current,actual,0.24819329733163914,0.07002461880559085,0.4689882465057179,0.0,2019_notional
Welwyn Hatfield,East of England,2024,0.4102156640181612,lab,E14001573,2023-current,actual,0.33181302239191,0.4102156640181612,0.06432772675678465,0.0,2019_notional
West Aberdeenshire and Kincardine,Scotland,2024,0.3559785938968095,con,S14000111,2023-current,actual,0.3559785938968095,0.13066301728011764,0.1295396053760366,0.28569386004330244,2019_notional
West Bromwich,West Midlands,2024,0.4624873221677037,lab,E14001574,2023-current,actual,0.20059757133850498,0.4624873221677037,0.03601874948603383,0.0,2019_notional
West Dorset,South West,2024,0.5132401862940785,lib,E14001575,2023-current,actual,0.3651744130786047,0.058663625130691,0.5132401862940785,0.0,2019_notional
West Dunbartonshire,Scotland,2024,0.48787388843977364,lab,S14000106,2023-current,actual,0.03723726758286176,0.48787388843977364,0.02119543249797898,0.33604486661277283,2019_notional
West Ham and Beckton,London,2024,0.45212941564872894,lab,E14001576,2023-current,actual,0.10402222955871024,0.45212941564872894,0.04418399911962144,0.0,2019_notional
West Lancashire,North West,2024,0.5046380090497737,lab,E14001577,2023-current,actual,0.19638009049773755,0.5046380090497737,0.046221719457013574,0.0,2019_notional
West Suffolk,East of England,2024,0.3425835662139035,con,E14001578,2023-current,actual,0.3425835662139035,0.2722428023656333,0.0928056151296549,0.0,2019_notional
West Worcestershire,West Midlands,2024,0.3617495931391373,con,E14001579,2023-current,actual,0.3617495931391373,0.1524128220600874,0.24203192714904823,0.0,2019_notional
Westmorland and Lonsdale,North West,2024,0.6270768982294632,lib,E14001580,2023-current,actual,0.19358811297518827,0.046554822037833364,0.6270768982294632,0.0,2019_notional
Weston-super-Mare,South West,2024,0.38476055673507903,lab,E14001581,2023-current,actual,0.2807501769285209,0.38476055673507903,0.08860580325548478,0.0,2019_notional
Wetherby and Easingwold,Yorkshire and The Humber,2024,0.3941330679882891,con,E14001582,2023-current,actual,0.3941330679882891,0.30140262921219313,0.06412292619453108,0.0,2019_notional
Whitehaven and Workington,North West,2024,0.5299474187380497,lab,E14001583,2023-current,actual,0.20207934990439771,0.5299474187380497,0.026720841300191204,0.0,2019_notional
Widnes and Halewood,North West,2024,0.6161192150278099,lab,E14001584,2023-current,actual,0.09200860531010599,0.6161192150278099,0.041793472557456184,0.0,2019_notional
Wigan,North West,2024,0.47436367637350546,lab,E14001585,2023-current,actual,0.1053815496711411,0.47436367637350546,0.041370204650480455,0.0,2019_notional
Wimbledon,London,2024,0.4508502318814222,lib,E14001586,2023-current,actual,0.22151495862507956,0.2133854687642084,0.4508502318814222,0.0,2019_notional
Winchester,South East,2024,0.5245462190763193,lib,E14001587,2023-current,actual,0.28239540262106666,0.05296446842806083,0.5245462190763193,0.0,2019_notional
Windsor,South East,2024,0.36429739645493525,con,E14001588,2023-current,actual,0.36429739645493525,0.22158864872032888,0.2108252663218848,0.0,2019_notional
Wirral West,North West,2024,0.46357430281676043,lab,E14001589,2023-current,actual,0.26341814978679107,0.46357430281676043,0.06115993673800324,0.0,2019_notional
Witham,East of England,2024,0.37205304033357706,con,E14001590,2023-current,actual,0.37205304033357706,0.27037922652807145,0.06796039760488509,0.0,2019_notional
Witney,South East,2024,0.41182982761347464,lib,E14001591,2023-current,actual,0.32605171595761506,0.09435789973114028,0.41182982761347464,0.0,2019_notional
Woking,South East,2024,0.4988887734967286,lib,E14001592,2023-current,actual,0.26530273133243326,0.0923044968324852,0.4988887734967286,0.0,2019_notional
Wokingham,South East,2024,0.47673105057501064,lib,E14001593,2023-current,actual,0.3221911516879942,0.06724198596270302,0.47673105057501064,0.0,2019_notional
Wolverhampton North East,West Midlands,2024,0.4290306107122473,lab,E14001594,2023-current,actual,0.2661539847997837,0.4290306107122473,0.03010003304394845,0.0,2019_notional
Wolverhampton South East,West Midlands,2024,0.5032652327601701,lab,E14001595,2023-current,actual,0.16937271583488106,0.5032652327601701,0.0227068480019172,0.0,2019_notional
Wolverhampton West,West Midlands,2024,0.44279267929541655,lab,E14001596,2023-current,actual,0.2625695764711272,0.44279267929541655,0.03151842774354628,0.0,2019_notional
Worcester,West Midlands,2024,0.4045095142931619,lab,E14001597,2023-current,actual,0.24993483360848032,0.4045095142931619,0.08658441219914849,0.0,2019_notional
Worsley and Eccles,North West,2024,0.4766236513645018,lab,E14001598,2023-current,actual,0.15962673060197918,0.4766236513645018,0.04350892038643255,0.0,2019_notional
Worthing West,South East,2024,0.40235700139223873,lab,E14001599,2023-current,actual,0.32492107378865426,0.40235700139223873,0.05310116281349883,0.0,2019_notional
Wrexham,Wales,2024,0.39224234017784165,lab,W07000111,2023-current,actual,0.2449161568374904,0.39224234017784165,0.04401456418893815,0.10249424120080251,2019_notional
Wycombe,South East,2024,0.3592311311244035,lab,E14001600,2023-current,actual,0.2563792369558886,0.3592311311244035,0.09489885072921567,0.0,2019_notional
Wyre Forest,West Midlands,2024,0.3208512334470083,con,E14001601,2023-current,actual,0.3208512334470083,0.30286992338013197,0.06220381770671863,0.0,2019_notional
Wythenshawe and Sale East,North West,2024,0.5263211693754472,lab,E14001602,2023-current,actual,0.1377900439537974,0.5263211693754472,0.05072574874782786,0.0,2019_notional
Yeovil,South West,2024,0.4854755679032522,lib,E14001603,2023-current,actual,0.23486272266710248,0.06132537996404641,0.4854755679032522,0.0,2019_notional
Ynys Môn,Wales,2024,0.32456785582934905,natSW,W07000112,2023-current,actual,0.30504474684320215,0.23351109476523232,0.0134547014833885,0.32456785582934905,2019_notional
York Central,Yorkshire and The Humber,2024,0.5663735198393463,lab,E14001604,2023-current,actual,0.12425270641460656,0.5663735198393463,0.07042448583893082,0.0,2019_notional
York Outer,Yorkshire and The Humber,2024,0.4531953195319532,lab,E14001605,2023-current,actual,0.2694399874770086,0.4531953195319532,0.10754118890149884,0.0,2019_notional
