constituency_name,country/region,election,majority_proportion,winner,constituency_id,boundary_set,election_type,con_share,lib_share,lab_share,natSW_share,previous_election
Holborn and St Pancras,London,2005_notional,0.4511237,lab,E14000750,2010-2017,notional,0.20892169,0.26161182,0.4511237,,2001
Hornchurch and Upminster,London,2005_notional,0.47502437,con,E14000751,2010-2017,notional,0.47502437,0.08502682,0.31127053,,2001
Hornsey and Wood Green,London,2005_notional,0.43338263,lib,E14000752,2010-2017,notional,0.12706529,0.43338263,0.38278046,,2001
Horsham,South East,2005_notional,0.4934097,con,E14000753,2010-2017,notional,0.4934097,0.27681333,0.16708861,,2001
Houghton and Sunderland South,North East,2005_notional,0.6200512,lab,E14000754,2010-2017,notional,0.16226923,0.1453982,0.6200512,,2001
Hove,South East,2005_notional,0.3743771,lab,E14000755,2010-2017,notional,0.36441094,0.17968054,0.3743771,,2001
Huddersfield,Yorkshire and The Humber,2005_notional,0.46383125,lab,E14000756,2010-2017,notional,0.2105933,0.24090832,0.46383125,,2001
Huntingdon,East of England,2005_notional,0.5075803,con,E14000757,2010-2017,notional,0.5075803,0.26658255,0.1840369,,2001
Hyndburn,North West,2005_notional,0.4570259,lab,E14000758,2010-2017,notional,0.31902942,0.14353828,0.4570259,,2001
Ilford North,London,2005_notional,0.43774602,con,E14000759,2010-2017,notional,0.43774602,0.13784383,0.3963547,,2001
Ilford South,London,2005_notional,0.488511,lab,E14000760,2010-2017,notional,0.27236316,0.20520929,0.488511,,2001
Ipswich,East of England,2005_notional,0.42915162,lab,E14000761,2010-2017,notional,0.3110334,0.21137184,0.42915162,,2001
Isle of Wight,South East,2005_notional,0.48946038,con,E14000762,2010-2017,notional,0.48946038,0.2953039,0.17180558,,2001
Islington North,London,2005_notional,0.51178,lab,E14000763,2010-2017,notional,0.11875278,0.29853305,0.51178,,2001
Islington South and Finsbury,London,2005_notional,0.39872742,lab,E14000764,2010-2017,notional,0.14838022,0.38309485,0.39872742,,2001
Jarrow,North East,2005_notional,0.58838457,lab,E14000765,2010-2017,notional,0.1278725,0.22489594,0.58838457,,2001
Keighley,Yorkshire and The Humber,2005_notional,0.44740024,lab,E14000766,2010-2017,notional,0.3426326,0.11841423,0.44740024,,2001
Kenilworth and Southam,West Midlands,2005_notional,0.5035084,con,E14000767,2010-2017,notional,0.5035084,0.2203712,0.25552285,,2001
Kensington,London,2005_notional,0.43814385,con,E14000768,2010-2017,notional,0.43814385,0.2012698,0.29684728,,2001
Kettering,East Midlands,2005_notional,0.4295042,con,E14000769,2010-2017,notional,0.4295042,0.12229527,0.42558217,,2001
Kingston and Surbiton,London,2005_notional,0.510972,lib,E14000770,2010-2017,notional,0.32991847,0.510972,0.13174416,,2001
Kingston upon Hull East,Yorkshire and The Humber,2005_notional,0.56058985,lab,E14000771,2010-2017,notional,0.13000336,0.20214942,0.56058985,,2001
Kingston upon Hull North,Yorkshire and The Humber,2005_notional,0.5225889,lab,E14000772,2010-2017,notional,0.13279219,0.2597102,0.5225889,,2001
Kingston upon Hull West and Hessle,Yorkshire and The Humber,2005_notional,0.5505634,lab,E14000773,2010-2017,notional,0.20734614,0.20998266,0.5505634,,2001
Kingswood,South West,2005_notional,0.45911258,lab,E14000774,2010-2017,notional,0.32147735,0.18039286,0.45911258,,2001
Knowsley,North West,2005_notional,0.71804655,lab,E14000775,2010-2017,notional,0.11229016,0.13780522,0.71804655,,2001
Lancaster and Fleetwood,North West,2005_notional,0.4243235,lab,E14000776,2010-2017,notional,0.3361457,0.15642041,0.4243235,,2001
Leeds Central,Yorkshire and The Humber,2005_notional,0.59503645,lab,E14000777,2010-2017,notional,0.12702893,0.21524347,0.59503645,,2001
Leeds East,Yorkshire and The Humber,2005_notional,0.59792346,lab,E14000778,2010-2017,notional,0.21585867,0.1722627,0.59792346,,2001
Leeds North East,Yorkshire and The Humber,2005_notional,0.4572287,lab,E14000779,2010-2017,notional,0.30215117,0.21681497,0.4572287,,2001
Leeds North West,Yorkshire and The Humber,2005_notional,0.3687097,lib,E14000780,2010-2017,notional,0.26823342,0.3687097,0.3190609,,2001
Leeds West,Yorkshire and The Humber,2005_notional,0.5620554,lab,E14000781,2010-2017,notional,0.14077601,0.17379475,0.5620554,,2001
Leicester East,East Midlands,2005_notional,0.58719623,lab,E14000782,2010-2017,notional,0.19834025,0.16467102,0.58719623,,2001
Leicester South,East Midlands,2005_notional,0.3934882,lab,E14000783,2010-2017,notional,0.17801441,0.3056825,0.3934882,,2001
Leicester West,East Midlands,2005_notional,0.50804454,lab,E14000784,2010-2017,notional,0.24384283,0.18273515,0.50804454,,2001
Leigh,North West,2005_notional,0.57824403,lab,E14000785,2010-2017,notional,0.16397774,0.19098674,0.57824403,,2001
Lewes,South East,2005_notional,0.51522934,lib,E14000786,2010-2017,notional,0.3463687,0.51522934,0.093537964,,2001
Lewisham East,London,2005_notional,0.47626272,lab,E14000787,2010-2017,notional,0.24320081,0.19910586,0.47626272,,2001
Lewisham West and Penge,London,2005_notional,0.46275967,lab,E14000788,2010-2017,notional,0.21627942,0.27129075,0.46275967,,2001
"Lewisham, Deptford",London,2005_notional,0.5536536,lab,E14000789,2010-2017,notional,0.12695627,0.1793153,0.5536536,,2001
Leyton and Wanstead,London,2005_notional,0.45839033,lab,E14000790,2010-2017,notional,0.22776888,0.24727114,0.45839033,,2001
Lichfield,West Midlands,2005_notional,0.48688054,con,E14000791,2010-2017,notional,0.48688054,0.1587456,0.32201955,,2001
Lincoln,East Midlands,2005_notional,0.43708625,lab,E14000792,2010-2017,notional,0.34236723,0.18383853,0.43708625,,2001
"Liverpool, Riverside",North West,2005_notional,0.5924224,lab,E14000793,2010-2017,notional,0.09075316,0.23311587,0.5924224,,2001
"Liverpool, Walton",North West,2005_notional,0.71750695,lab,E14000794,2010-2017,notional,0.064348586,0.16978198,0.71750695,,2001
"Liverpool, Wavertree",North West,2005_notional,0.49511948,lab,E14000795,2010-2017,notional,0.064471714,0.40604633,0.49511948,,2001
"Liverpool, West Derby",North West,2005_notional,0.6054779,lab,E14000796,2010-2017,notional,0.08223426,0.15255289,0.6054779,,2001
Loughborough,East Midlands,2005_notional,0.4119119,lab,E14000797,2010-2017,notional,0.37307528,0.17865697,0.4119119,,2001
Louth and Horncastle,East Midlands,2005_notional,0.46399415,con,E14000798,2010-2017,notional,0.46399415,0.20525049,0.25317952,,2001
Ludlow,West Midlands,2005_notional,0.45077354,con,E14000799,2010-2017,notional,0.45077354,0.4072196,0.10687581,,2001
Luton North,East of England,2005_notional,0.4859768,lab,E14000800,2010-2017,notional,0.3221012,0.1560114,0.4859768,,2001
Luton South,East of England,2005_notional,0.42781562,lab,E14000801,2010-2017,notional,0.28076288,0.22527614,0.42781562,,2001
Macclesfield,North West,2005_notional,0.49640822,con,E14000802,2010-2017,notional,0.49640822,0.19530994,0.28976616,,2001
Maidenhead,South East,2005_notional,0.5181096,con,E14000803,2010-2017,notional,0.5181096,0.36227337,0.09117947,,2001
Maidstone and The Weald,South East,2005_notional,0.5179004,con,E14000804,2010-2017,notional,0.5179004,0.22803947,0.2239345,,2001
Makerfield,North West,2005_notional,0.62064576,lab,E14000805,2010-2017,notional,0.13570616,0.11417195,0.62064576,,2001
Maldon,East of England,2005_notional,0.56310105,con,E14000806,2010-2017,notional,0.56310105,0.14991514,0.24179709,,2001
Manchester Central,North West,2005_notional,0.5934667,lab,E14000807,2010-2017,notional,0.104426935,0.2099087,0.5934667,,2001
"Manchester, Gorton",North West,2005_notional,0.53140813,lab,E14000808,2010-2017,notional,0.09854375,0.33533877,0.53140813,,2001
"Manchester, Withington",North West,2005_notional,0.4225591,lib,E14000809,2010-2017,notional,0.10363722,0.4225591,0.40870428,,2001
Mansfield,East Midlands,2005_notional,0.50107104,lab,E14000810,2010-2017,notional,0.18713823,0.1403081,0.50107104,,2001
Meon Valley,South East,2005_notional,0.45883906,con,E14000811,2010-2017,notional,0.45883906,0.40975147,0.10612253,,2001
Meriden,West Midlands,2005_notional,0.47633362,con,E14000812,2010-2017,notional,0.47633362,0.1674165,0.32266292,,2001
Mid Bedfordshire,East of England,2005_notional,0.46609056,con,E14000813,2010-2017,notional,0.46609056,0.23525546,0.22422445,,2001
Mid Derbyshire,East Midlands,2005_notional,0.4717314,con,E14000814,2010-2017,notional,0.4717314,0.16020046,0.346352,,2001
Mid Dorset and North Poole,South West,2005_notional,0.4996904,lib,E14000815,2010-2017,notional,0.3685316,0.4996904,0.10055285,,2001
Mid Norfolk,East of England,2005_notional,0.4654347,con,E14000816,2010-2017,notional,0.4654347,0.19202709,0.30252734,,2001
Mid Sussex,South East,2005_notional,0.4825452,con,E14000817,2010-2017,notional,0.4825452,0.35637861,0.12821664,,2001
Mid Worcestershire,West Midlands,2005_notional,0.513458,con,E14000818,2010-2017,notional,0.513458,0.20276995,0.2401474,,2001
Middlesbrough,North East,2005_notional,0.5759058,lab,E14000819,2010-2017,notional,0.16458456,0.18723325,0.5759058,,2001
Middlesbrough South and East Cleveland,North East,2005_notional,0.50348675,lab,E14000820,2010-2017,notional,0.31838033,0.137961,0.50348675,,2001
Milton Keynes North,South East,2005_notional,0.3788787,lab,E14000821,2010-2017,notional,0.36175883,0.20622616,0.3788787,,2001
Milton Keynes South,South East,2005_notional,0.40795454,lab,E14000822,2010-2017,notional,0.3775771,0.15184659,0.40795454,,2001
Mitcham and Morden,London,2005_notional,0.56717694,lab,E14000823,2010-2017,notional,0.24642462,0.13956591,0.56717694,,2001
Mole Valley,South East,2005_notional,0.547607,con,E14000824,2010-2017,notional,0.547607,0.30482647,0.10745725,,2001
Morecambe and Lunesdale,North West,2005_notional,0.4905834,lab,E14000825,2010-2017,notional,0.37320262,0.13621399,0.4905834,,2001
Morley and Outwood,Yorkshire and The Humber,2005_notional,0.45963904,lab,E14000826,2010-2017,notional,0.25018725,0.10048564,0.45963904,,2001
New Forest East,South East,2005_notional,0.4941129,con,E14000827,2010-2017,notional,0.4941129,0.33204862,0.12254881,,2001
New Forest West,South East,2005_notional,0.55911976,con,E14000828,2010-2017,notional,0.55911976,0.19199184,0.16549456,,2001
Newark,East Midlands,2005_notional,0.50501716,con,E14000829,2010-2017,notional,0.50501716,0.18383065,0.28327173,,2001
Newbury,South East,2005_notional,0.4899747,con,E14000830,2010-2017,notional,0.4899747,0.42576817,0.059351984,,2001
Newcastle upon Tyne Central,North East,2005_notional,0.50580573,lab,E14000831,2010-2017,notional,0.16587824,0.27514285,0.50580573,,2001
Newcastle upon Tyne East,North East,2005_notional,0.52785116,lab,E14000832,2010-2017,notional,0.13037215,0.31815726,0.52785116,,2001
Newcastle upon Tyne North,North East,2005_notional,0.4984943,lab,E14000833,2010-2017,notional,0.14699474,0.3301016,0.4984943,,2001
Newcastle-under-Lyme,West Midlands,2005_notional,0.45372978,lab,E14000834,2010-2017,notional,0.24994974,0.18920277,0.45372978,,2001
Newton Abbot,South West,2005_notional,0.45568547,lib,E14000835,2010-2017,notional,0.35071287,0.45568547,0.1137312,,2001
"Normanton, Pontefract and Castleford",Yorkshire and The Humber,2005_notional,0.6533923,lab,E14000836,2010-2017,notional,0.16605577,0.11123986,0.6533923,,2001
North Cornwall,South West,2005_notional,0.42310798,lib,E14000837,2010-2017,notional,0.35441113,0.42310798,0.12523161,,2001
North Devon,South West,2005_notional,0.46417552,lib,E14000838,2010-2017,notional,0.35708776,0.46417552,0.088881224,,2001
North Dorset,South West,2005_notional,0.46411064,con,E14000839,2010-2017,notional,0.46411064,0.3783193,0.09618841,,2001
North Durham,North East,2005_notional,0.6409041,lab,E14000840,2010-2017,notional,0.16759059,0.19150531,0.6409041,,2001
North East Bedfordshire,East of England,2005_notional,0.4986516,con,E14000841,2010-2017,notional,0.4986516,0.20875154,0.25273234,,2001
North East Cambridgeshire,East of England,2005_notional,0.4693288,con,E14000842,2010-2017,notional,0.4693288,0.17078006,0.30635363,,2001
North East Derbyshire,East Midlands,2005_notional,0.48235074,lab,E14000843,2010-2017,notional,0.25922123,0.21477732,0.48235074,,2001
North East Hampshire,South East,2005_notional,0.5313681,con,E14000844,2010-2017,notional,0.5313681,0.2704184,0.16563272,,2001
North East Hertfordshire,East of England,2005_notional,0.48069856,con,E14000845,2010-2017,notional,0.48069856,0.20312726,0.28321946,,2001
North East Somerset,South West,2005_notional,0.39100742,con,E14000846,2010-2017,notional,0.39100742,0.19596691,0.38644,,2001
North Herefordshire,West Midlands,2005_notional,0.52488625,con,E14000847,2010-2017,notional,0.52488625,0.2405486,0.15521143,,2001
North Norfolk,East of England,2005_notional,0.5322772,lib,E14000848,2010-2017,notional,0.3594534,0.5322772,0.089465305,,2001
North Shropshire,West Midlands,2005_notional,0.49582887,con,E14000849,2010-2017,notional,0.49582887,0.19726941,0.25889057,,2001
North Somerset,South West,2005_notional,0.41810346,con,E14000850,2010-2017,notional,0.41810346,0.30199474,0.21777873,,2001
North Swindon,South West,2005_notional,0.45107564,lab,E14000851,2010-2017,notional,0.3885917,0.12851837,0.45107564,,2001
North Thanet,South East,2005_notional,0.4792883,con,E14000852,2010-2017,notional,0.4792883,0.1554943,0.3259742,,2001
North Tyneside,North East,2005_notional,0.59378994,lab,E14000853,2010-2017,notional,0.18625265,0.21995743,0.59378994,,2001
North Warwickshire,West Midlands,2005_notional,0.473683,lab,E14000854,2010-2017,notional,0.32098964,0.13530864,0.473683,,2001
North West Cambridgeshire,East of England,2005_notional,0.46218154,con,E14000855,2010-2017,notional,0.46218154,0.22887337,0.25601056,,2001
North West Durham,North East,2005_notional,0.5394214,lab,E14000856,2010-2017,notional,0.16358298,0.19916981,0.5394214,,2001
North West Hampshire,South East,2005_notional,0.5047803,con,E14000857,2010-2017,notional,0.5047803,0.24950184,0.20846164,,2001
North West Leicestershire,East Midlands,2005_notional,0.45500636,lab,E14000858,2010-2017,notional,0.36003393,0.12053458,0.45500636,,2001
North West Norfolk,East of England,2005_notional,0.49937904,con,E14000859,2010-2017,notional,0.49937904,0.14772208,0.31599015,,2001
North Wiltshire,South West,2005_notional,0.49716017,con,E14000860,2010-2017,notional,0.49716017,0.34374234,0.119495735,,2001
Northampton North,East Midlands,2005_notional,0.3866796,lab,E14000861,2010-2017,notional,0.29669145,0.26942557,0.3866796,,2001
Northampton South,East Midlands,2005_notional,0.4157127,lab,E14000862,2010-2017,notional,0.3779468,0.13587894,0.4157127,,2001
Norwich North,East of England,2005_notional,0.47106707,lab,E14000863,2010-2017,notional,0.30509514,0.16062671,0.47106707,,2001
Norwich South,East of England,2005_notional,0.37400225,lab,E14000864,2010-2017,notional,0.21832918,0.29998532,0.37400225,,2001
Nottingham East,East Midlands,2005_notional,0.46686047,lab,E14000865,2010-2017,notional,0.2246238,0.21850204,0.46686047,,2001
Nottingham North,East Midlands,2005_notional,0.5914339,lab,E14000866,2010-2017,notional,0.18098609,0.17387421,0.5914339,,2001
Nottingham South,East Midlands,2005_notional,0.45909902,lab,E14000867,2010-2017,notional,0.26712367,0.23497897,0.45909902,,2001
Nuneaton,West Midlands,2005_notional,0.4663933,lab,E14000868,2010-2017,notional,0.3690238,0.12522505,0.4663933,,2001
Old Bexley and Sidcup,London,2005_notional,0.49995273,con,E14000869,2010-2017,notional,0.49995273,0.1385619,0.279913,,2001
Oldham East and Saddleworth,North West,2005_notional,0.4253481,lab,E14000870,2010-2017,notional,0.17756896,0.32146442,0.4253481,,2001
Oldham West and Royton,North West,2005_notional,0.4836508,lab,E14000871,2010-2017,notional,0.21090466,0.21235792,0.4836508,,2001
Orpington,London,2005_notional,0.5123649,con,E14000872,2010-2017,notional,0.5123649,0.4044997,0.059769023,,2001
Oxford East,South East,2005_notional,0.35923892,lab,E14000873,2010-2017,notional,0.17335802,0.35191923,0.35923892,,2001
Oxford West and Abingdon,South East,2005_notional,0.46127483,lib,E14000874,2010-2017,notional,0.327017,0.46127483,0.15868263,,2001
Pendle,North West,2005_notional,0.37075755,lab,E14000875,2010-2017,notional,0.31775746,0.23164447,0.37075755,,2001
Penistone and Stocksbridge,Yorkshire and The Humber,2005_notional,0.45157543,lab,E14000876,2010-2017,notional,0.23698997,0.24727945,0.45157543,,2001
Penrith and The Border,North West,2005_notional,0.5138843,con,E14000877,2010-2017,notional,0.5138843,0.25811496,0.19054163,,2001
Peterborough,East of England,2005_notional,0.43292302,con,E14000878,2010-2017,notional,0.43292302,0.16695656,0.34361342,,2001
"Plymouth, Moor View",South West,2005_notional,0.4439189,lab,E14000879,2010-2017,notional,0.25022522,0.18976477,0.4439189,,2001
"Plymouth, Sutton and Devonport",South West,2005_notional,0.4067586,lab,E14000880,2010-2017,notional,0.29563922,0.22616474,0.4067586,,2001
Poole,South West,2005_notional,0.4341306,con,E14000881,2010-2017,notional,0.4341306,0.2909311,0.22686504,,2001
Poplar and Limehouse,London,2005_notional,0.3532997,lab,E14000882,2010-2017,notional,0.24492572,0.13944325,0.3532997,,2001
Portsmouth North,South East,2005_notional,0.38519275,lab,E14000883,2010-2017,notional,0.37754136,0.2030897,0.38519275,,2001
Portsmouth South,South East,2005_notional,0.41628298,lib,E14000884,2010-2017,notional,0.33624938,0.41628298,0.22393154,,2001
Preston,North West,2005_notional,0.4865448,lab,E14000885,2010-2017,notional,0.2098749,0.19862628,0.4865448,,2001
Pudsey,Yorkshire and The Humber,2005_notional,0.45408383,lab,E14000886,2010-2017,notional,0.3366359,0.18154325,0.45408383,,2001
Putney,London,2005_notional,0.42348644,con,E14000887,2010-2017,notional,0.42348644,0.16336827,0.3754599,,2001
Rayleigh and Wickford,East of England,2005_notional,0.53873557,con,E14000888,2010-2017,notional,0.53873557,0.15464722,0.26504627,,2001
Reading East,South East,2005_notional,0.35648748,con,E14000889,2010-2017,notional,0.35648748,0.2436747,0.33936515,,2001
Reading West,South East,2005_notional,0.45041525,lab,E14000890,2010-2017,notional,0.33570614,0.15774536,0.45041525,,2001
Redcar,North East,2005_notional,0.5138314,lab,E14000891,2010-2017,notional,0.17894547,0.20205347,0.5138314,,2001
Redditch,West Midlands,2005_notional,0.43693477,lab,E14000892,2010-2017,notional,0.38490957,0.14371271,0.43693477,,2001
Reigate,South East,2005_notional,0.4856246,con,E14000893,2010-2017,notional,0.4856246,0.23149528,0.21506953,,2001
Ribble Valley,North West,2005_notional,0.4492033,con,E14000894,2010-2017,notional,0.4492033,0.22584987,0.2982677,,2001
Richmond (Yorks),Yorkshire and The Humber,2005_notional,0.59328514,con,E14000895,2010-2017,notional,0.59328514,0.16926539,0.2059661,,2001
Richmond Park,London,2005_notional,0.4665463,lib,E14000896,2010-2017,notional,0.395635,0.4665463,0.092461385,,2001
Rochdale,North West,2005_notional,0.40863046,lab,E14000897,2010-2017,notional,0.10463194,0.40516058,0.40863046,,2001
Rochester and Strood,South East,2005_notional,0.42644468,con,E14000898,2010-2017,notional,0.42644468,0.123525955,0.41508156,,2001
Rochford and Southend East,East of England,2005_notional,0.45381016,con,E14000899,2010-2017,notional,0.45381016,0.14741223,0.31578675,,2001
Romford,London,2005_notional,0.5766119,con,E14000900,2010-2017,notional,0.5766119,0.08426715,0.29068863,,2001
Romsey and Southampton North,South East,2005_notional,0.4360464,lib,E14000901,2010-2017,notional,0.4314175,0.4360464,0.10927821,,2001
Rossendale and Darwen,North West,2005_notional,0.4299792,lab,E14000902,2010-2017,notional,0.34644246,0.14887895,0.4299792,,2001
Rother Valley,Yorkshire and The Humber,2005_notional,0.5155307,lab,E14000903,2010-2017,notional,0.23082986,0.16131733,0.5155307,,2001
Rotherham,Yorkshire and The Humber,2005_notional,0.577377,lab,E14000904,2010-2017,notional,0.13305514,0.16411327,0.577377,,2001
Rugby,West Midlands,2005_notional,0.4352839,lab,E14000905,2010-2017,notional,0.38323742,0.14973402,0.4352839,,2001
"Ruislip, Northwood and Pinner",London,2005_notional,0.54727197,con,E14000906,2010-2017,notional,0.54727197,0.16310334,0.24013142,,2001
Runnymede and Weybridge,South East,2005_notional,0.5138774,con,E14000907,2010-2017,notional,0.5138774,0.17854518,0.23014888,,2001
Rushcliffe,East Midlands,2005_notional,0.48019576,con,E14000908,2010-2017,notional,0.48019576,0.17317821,0.27423167,,2001
Rutland and Melton,East Midlands,2005_notional,0.5123392,con,E14000909,2010-2017,notional,0.5123392,0.18575533,0.24941339,,2001
Saffron Walden,East of England,2005_notional,0.5084416,con,E14000910,2010-2017,notional,0.5084416,0.29597276,0.14177425,,2001
Salford and Eccles,North West,2005_notional,0.5542753,lab,E14000911,2010-2017,notional,0.1685109,0.22789209,0.5542753,,2001
Salisbury,South West,2005_notional,0.46397763,con,E14000912,2010-2017,notional,0.46397763,0.26901242,0.18605316,,2001
Scarborough and Whitby,Yorkshire and The Humber,2005_notional,0.41030014,con,E14000913,2010-2017,notional,0.41030014,0.15976723,0.38376108,,2001
Scunthorpe,Yorkshire and The Humber,2005_notional,0.5204499,lab,E14000914,2010-2017,notional,0.26809815,0.1704645,0.5204499,,2001
Sedgefield,North East,2005_notional,0.5897436,lab,E14000915,2010-2017,notional,0.14150594,0.11788468,0.5897436,,2001
Sefton Central,North West,2005_notional,0.45596057,lab,E14000916,2010-2017,notional,0.33575365,0.19220962,0.45596057,,2001
Selby and Ainsty,Yorkshire and The Humber,2005_notional,0.47151548,con,E14000917,2010-2017,notional,0.47151548,0.10003554,0.42844898,,2001
Sevenoaks,South East,2005_notional,0.5137364,con,E14000918,2010-2017,notional,0.5137364,0.22179501,0.21218285,,2001
Sheffield Central,Yorkshire and The Humber,2005_notional,0.46540254,lab,E14000919,2010-2017,notional,0.09167796,0.31416103,0.46540254,,2001
Sheffield South East,Yorkshire and The Humber,2005_notional,0.60277534,lab,E14000920,2010-2017,notional,0.1436939,0.16914824,0.60277534,,2001
"Sheffield, Brightside and Hillsborough",Yorkshire and The Humber,2005_notional,0.6959374,lab,E14000921,2010-2017,notional,0.09780319,0.13015348,0.6959374,,2001
"Sheffield, Hallam",Yorkshire and The Humber,2005_notional,0.46351305,lib,E14000922,2010-2017,notional,0.30177528,0.46351305,0.17796388,,2001
"Sheffield, Heeley",Yorkshire and The Humber,2005_notional,0.5405448,lab,E14000923,2010-2017,notional,0.14370053,0.21385646,0.5405448,,2001
Sherwood,East Midlands,2005_notional,0.493772,lab,E14000924,2010-2017,notional,0.33473793,0.13442305,0.493772,,2001
Shipley,Yorkshire and The Humber,2005_notional,0.3883268,con,E14000925,2010-2017,notional,0.3883268,0.15164013,0.37865996,,2001
Shrewsbury and Atcham,West Midlands,2005_notional,0.37696835,con,E14000926,2010-2017,notional,0.37696835,0.22838794,0.34102115,,2001
Sittingbourne and Sheppey,South East,2005_notional,0.41722116,con,E14000927,2010-2017,notional,0.41722116,0.1274487,0.41670933,,2001
Skipton and Ripon,Yorkshire and The Humber,2005_notional,0.50010103,con,E14000928,2010-2017,notional,0.50010103,0.26576266,0.18264489,,2001
Sleaford and North Hykeham,East Midlands,2005_notional,0.5055953,con,E14000929,2010-2017,notional,0.5055953,0.18051538,0.26414052,,2001
Slough,South East,2005_notional,0.461924,lab,E14000930,2010-2017,notional,0.26336232,0.16741423,0.461924,,2001
Solihull,West Midlands,2005_notional,0.39653638,con,E14000931,2010-2017,notional,0.39653638,0.39408496,0.1562185,,2001
Somerton and Frome,South West,2005_notional,0.43750703,lib,E14000932,2010-2017,notional,0.42635426,0.43750703,0.10824742,,2001
South Basildon and East Thurrock,East of England,2005_notional,0.40659732,lab,E14000933,2010-2017,notional,0.38519746,0.1056751,0.40659732,,2001
South Cambridgeshire,East of England,2005_notional,0.46502095,con,E14000934,2010-2017,notional,0.46502095,0.28306198,0.19697428,,2001
South Derbyshire,East Midlands,2005_notional,0.428677,lab,E14000935,2010-2017,notional,0.3741352,0.12847324,0.428677,,2001
South Dorset,South West,2005_notional,0.4164128,lab,E14000936,2010-2017,notional,0.3791166,0.1573975,0.4164128,,2001
South East Cambridgeshire,East of England,2005_notional,0.4714763,con,E14000937,2010-2017,notional,0.4714763,0.31490955,0.21361417,,2001
South East Cornwall,South West,2005_notional,0.46784443,lib,E14000938,2010-2017,notional,0.3501052,0.46784443,0.10460224,,2001
South Holland and The Deepings,East Midlands,2005_notional,0.56996566,con,E14000939,2010-2017,notional,0.56996566,0.12870331,0.24521254,,2001
South Leicestershire,East Midlands,2005_notional,0.454123,con,E14000940,2010-2017,notional,0.454123,0.19026367,0.29640928,,2001
South Norfolk,East of England,2005_notional,0.44180533,con,E14000941,2010-2017,notional,0.44180533,0.3079207,0.22223772,,2001
South Northamptonshire,East Midlands,2005_notional,0.51572657,con,E14000942,2010-2017,notional,0.51572657,0.17137222,0.28720343,,2001
South Ribble,North West,2005_notional,0.44259095,lab,E14000943,2010-2017,notional,0.3883874,0.14695856,0.44259095,,2001
South Shields,North East,2005_notional,0.607812,lab,E14000944,2010-2017,notional,0.17637722,0.19175225,0.607812,,2001
South Staffordshire,West Midlands,2005_notional,0.50649923,con,E14000945,2010-2017,notional,0.50649923,0.13417052,0.20004407,,2001
South Suffolk,East of England,2005_notional,0.42067018,con,E14000946,2010-2017,notional,0.42067018,0.28426096,0.24469326,,2001
South Swindon,South West,2005_notional,0.404143,lab,E14000947,2010-2017,notional,0.36911744,0.16994323,0.404143,,2001
South Thanet,South East,2005_notional,0.41214105,con,E14000948,2010-2017,notional,0.41214105,0.12212631,0.3945736,,2001
South West Bedfordshire,East of England,2005_notional,0.48269087,con,E14000949,2010-2017,notional,0.48269087,0.16857292,0.3020256,,2001
South West Devon,South West,2005_notional,0.4438644,con,E14000950,2010-2017,notional,0.4438644,0.23820077,0.24267542,,2001
South West Hertfordshire,East of England,2005_notional,0.4699401,con,E14000951,2010-2017,notional,0.4699401,0.3002455,0.20756163,,2001
South West Norfolk,East of England,2005_notional,0.44967434,con,E14000952,2010-2017,notional,0.44967434,0.19186251,0.2996655,,2001
South West Surrey,South East,2005_notional,0.5061998,con,E14000953,2010-2017,notional,0.5061998,0.39388865,0.07848044,,2001
South West Wiltshire,South West,2005_notional,0.4910679,con,E14000954,2010-2017,notional,0.4910679,0.30256963,0.17175606,,2001
"Southampton, Itchen",South East,2005_notional,0.48279876,lab,E14000955,2010-2017,notional,0.27279258,0.2073808,0.48279876,,2001
"Southampton, Test",South East,2005_notional,0.44207326,lab,E14000956,2010-2017,notional,0.25032502,0.24102828,0.44207326,,2001
Southend West,East of England,2005_notional,0.46158397,con,E14000957,2010-2017,notional,0.46158397,0.23954251,0.22652765,,2001
Southport,North West,2005_notional,0.4634111,lib,E14000958,2010-2017,notional,0.370258,0.4634111,0.12807941,,2001
Spelthorne,South East,2005_notional,0.5047982,con,E14000959,2010-2017,notional,0.5047982,0.17086554,0.2728058,,2001
St Albans,East of England,2005_notional,0.37262717,con,E14000960,2010-2017,notional,0.37262717,0.2542832,0.3432504,,2001
St Austell and Newquay,South West,2005_notional,0.4727506,lib,E14000961,2010-2017,notional,0.34834024,0.4727506,0.1377144,,2001
St Helens North,North West,2005_notional,0.5735013,lab,E14000962,2010-2017,notional,0.18845014,0.20862415,0.5735013,,2001
St Helens South and Whiston,North West,2005_notional,0.55585325,lab,E14000963,2010-2017,notional,0.12123057,0.28823012,0.55585325,,2001
St Ives,South West,2005_notional,0.5184363,lib,E14000964,2010-2017,notional,0.27328283,0.5184363,0.12526608,,2001
Stafford,West Midlands,2005_notional,0.43200797,lab,E14000965,2010-2017,notional,0.39194393,0.14305802,0.43200797,,2001
Staffordshire Moorlands,West Midlands,2005_notional,0.39727855,con,E14000966,2010-2017,notional,0.39727855,0.17579773,0.35872078,,2001
Stalybridge and Hyde,North West,2005_notional,0.4971756,lab,E14000967,2010-2017,notional,0.26073825,0.15615213,0.4971756,,2001
Stevenage,East of England,2005_notional,0.430999,lab,E14000968,2010-2017,notional,0.3504897,0.18364349,0.430999,,2001
