constituency_name,country/region,election,majority_proportion,winner,constituency_id,boundary_set,election_type,con_share,lib_share,lab_share,natSW_share,previous_election
Battersea,London,2005_notional,0.4066523,lab,E14000549,2010-2017,notional,0.3985266,0.14454941,0.4066523,,2001
Beaconsfield,South East,2005_notional,0.5408677,con,E14000550,2010-2017,notional,0.5408677,0.21995662,0.19442517,,2001
Beckenham,London,2005_notional,0.5972196,con,E14000551,2010-2017,notional,0.5972196,0.16118862,0.19322091,,2001
Bedford,East of England,2005_notional,0.4158698,lab,E14000552,2010-2017,notional,0.33548447,0.21816854,0.4158698,,2001
Bermondsey and Old Southwark,London,2005_notional,0.47645068,lib,E14000553,2010-2017,notional,0.12956285,0.47645068,0.31643182,,2001
Berwick-upon-Tweed,North East,2005_notional,0.5259298,lib,E14000554,2010-2017,notional,0.29011703,0.5259298,0.1839532,,2001
Bethnal Green and Bow,London,2005_notional,0.34434134,lab,E14000555,2010-2017,notional,0.11945473,0.12305166,0.34434134,,2001
Beverley and Holderness,Yorkshire and The Humber,2005_notional,0.40944675,con,E14000556,2010-2017,notional,0.40944675,0.19690475,0.3471191,,2001
Bexhill and Battle,South East,2005_notional,0.54183364,con,E14000557,2010-2017,notional,0.54183364,0.22658388,0.1788392,,2001
Bexleyheath and Crayford,London,2005_notional,0.4653222,con,E14000558,2010-2017,notional,0.4653222,0.13112172,0.34200478,,2001
Birkenhead,North West,2005_notional,0.64825106,lab,E14000559,2010-2017,notional,0.16561435,0.1861346,0.64825106,,2001
"Birmingham, Edgbaston",West Midlands,2005_notional,0.43095943,lab,E14000560,2010-2017,notional,0.3909079,0.12806182,0.43095943,,2001
"Birmingham, Erdington",West Midlands,2005_notional,0.52942824,lab,E14000561,2010-2017,notional,0.22871348,0.1581417,0.52942824,,2001
"Birmingham, Hall Green",West Midlands,2005_notional,0.42354518,lab,E14000562,2010-2017,notional,0.1489153,0.26451242,0.42354518,,2001
"Birmingham, Hodge Hill",West Midlands,2005_notional,0.46909618,lab,E14000563,2010-2017,notional,0.10604561,0.2986364,0.46909618,,2001
"Birmingham, Ladywood",West Midlands,2005_notional,0.52642,lab,E14000564,2010-2017,notional,0.08431185,0.29416984,0.52642,,2001
"Birmingham, Northfield",West Midlands,2005_notional,0.5033642,lab,E14000565,2010-2017,notional,0.30406737,0.12331158,0.5033642,,2001
"Birmingham, Perry Barr",West Midlands,2005_notional,0.46304718,lab,E14000566,2010-2017,notional,0.17318724,0.26084036,0.46304718,,2001
"Birmingham, Selly Oak",West Midlands,2005_notional,0.46842355,lab,E14000567,2010-2017,notional,0.29702476,0.1733702,0.46842355,,2001
"Birmingham, Yardley",West Midlands,2005_notional,0.42028913,lib,E14000568,2010-2017,notional,0.1056013,0.42028913,0.34727073,,2001
Bishop Auckland,North East,2005_notional,0.5000262,lab,E14000569,2010-2017,notional,0.22912295,0.2365191,0.5000262,,2001
Blackburn,North West,2005_notional,0.42135403,lab,E14000570,2010-2017,notional,0.22690152,0.20580845,0.42135403,,2001
Blackley and Broughton,North West,2005_notional,0.62491703,lab,E14000571,2010-2017,notional,0.13036117,0.19137564,0.62491703,,2001
Blackpool North and Cleveleys,North West,2005_notional,0.45734182,lab,E14000572,2010-2017,notional,0.37249666,0.13670515,0.45734182,,2001
Blackpool South,North West,2005_notional,0.48524708,lab,E14000573,2010-2017,notional,0.30854085,0.15108666,0.48524708,,2001
Blaydon,North East,2005_notional,0.5163088,lab,E14000574,2010-2017,notional,0.08025252,0.378856,0.5163088,,2001
Blyth Valley,North East,2005_notional,0.54954857,lab,E14000575,2010-2017,notional,0.13926704,0.3111844,0.54954857,,2001
Bognor Regis and Littlehampton,South East,2005_notional,0.45150355,con,E14000576,2010-2017,notional,0.45150355,0.2187953,0.25001168,,2001
Bolsover,East Midlands,2005_notional,0.6518381,lab,E14000577,2010-2017,notional,0.17311549,0.17504641,0.6518381,,2001
Bolton North East,North West,2005_notional,0.4629355,lab,E14000578,2010-2017,notional,0.3430848,0.16104522,0.4629355,,2001
Bolton South East,North West,2005_notional,0.5570545,lab,E14000579,2010-2017,notional,0.22675104,0.18115921,0.5570545,,2001
Bolton West,North West,2005_notional,0.45365542,lab,E14000580,2010-2017,notional,0.33415514,0.1894083,0.45365542,,2001
Bootle,North West,2005_notional,0.71048003,lab,E14000581,2010-2017,notional,0.073611826,0.16563338,0.71048003,,2001
Boston and Skegness,East Midlands,2005_notional,0.4632801,con,E14000582,2010-2017,notional,0.4632801,0.09348567,0.3151723,,2001
Bosworth,East Midlands,2005_notional,0.42617747,con,E14000583,2010-2017,notional,0.42617747,0.21600226,0.31898007,,2001
Bournemouth East,South West,2005_notional,0.4529461,con,E14000584,2010-2017,notional,0.4529461,0.31253734,0.18551452,,2001
Bournemouth West,South West,2005_notional,0.39537868,con,E14000585,2010-2017,notional,0.39537868,0.31983176,0.2289897,,2001
Bracknell,South East,2005_notional,0.49862155,con,E14000586,2010-2017,notional,0.49862155,0.17797129,0.27901277,,2001
Bradford East,Yorkshire and The Humber,2005_notional,0.44059393,lab,E14000587,2010-2017,notional,0.1741452,0.29818827,0.44059393,,2001
Bradford South,Yorkshire and The Humber,2005_notional,0.48323768,lab,E14000588,2010-2017,notional,0.24333769,0.14523552,0.48323768,,2001
Bradford West,Yorkshire and The Humber,2005_notional,0.397015,lab,E14000589,2010-2017,notional,0.31364295,0.19044365,0.397015,,2001
Braintree,East of England,2005_notional,0.49939865,con,E14000590,2010-2017,notional,0.49939865,0.13586351,0.30656153,,2001
Brent Central,London,2005_notional,0.5012861,lab,E14000591,2010-2017,notional,0.13094965,0.31107545,0.5012861,,2001
Brent North,London,2005_notional,0.49373496,lab,E14000592,2010-2017,notional,0.29329914,0.19455668,0.49373496,,2001
Brentford and Isleworth,London,2005_notional,0.38988116,lab,E14000593,2010-2017,notional,0.30700973,0.22965853,0.38988116,,2001
Brentwood and Ongar,East of England,2005_notional,0.5403555,con,E14000594,2010-2017,notional,0.5403555,0.2682328,0.14814413,,2001
Bridgwater and West Somerset,South West,2005_notional,0.45383227,con,E14000595,2010-2017,notional,0.45383227,0.22642583,0.25611907,,2001
Brigg and Goole,Yorkshire and The Humber,2005_notional,0.45830286,lab,E14000596,2010-2017,notional,0.37985858,0.13194343,0.45830286,,2001
"Brighton, Kemptown",South East,2005_notional,0.3896656,lab,E14000597,2010-2017,notional,0.34133235,0.16907507,0.3896656,,2001
"Brighton, Pavilion",South East,2005_notional,0.3639391,lab,E14000598,2010-2017,notional,0.2328066,0.16034509,0.3639391,,2001
Bristol East,South West,2005_notional,0.45511758,lab,E14000599,2010-2017,notional,0.28157383,0.19680122,0.45511758,,2001
Bristol North West,South West,2005_notional,0.38175267,lab,E14000600,2010-2017,notional,0.32482445,0.24846983,0.38175267,,2001
Bristol South,South West,2005_notional,0.48590988,lab,E14000601,2010-2017,notional,0.19612436,0.23735984,0.48590988,,2001
Bristol West,South West,2005_notional,0.3906028,lib,E14000602,2010-2017,notional,0.1636408,0.3906028,0.3651456,,2001
Broadland,East of England,2005_notional,0.43432626,con,E14000603,2010-2017,notional,0.43432626,0.29467133,0.23643394,,2001
Bromley and Chislehurst,London,2005_notional,0.45009366,con,E14000604,2010-2017,notional,0.45009366,0.23708329,0.24442503,,2001
Bromsgrove,West Midlands,2005_notional,0.5100816,con,E14000605,2010-2017,notional,0.5100816,0.15053336,0.29924703,,2001
Broxbourne,East of England,2005_notional,0.5384956,con,E14000606,2010-2017,notional,0.5384956,0.12240327,0.2552181,,2001
Broxtowe,East Midlands,2005_notional,0.4172517,lab,E14000607,2010-2017,notional,0.3728243,0.16109334,0.4172517,,2001
Buckingham,South East,2005_notional,0.58175164,con,E14000608,2010-2017,notional,0.58175164,0.1803408,0.2034443,,2001
Burnley,North West,2005_notional,0.38475746,lab,E14000609,2010-2017,notional,0.107893184,0.236539,0.38475746,,2001
Burton,West Midlands,2005_notional,0.42095655,lab,E14000610,2010-2017,notional,0.37290388,0.12481969,0.42095655,,2001
Bury North,North West,2005_notional,0.41846094,lab,E14000611,2010-2017,notional,0.36796802,0.15096375,0.41846094,,2001
Bury South,North West,2005_notional,0.50933087,lab,E14000612,2010-2017,notional,0.2809296,0.17110826,0.50933087,,2001
Bury St Edmunds,East of England,2005_notional,0.46354726,con,E14000613,2010-2017,notional,0.46354726,0.19753017,0.27321136,,2001
Calder Valley,Yorkshire and The Humber,2005_notional,0.38498825,lab,E14000614,2010-2017,notional,0.35764647,0.18900034,0.38498825,,2001
Camberwell and Peckham,London,2005_notional,0.63263094,lab,E14000615,2010-2017,notional,0.09908957,0.20429164,0.63263094,,2001
Camborne and Redruth,South West,2005_notional,0.35850376,lib,E14000616,2010-2017,notional,0.2559556,0.35850376,0.28765845,,2001
Cambridge,East of England,2005_notional,0.44763747,lib,E14000617,2010-2017,notional,0.1725081,0.44763747,0.3249043,,2001
Cannock Chase,West Midlands,2005_notional,0.50984216,lab,E14000618,2010-2017,notional,0.29986042,0.14005198,0.50984216,,2001
Canterbury,South East,2005_notional,0.44485253,con,E14000619,2010-2017,notional,0.44485253,0.21464838,0.2811062,,2001
Carlisle,North West,2005_notional,0.46839195,lab,E14000620,2010-2017,notional,0.3338361,0.16556852,0.46839195,,2001
Carshalton and Wallington,London,2005_notional,0.40389773,lib,E14000621,2010-2017,notional,0.37456906,0.40389773,0.1731948,,2001
Castle Point,East of England,2005_notional,0.48290467,con,E14000622,2010-2017,notional,0.48290467,0.103030436,0.30385137,,2001
Central Devon,South West,2005_notional,0.4376493,con,E14000623,2010-2017,notional,0.4376493,0.3877773,0.11580631,,2001
Central Suffolk and North Ipswich,East of England,2005_notional,0.44532993,con,E14000624,2010-2017,notional,0.44532993,0.20249401,0.28458172,,2001
Charnwood,East Midlands,2005_notional,0.4657741,con,E14000625,2010-2017,notional,0.4657741,0.1831039,0.2853102,,2001
Chatham and Aylesford,South East,2005_notional,0.45052052,lab,E14000626,2010-2017,notional,0.36801705,0.13515615,0.45052052,,2001
Cheadle,North West,2005_notional,0.47758454,lib,E14000627,2010-2017,notional,0.4034985,0.47758454,0.098640144,,2001
Chelmsford,East of England,2005_notional,0.3946107,con,E14000628,2010-2017,notional,0.3946107,0.3025785,0.2692332,,2001
Chelsea and Fulham,London,2005_notional,0.552172,con,E14000629,2010-2017,notional,0.552172,0.14037484,0.2542496,,2001
Cheltenham,South West,2005_notional,0.39405894,lib,E14000630,2010-2017,notional,0.38746244,0.39405894,0.11798597,,2001
Chesham and Amersham,South East,2005_notional,0.53518134,con,E14000631,2010-2017,notional,0.53518134,0.26210773,0.13636842,,2001
Chesterfield,East Midlands,2005_notional,0.46962225,lib,E14000632,2010-2017,notional,0.082666546,0.46962225,0.4060523,,2001
Chichester,South East,2005_notional,0.47989506,con,E14000633,2010-2017,notional,0.47989506,0.27666894,0.18565737,,2001
Chingford and Woodford Green,London,2005_notional,0.5318516,con,E14000634,2010-2017,notional,0.5318516,0.176775,0.2565204,,2001
Chippenham,South West,2005_notional,0.42424372,lib,E14000635,2010-2017,notional,0.3772419,0.42424372,0.1679621,,2001
Chipping Barnet,London,2005_notional,0.45861962,con,E14000636,2010-2017,notional,0.45861962,0.15285853,0.33844256,,2001
Chorley,North West,2005_notional,0.5084257,lab,E14000637,2010-2017,notional,0.34430477,0.14726953,0.5084257,,2001
Christchurch,South West,2005_notional,0.5530369,con,E14000638,2010-2017,notional,0.5530369,0.24026321,0.15589549,,2001
Cities of London and Westminster,London,2005_notional,0.48249477,con,E14000639,2010-2017,notional,0.48249477,0.18532746,0.2528811,,2001
City of Chester,North West,2005_notional,0.38982478,lab,E14000640,2010-2017,notional,0.36785296,0.21806973,0.38982478,,2001
City of Durham,North East,2005_notional,0.47173384,lab,E14000641,2010-2017,notional,0.094197996,0.39793527,0.47173384,,2001
Clacton,East of England,2005_notional,0.44452515,con,E14000642,2010-2017,notional,0.44452515,0.13534223,0.35949105,,2001
Cleethorpes,Yorkshire and The Humber,2005_notional,0.43331727,lab,E14000643,2010-2017,notional,0.37274876,0.14768165,0.43331727,,2001
Colchester,East of England,2005_notional,0.47675696,lib,E14000644,2010-2017,notional,0.32071233,0.47675696,0.20253071,,2001
Colne Valley,Yorkshire and The Humber,2005_notional,0.35419393,lab,E14000645,2010-2017,notional,0.32907,0.2452905,0.35419393,,2001
Congleton,North West,2005_notional,0.45390087,con,E14000646,2010-2017,notional,0.45390087,0.26884022,0.2772589,,2001
Copeland,North West,2005_notional,0.46711844,lab,E14000647,2010-2017,notional,0.3347451,0.1394322,0.46711844,,2001
Corby,East Midlands,2005_notional,0.43095598,lab,E14000648,2010-2017,notional,0.399695,0.12743421,0.43095598,,2001
Coventry North East,West Midlands,2005_notional,0.56925964,lab,E14000649,2010-2017,notional,0.18849449,0.16542098,0.56925964,,2001
Coventry North West,West Midlands,2005_notional,0.47997323,lab,E14000650,2010-2017,notional,0.26646593,0.18406463,0.47997323,,2001
Coventry South,West Midlands,2005_notional,0.45833233,lab,E14000651,2010-2017,notional,0.30648813,0.17599513,0.45833233,,2001
Crawley,South East,2005_notional,0.39098945,lab,E14000652,2010-2017,notional,0.39010793,0.15493293,0.39098945,,2001
Crewe and Nantwich,North West,2005_notional,0.4842497,lab,E14000653,2010-2017,notional,0.32920563,0.18654469,0.4842497,,2001
Croydon Central,London,2005_notional,0.4111467,lab,E14000654,2010-2017,notional,0.40395245,0.12798297,0.4111467,,2001
Croydon North,London,2005_notional,0.53622997,lab,E14000655,2010-2017,notional,0.222576,0.17220564,0.53622997,,2001
Croydon South,London,2005_notional,0.52005345,con,E14000656,2010-2017,notional,0.52005345,0.20426601,0.2406018,,2001
Dagenham and Rainham,London,2005_notional,0.49165148,lab,E14000657,2010-2017,notional,0.33472887,0.090528496,0.49165148,,2001
Darlington,North East,2005_notional,0.5229289,lab,E14000658,2010-2017,notional,0.26117545,0.18458678,0.5229289,,2001
Dartford,South East,2005_notional,0.43046182,lab,E14000659,2010-2017,notional,0.41149485,0.10103215,0.43046182,,2001
Daventry,East Midlands,2005_notional,0.52990305,con,E14000660,2010-2017,notional,0.52990305,0.14517921,0.27837583,,2001
Denton and Reddish,North West,2005_notional,0.57642525,lab,E14000661,2010-2017,notional,0.19023946,0.16299935,0.57642525,,2001
Derby North,East Midlands,2005_notional,0.42068046,lab,E14000662,2010-2017,notional,0.25927445,0.274877,0.42068046,,2001
Derby South,East Midlands,2005_notional,0.53157884,lab,E14000663,2010-2017,notional,0.19765678,0.24166065,0.53157884,,2001
Derbyshire Dales,East Midlands,2005_notional,0.46506792,con,E14000664,2010-2017,notional,0.46506792,0.24354401,0.2569167,,2001
Devizes,South West,2005_notional,0.5103356,con,E14000665,2010-2017,notional,0.5103356,0.22303973,0.22399738,,2001
Dewsbury,Yorkshire and The Humber,2005_notional,0.4058531,lab,E14000666,2010-2017,notional,0.31705746,0.13737899,0.4058531,,2001
Don Valley,Yorkshire and The Humber,2005_notional,0.5652367,lab,E14000667,2010-2017,notional,0.26968315,0.16508019,0.5652367,,2001
Doncaster Central,Yorkshire and The Humber,2005_notional,0.5100069,lab,E14000668,2010-2017,notional,0.18637158,0.23667073,0.5100069,,2001
Doncaster North,Yorkshire and The Humber,2005_notional,0.51105523,lab,E14000669,2010-2017,notional,0.19258572,0.15673243,0.51105523,,2001
Dover,South East,2005_notional,0.45348427,lab,E14000670,2010-2017,notional,0.34952748,0.15796033,0.45348427,,2001
Dudley North,West Midlands,2005_notional,0.42562085,lab,E14000671,2010-2017,notional,0.31418103,0.10498032,0.42562085,,2001
Dudley South,West Midlands,2005_notional,0.4395653,lab,E14000672,2010-2017,notional,0.35046872,0.12684235,0.4395653,,2001
Dulwich and West Norwood,London,2005_notional,0.44244894,lab,E14000673,2010-2017,notional,0.244919,0.23138645,0.44244894,,2001
Ealing Central and Acton,London,2005_notional,0.33359966,lab,E14000674,2010-2017,notional,0.3119765,0.30625498,0.33359966,,2001
Ealing North,London,2005_notional,0.4691587,lab,E14000675,2010-2017,notional,0.2830344,0.19217114,0.4691587,,2001
"Ealing, Southall",London,2005_notional,0.57270366,lab,E14000676,2010-2017,notional,0.18942332,0.18242277,0.57270366,,2001
Easington,North East,2005_notional,0.71292,lab,E14000677,2010-2017,notional,0.107419096,0.12898335,0.71292,,2001
East Devon,South West,2005_notional,0.47270936,con,E14000678,2010-2017,notional,0.47270936,0.2803952,0.18230827,,2001
East Ham,London,2005_notional,0.535768,lab,E14000679,2010-2017,notional,0.13752241,0.1076431,0.535768,,2001
East Hampshire,South East,2005_notional,0.4703108,con,E14000680,2010-2017,notional,0.4703108,0.33940205,0.16449143,,2001
East Surrey,South East,2005_notional,0.56156987,con,E14000681,2010-2017,notional,0.56156987,0.23832051,0.14797068,,2001
East Worthing and Shoreham,South East,2005_notional,0.43885458,con,E14000682,2010-2017,notional,0.43885458,0.24345873,0.25513756,,2001
East Yorkshire,Yorkshire and The Humber,2005_notional,0.45364976,con,E14000683,2010-2017,notional,0.45364976,0.18938448,0.32050005,,2001
Eastbourne,South East,2005_notional,0.4306386,con,E14000684,2010-2017,notional,0.4306386,0.41658652,0.10752373,,2001
Eastleigh,South East,2005_notional,0.3833096,lib,E14000685,2010-2017,notional,0.37213245,0.3833096,0.21075435,,2001
Eddisbury,North West,2005_notional,0.4692267,con,E14000686,2010-2017,notional,0.4692267,0.17996435,0.32090363,,2001
Edmonton,London,2005_notional,0.5591661,lab,E14000687,2010-2017,notional,0.27591607,0.120007694,0.5591661,,2001
Ellesmere Port and Neston,North West,2005_notional,0.4870433,lab,E14000688,2010-2017,notional,0.32715666,0.15719526,0.4870433,,2001
Elmet and Rothwell,Yorkshire and The Humber,2005_notional,0.45905954,lab,E14000689,2010-2017,notional,0.3447835,0.1730122,0.45905954,,2001
Eltham,London,2005_notional,0.4224375,lab,E14000690,2010-2017,notional,0.3464066,0.17374001,0.4224375,,2001
Enfield North,London,2005_notional,0.43108255,con,E14000691,2010-2017,notional,0.43108255,0.11420536,0.40755343,,2001
"Enfield, Southgate",London,2005_notional,0.43767047,con,E14000692,2010-2017,notional,0.43767047,0.1112881,0.41046992,,2001
Epping Forest,East of England,2005_notional,0.52740633,con,E14000693,2010-2017,notional,0.52740633,0.1810888,0.21408804,,2001
Epsom and Ewell,South East,2005_notional,0.5494645,con,E14000694,2010-2017,notional,0.5494645,0.21481375,0.20013106,,2001
Erewash,East Midlands,2005_notional,0.44722804,lab,E14000695,2010-2017,notional,0.29063243,0.13507585,0.44722804,,2001
Erith and Thamesmead,London,2005_notional,0.5261209,lab,E14000696,2010-2017,notional,0.2650443,0.12844862,0.5261209,,2001
Esher and Walton,South East,2005_notional,0.45703664,con,E14000697,2010-2017,notional,0.45703664,0.29564726,0.19443168,,2001
Exeter,South West,2005_notional,0.42132974,lab,E14000698,2010-2017,notional,0.24867874,0.20930326,0.42132974,,2001
Fareham,South East,2005_notional,0.4971797,con,E14000699,2010-2017,notional,0.4971797,0.21720603,0.2562788,,2001
Faversham and Mid Kent,South East,2005_notional,0.5008703,con,E14000700,2010-2017,notional,0.5008703,0.16744284,0.29090226,,2001
Feltham and Heston,London,2005_notional,0.48094273,lab,E14000701,2010-2017,notional,0.28839332,0.1669032,0.48094273,,2001
Filton and Bradley Stoke,South West,2005_notional,0.35470262,con,E14000702,2010-2017,notional,0.35470262,0.28375724,0.33886963,,2001
Finchley and Golders Green,London,2005_notional,0.39800662,con,E14000703,2010-2017,notional,0.39800662,0.1713441,0.39099646,,2001
Folkestone and Hythe,South East,2005_notional,0.53930366,con,E14000704,2010-2017,notional,0.53930366,0.29599437,0.12607276,,2001
Forest of Dean,South West,2005_notional,0.40877414,con,E14000705,2010-2017,notional,0.40877414,0.1718094,0.36576405,,2001
Fylde,North West,2005_notional,0.54298097,con,E14000706,2010-2017,notional,0.54298097,0.15828025,0.2562608,,2001
Gainsborough,East Midlands,2005_notional,0.43840662,con,E14000707,2010-2017,notional,0.43840662,0.25998113,0.26112634,,2001
Garston and Halewood,North West,2005_notional,0.57921505,lab,E14000708,2010-2017,notional,0.09857991,0.3,0.57921505,,2001
Gateshead,North East,2005_notional,0.6142029,lab,E14000709,2010-2017,notional,0.10176751,0.20744696,0.6142029,,2001
Gedling,East Midlands,2005_notional,0.46632883,lab,E14000710,2010-2017,notional,0.36998266,0.13710716,0.46632883,,2001
Gillingham and Rainham,South East,2005_notional,0.40734208,lab,E14000711,2010-2017,notional,0.40700278,0.15321979,0.40734208,,2001
Gloucester,South West,2005_notional,0.47604707,lab,E14000712,2010-2017,notional,0.3465539,0.13688302,0.47604707,,2001
Gosport,South East,2005_notional,0.447739,con,E14000713,2010-2017,notional,0.447739,0.16603151,0.31458846,,2001
Grantham and Stamford,East Midlands,2005_notional,0.46923012,con,E14000714,2010-2017,notional,0.46923012,0.16485414,0.3115398,,2001
Gravesham,South East,2005_notional,0.43690652,con,E14000715,2010-2017,notional,0.43690652,0.107372895,0.42243078,,2001
Great Grimsby,Yorkshire and The Humber,2005_notional,0.47057396,lab,E14000716,2010-2017,notional,0.23838127,0.1928164,0.47057396,,2001
Great Yarmouth,East of England,2005_notional,0.4555561,lab,E14000717,2010-2017,notional,0.3817246,0.11080768,0.4555561,,2001
Greenwich and Woolwich,London,2005_notional,0.5247065,lab,E14000718,2010-2017,notional,0.17580314,0.1970324,0.5247065,,2001
Guildford,South East,2005_notional,0.4344802,con,E14000719,2010-2017,notional,0.4344802,0.43273142,0.098893754,,2001
Hackney North and Stoke Newington,London,2005_notional,0.48958603,lab,E14000720,2010-2017,notional,0.14592497,0.23078914,0.48958603,,2001
Hackney South and Shoreditch,London,2005_notional,0.5270222,lab,E14000721,2010-2017,notional,0.13779849,0.21334332,0.5270222,,2001
Halesowen and Rowley Regis,West Midlands,2005_notional,0.46245936,lab,E14000722,2010-2017,notional,0.36586776,0.124942794,0.46245936,,2001
Halifax,Yorkshire and The Humber,2005_notional,0.41882685,lab,E14000723,2010-2017,notional,0.33130515,0.17901592,0.41882685,,2001
Haltemprice and Howden,Yorkshire and The Humber,2005_notional,0.46999234,con,E14000724,2010-2017,notional,0.46999234,0.36475316,0.13494645,,2001
Halton,North West,2005_notional,0.6312047,lab,E14000725,2010-2017,notional,0.19865873,0.17013656,0.6312047,,2001
Hammersmith,London,2005_notional,0.42403713,lab,E14000726,2010-2017,notional,0.33967984,0.18986702,0.42403713,,2001
Hampstead and Kilburn,London,2005_notional,0.36323935,lab,E14000727,2010-2017,notional,0.22937013,0.35186562,0.36323935,,2001
Harborough,East Midlands,2005_notional,0.429497,con,E14000728,2010-2017,notional,0.429497,0.34572554,0.19321051,,2001
Harlow,East of England,2005_notional,0.4137358,lab,E14000729,2010-2017,notional,0.40794542,0.12960398,0.4137358,,2001
Harrogate and Knaresborough,Yorkshire and The Humber,2005_notional,0.5209908,lib,E14000730,2010-2017,notional,0.35883525,0.5209908,0.09103471,,2001
Harrow East,London,2005_notional,0.45462227,lab,E14000731,2010-2017,notional,0.38574582,0.14186113,0.45462227,,2001
Harrow West,London,2005_notional,0.4862991,lab,E14000732,2010-2017,notional,0.3037306,0.18674244,0.4862991,,2001
Hartlepool,North East,2005_notional,0.5150412,lab,E14000733,2010-2017,notional,0.11451631,0.30401286,0.5150412,,2001
Harwich and North Essex,East of England,2005_notional,0.42613757,con,E14000734,2010-2017,notional,0.42613757,0.19247091,0.30885258,,2001
Hastings and Rye,South East,2005_notional,0.4062788,lab,E14000735,2010-2017,notional,0.3809179,0.15857136,0.4062788,,2001
Havant,South East,2005_notional,0.44331807,con,E14000736,2010-2017,notional,0.44331807,0.20209084,0.28747928,,2001
Hayes and Harlington,London,2005_notional,0.56428164,lab,E14000737,2010-2017,notional,0.2774845,0.098459624,0.56428164,,2001
Hazel Grove,North West,2005_notional,0.50280875,lib,E14000738,2010-2017,notional,0.303632,0.50280875,0.16099304,,2001
Hemel Hempstead,East of England,2005_notional,0.40117976,con,E14000739,2010-2017,notional,0.40117976,0.16903265,0.39754975,,2001
Hemsworth,Yorkshire and The Humber,2005_notional,0.5867104,lab,E14000740,2010-2017,notional,0.22164962,0.15704954,0.5867104,,2001
Hendon,London,2005_notional,0.45154288,lab,E14000741,2010-2017,notional,0.3709432,0.14111806,0.45154288,,2001
Henley,South East,2005_notional,0.53200173,con,E14000742,2010-2017,notional,0.53200173,0.26068246,0.15015326,,2001
Hereford and South Herefordshire,West Midlands,2005_notional,0.43386674,lib,E14000743,2010-2017,notional,0.40999562,0.43386674,0.10254274,,2001
Hertford and Stortford,East of England,2005_notional,0.5020041,con,E14000744,2010-2017,notional,0.5020041,0.18425603,0.24246678,,2001
Hertsmere,East of England,2005_notional,0.5323922,con,E14000745,2010-2017,notional,0.5323922,0.18361834,0.27182186,,2001
Hexham,North East,2005_notional,0.42389008,con,E14000746,2010-2017,notional,0.42389008,0.25676626,0.3035658,,2001
Heywood and Middleton,North West,2005_notional,0.48312822,lab,E14000747,2010-2017,notional,0.21737036,0.20238927,0.48312822,,2001
High Peak,East Midlands,2005_notional,0.4111967,lab,E14000748,2010-2017,notional,0.3732234,0.19411956,0.4111967,,2001
Hitchin and Harpenden,East of England,2005_notional,0.49406895,con,E14000749,2010-2017,notional,0.49406895,0.26502433,0.21929407,,2001
