constituency_name,country/region,election,majority_proportion,winner,constituency_id,boundary_set,election_type,con_share,lib_share,lab_share,natSW_share,previous_election
St Austell and Newquay,South West,2019_notional,0.5557371,con,E14001508,2023-current,notional,0.5557371,0.108243495,0.26639804,,2017
St Helens North,North West,2019_notional,0.52290744,lab,E14001509,2023-current,notional,0.2662055,0.056096382,0.52290744,,2017
St Helens South and Whiston,North West,2019_notional,0.58122784,lab,E14001510,2023-current,notional,0.21292156,0.05680992,0.58122784,,2017
St Ives,South West,2019_notional,0.48986065,con,E14001511,2023-current,notional,0.48986065,0.39288297,0.09078091,,2017
St Neots and Mid Cambridgeshire,East of England,2019_notional,0.5129589,con,E14001512,2023-current,notional,0.5129589,0.26816937,0.18811822,,2017
Stafford,West Midlands,2019_notional,0.5794274,con,E14001513,2023-current,notional,0.5794274,0.063768,0.31203836,,2017
Staffordshire Moorlands,West Midlands,2019_notional,0.64097947,con,E14001514,2023-current,notional,0.64097947,0.0613866,0.26691943,,2017
Stalybridge and Hyde,North West,2019_notional,0.44904172,lab,E14001515,2023-current,notional,0.3795081,0.04312217,0.44904172,,2017
Stevenage,East of England,2019_notional,0.53117466,con,E14001516,2023-current,notional,0.53117466,0.086655624,0.3516138,,2017
Stockport,North West,2019_notional,0.54284286,lab,E14001517,2023-current,notional,0.28180888,0.08662016,0.54284286,,2017
Stockton North,North East,2019_notional,0.46710587,lab,E14001518,2023-current,notional,0.3749652,0.03996938,0.46710587,,2017
Stockton West,North East,2019_notional,0.5647839,con,E14001519,2023-current,notional,0.5647839,0.044495676,0.3390586,,2017
Stoke-on-Trent Central,West Midlands,2019_notional,0.47114012,con,E14001520,2023-current,notional,0.47114012,0.03757695,0.42890912,,2017
Stoke-on-Trent North,West Midlands,2019_notional,0.54141176,con,E14001521,2023-current,notional,0.54141176,0.033048175,0.34840375,,2017
Stoke-on-Trent South,West Midlands,2019_notional,0.6253474,con,E14001522,2023-current,notional,0.6253474,0.062331665,0.29631054,,2017
"Stone, Great Wyrley and Penkridge",West Midlands,2019_notional,0.6848377,con,E14001523,2023-current,notional,0.6848377,0.06516763,0.21582764,,2017
Stourbridge,West Midlands,2019_notional,0.61786616,con,E14001524,2023-current,notional,0.61786616,0.05780484,0.29109713,,2017
Stratford and Bow,London,2019_notional,0.7043377,lab,E14001525,2023-current,notional,0.14516094,0.090026386,0.7043377,,2017
Stratford-on-Avon,West Midlands,2019_notional,0.60190076,con,E14001526,2023-current,notional,0.60190076,0.24676512,0.11341188,,2017
Streatham and Croydon North,London,2019_notional,0.5789351,lab,E14001527,2023-current,notional,0.18839167,0.17545022,0.5789351,,2017
Stretford and Urmston,North West,2019_notional,0.60309184,lab,E14001528,2023-current,notional,0.27519125,0.05930054,0.60309184,,2017
Stroud,South West,2019_notional,0.45697668,con,E14001529,2023-current,notional,0.45697668,0.022343792,0.41632614,,2017
Suffolk Coastal,East of England,2019_notional,0.564461,con,E14001530,2023-current,notional,0.564461,0.15126516,0.2139406,,2017
Sunderland Central,North East,2019_notional,0.42174992,lab,E14001531,2023-current,notional,0.3535744,0.06957862,0.42174992,,2017
Surrey Heath,South East,2019_notional,0.5785617,con,E14001532,2023-current,notional,0.5785617,0.28023633,0.09376379,,2017
Sussex Weald,South East,2019_notional,0.6371363,con,E14001533,2023-current,notional,0.6371363,0.16840018,0.148711,,2017
Sutton and Cheam,London,2019_notional,0.49983165,con,E14001534,2023-current,notional,0.49983165,0.33442274,0.14261097,,2017
Sutton Coldfield,West Midlands,2019_notional,0.60399425,con,E14001535,2023-current,notional,0.60399425,0.1215098,0.23568083,,2017
Swindon North,South West,2019_notional,0.5850235,con,E14001536,2023-current,notional,0.5850235,0.07901902,0.30537558,,2017
Swindon South,South West,2019_notional,0.5161629,con,E14001537,2023-current,notional,0.5161629,0.07648353,0.40208372,,2017
Tamworth,West Midlands,2019_notional,0.6671991,con,E14001538,2023-current,notional,0.6671991,0.05316913,0.23295645,,2017
Tatton,North West,2019_notional,0.5728418,con,E14001539,2023-current,notional,0.5728418,0.16185868,0.22477163,,2017
Taunton and Wellington,South West,2019_notional,0.5198016,con,E14001540,2023-current,notional,0.5198016,0.36300513,0.07896767,,2017
Telford,West Midlands,2019_notional,0.59372777,con,E14001541,2023-current,notional,0.59372777,0.062354967,0.34329695,,2017
Tewkesbury,South West,2019_notional,0.58099073,con,E14001542,2023-current,notional,0.58099073,0.21998589,0.15685692,,2017
The Wrekin,West Midlands,2019_notional,0.6471048,con,E14001543,2023-current,notional,0.6471048,0.08033262,0.24328654,,2017
Thirsk and Malton,Yorkshire and The Humber,2019_notional,0.62500477,con,E14001544,2023-current,notional,0.62500477,0.124564156,0.17791869,,2017
Thornbury and Yate,South West,2019_notional,0.5848118,con,E14001545,2023-current,notional,0.5848118,0.32558885,0.08735267,,2017
Thurrock,East of England,2019_notional,0.5990669,con,E14001546,2023-current,notional,0.5990669,0.03132818,0.32946426,,2017
Tipton and Wednesbury,West Midlands,2019_notional,0.50709426,con,E14001547,2023-current,notional,0.50709426,0.031282723,0.38424084,,2017
Tiverton and Minehead,South West,2019_notional,0.61316305,con,E14001548,2023-current,notional,0.61316305,0.19493635,0.14308555,,2017
Tonbridge,South East,2019_notional,0.64760333,con,E14001549,2023-current,notional,0.64760333,0.122865014,0.15078053,,2017
Tooting,London,2019_notional,0.52692693,lab,E14001550,2023-current,notional,0.28224993,0.14203137,0.52692693,,2017
Torbay,South West,2019_notional,0.59070843,con,E14001551,2023-current,notional,0.59070843,0.2424516,0.12987778,,2017
Torridge and Tavistock,South West,2019_notional,0.5983025,con,E14001552,2023-current,notional,0.5983025,0.17942855,0.17855053,,2017
Tottenham,London,2019_notional,0.7778653,lab,E14001553,2023-current,notional,0.11102362,0.050437447,0.7778653,,2017
Truro and Falmouth,South West,2019_notional,0.46833882,con,E14001554,2023-current,notional,0.46833882,0.10839465,0.38752764,,2017
Tunbridge Wells,South East,2019_notional,0.55112535,con,E14001555,2023-current,notional,0.55112535,0.2831473,0.14817932,,2017
Twickenham,London,2019_notional,0.56238,lib,E14001556,2023-current,notional,0.338326,0.56238,0.086560875,,2017
Tynemouth,North East,2019_notional,0.46733406,lab,E14001557,2023-current,notional,0.4022247,0.067148685,0.46733406,,2017
Uxbridge and South Ruislip,London,2019_notional,0.52601314,con,E14001558,2023-current,notional,0.52601314,0.06638179,0.36967823,,2017
Vauxhall and Camberwell Green,London,2019_notional,0.6045004,lab,E14001559,2023-current,notional,0.1452627,0.19052541,0.6045004,,2017
Wakefield and Rothwell,Yorkshire and The Humber,2019_notional,0.4485772,con,E14001560,2023-current,notional,0.4485772,0.1092009,0.39508688,,2017
Wallasey,North West,2019_notional,0.6366621,lab,E14001561,2023-current,notional,0.25931612,0.03899359,0.6366621,,2017
Walsall and Bloxwich,West Midlands,2019_notional,0.49206662,con,E14001562,2023-current,notional,0.49206662,0.029322814,0.44415954,,2017
Walthamstow,London,2019_notional,0.76102203,lab,E14001563,2023-current,notional,0.12251991,0.059460018,0.76102203,,2017
Warrington North,North West,2019_notional,0.44186395,lab,E14001564,2023-current,notional,0.40935847,0.065634,0.44186395,,2017
Warrington South,North West,2019_notional,0.4447339,lab,E14001565,2023-current,notional,0.44353303,0.08156441,0.4447339,,2017
Warwick and Leamington,West Midlands,2019_notional,0.43313286,lab,E14001566,2023-current,notional,0.41074166,0.10904459,0.43313286,,2017
Washington and Gateshead South,North East,2019_notional,0.43118653,lab,E14001567,2023-current,notional,0.33732182,0.049268246,0.43118653,,2017
Watford,East of England,2019_notional,0.41999668,con,E14001568,2023-current,notional,0.41999668,0.17744006,0.39308047,,2017
Waveney Valley,East of England,2019_notional,0.62203586,con,E14001569,2023-current,notional,0.62203586,0.09157566,0.18592043,,2017
Weald of Kent,South East,2019_notional,0.7196085,con,E14001570,2023-current,notional,0.7196085,0.1010634,0.14055829,,2017
Wellingborough and Rushden,East Midlands,2019_notional,0.62352264,con,E14001571,2023-current,notional,0.62352264,0.06674603,0.28260776,,2017
Wells and Mendip Hills,South West,2019_notional,0.5612587,con,E14001572,2023-current,notional,0.5612587,0.30798534,0.10765224,,2017
Welwyn Hatfield,East of England,2019_notional,0.52489525,con,E14001573,2023-current,notional,0.52489525,0.1270923,0.31691024,,2017
West Bromwich,West Midlands,2019_notional,0.47320977,con,E14001574,2023-current,notional,0.47320977,0.035478648,0.42124853,,2017
West Dorset,South West,2019_notional,0.542698,con,E14001575,2023-current,notional,0.542698,0.32842094,0.09364676,,2017
West Ham and Beckton,London,2019_notional,0.7070245,lab,E14001576,2023-current,notional,0.16443235,0.060598567,0.7070245,,2017
West Lancashire,North West,2019_notional,0.52139074,lab,E14001577,2023-current,notional,0.3631012,0.048610978,0.52139074,,2017
West Suffolk,East of England,2019_notional,0.6432509,con,E14001578,2023-current,notional,0.6432509,0.090433724,0.22174706,,2017
West Worcestershire,West Midlands,2019_notional,0.60679644,con,E14001579,2023-current,notional,0.60679644,0.18094908,0.16506171,,2017
Westmorland and Lonsdale,North West,2019_notional,0.50162363,con,E14001580,2023-current,notional,0.50162363,0.40678966,0.069225095,,2017
Weston-super-Mare,South West,2019_notional,0.5713725,con,E14001581,2023-current,notional,0.5713725,0.117326476,0.2812173,,2017
Wetherby and Easingwold,Yorkshire and The Humber,2019_notional,0.68185747,con,E14001582,2023-current,notional,0.68185747,0.079140395,0.18249168,,2017
Whitehaven and Workington,North West,2019_notional,0.4841905,con,E14001583,2023-current,notional,0.4841905,0.039559238,0.44076243,,2017
Widnes and Halewood,North West,2019_notional,0.6645131,lab,E14001584,2023-current,notional,0.20820183,0.02779131,0.6645131,,2017
Wigan,North West,2019_notional,0.46716398,lab,E14001585,2023-current,notional,0.3177923,0.053905245,0.46716398,,2017
Wimbledon,London,2019_notional,0.39768252,con,E14001586,2023-current,notional,0.39768252,0.3829301,0.2080813,,2017
Winchester,South East,2019_notional,0.5401574,con,E14001587,2023-current,notional,0.5401574,0.39855424,0.0475505,,2017
Windsor,South East,2019_notional,0.5603726,con,E14001588,2023-current,notional,0.5603726,0.188703,0.1956587,,2017
Wirral West,North West,2019_notional,0.45173606,lab,E14001589,2023-current,notional,0.44361773,0.057167325,0.45173606,,2017
Witham,East of England,2019_notional,0.6674408,con,E14001590,2023-current,notional,0.6674408,0.10006717,0.17480089,,2017
Witney,South East,2019_notional,0.58058107,con,E14001591,2023-current,notional,0.58058107,0.25964904,0.15397531,,2017
Woking,South East,2019_notional,0.48257554,con,E14001592,2023-current,notional,0.48257554,0.31054977,0.16729073,,2017
Wokingham,South East,2019_notional,0.5548608,con,E14001593,2023-current,notional,0.5548608,0.32309315,0.09857849,,2017
Wolverhampton North East,West Midlands,2019_notional,0.5569204,con,E14001594,2023-current,notional,0.5569204,0.03568901,0.35858357,,2017
Wolverhampton South East,West Midlands,2019_notional,0.4739059,lab,E14001595,2023-current,notional,0.41182932,0.03811442,0.4739059,,2017
Wolverhampton West,West Midlands,2019_notional,0.47373277,con,E14001596,2023-current,notional,0.47373277,0.04362166,0.45539677,,2017
Worcester,West Midlands,2019_notional,0.5079964,con,E14001597,2023-current,notional,0.5079964,0.07202641,0.37522104,,2017
Worsley and Eccles,North West,2019_notional,0.46522608,lab,E14001598,2023-current,notional,0.38530758,0.05259972,0.46522608,,2017
Worthing West,South East,2019_notional,0.55998856,con,E14001599,2023-current,notional,0.55998856,0.09918189,0.2953006,,2017
Wycombe,South East,2019_notional,0.43105432,con,E14001600,2023-current,notional,0.43105432,0.11323893,0.39919388,,2017
Wyre Forest,West Midlands,2019_notional,0.65188587,con,E14001601,2023-current,notional,0.65188587,0.08071438,0.22837761,,2017
Wythenshawe and Sale East,North West,2019_notional,0.5329654,lab,E14001602,2023-current,notional,0.3006993,0.06950557,0.5329654,,2017
Yeovil,South West,2019_notional,0.58152896,con,E14001603,2023-current,notional,0.58152896,0.31109592,0.06316509,,2017
York Central,Yorkshire and The Humber,2019_notional,0.56404936,lab,E14001604,2023-current,notional,0.2777933,0.07822043,0.56404936,,2017
York Outer,Yorkshire and The Humber,2019_notional,0.4963105,con,E14001605,2023-current,notional,0.4963105,0.18670319,0.299379,,2017
East Renfrewshire,Scotland,2019_notional,0.44939214,natSW,S14000021,2023-current,notional,0.35137382,0.075401485,0.123832576,0.44939214,2017
Na h-Eileanan an Iar,Scotland,2019_notional,0.45112938,natSW,S14000027,2023-current,notional,0.22214547,0.04400083,0.28272432,0.45112938,2017
Midlothian,Scotland,2019_notional,0.4154414,natSW,S14000045,2023-current,notional,0.2170631,0.07036354,0.29713196,0.4154414,2017
North Ayrshire and Arran,Scotland,2019_notional,0.48544255,natSW,S14000048,2023-current,notional,0.30848944,0.043755453,0.13917847,0.48544255,2017
Orkney and Shetland,Scotland,2019_notional,0.4482297,lib,S14000051,2023-current,notional,0.09874784,0.4482297,0.066925734,0.33998272,2017
Aberdeen North,Scotland,2019_notional,0.5289764,natSW,S14000060,2023-current,notional,0.24549644,0.07730365,0.11979572,0.5289764,2017
Aberdeen South,Scotland,2019_notional,0.4525919,natSW,S14000061,2023-current,notional,0.34358913,0.106907696,0.08767309,0.4525919,2017
Aberdeenshire North and Moray East,Scotland,2019_notional,0.48318842,con,S14000062,2023-current,notional,0.48318842,0.044191673,0.041707523,0.43091238,2017
Airdrie and Shotts,Scotland,2019_notional,0.44600543,natSW,S14000063,2023-current,notional,0.17264448,0.035651084,0.33111054,0.44600543,2017
Alloa and Grangemouth,Scotland,2019_notional,0.5267423,natSW,S14000064,2023-current,notional,0.24799597,0.053134173,0.14503482,0.5267423,2017
Angus and Perthshire Glens,Scotland,2019_notional,0.5041647,natSW,S14000065,2023-current,notional,0.39796984,0.049569383,0.04247794,0.5041647,2017
Arbroath and Broughty Ferry,Scotland,2019_notional,0.5093623,natSW,S14000066,2023-current,notional,0.30260533,0.07996316,0.1020835,0.5093623,2017
"Argyll, Bute and South Lochaber",Scotland,2019_notional,0.4416386,natSW,S14000067,2023-current,notional,0.34510222,0.14138427,0.070810415,0.4416386,2017
Bathgate and Linlithgow,Scotland,2019_notional,0.43005696,natSW,S14000068,2023-current,notional,0.24641548,0.08219497,0.18794079,0.43005696,2017
"Caithness, Sutherland and Easter Ross",Scotland,2019_notional,0.3888088,natSW,S14000069,2023-current,notional,0.17334977,0.33592564,0.053091805,0.3888088,2017
Coatbridge and Bellshill,Scotland,2019_notional,0.47346175,natSW,S14000070,2023-current,notional,0.118616,0.029959038,0.36268955,0.47346175,2017
Cowdenbeath and Kirkcaldy,Scotland,2019_notional,0.36315432,natSW,S14000071,2023-current,notional,0.2223212,0.064647496,0.29485875,0.36315432,2017
Cumbernauld and Kirkintilloch,Scotland,2019_notional,0.5202854,natSW,S14000072,2023-current,notional,0.1502323,0.05581598,0.271281,0.5202854,2017
Dumfries and Galloway,Scotland,2019_notional,0.4380762,con,S14000073,2023-current,notional,0.4380762,0.059714288,0.09377143,0.4084381,2017
"Dumfriesshire, Clydesdale and Tweeddale",Scotland,2019_notional,0.4646534,con,S14000074,2023-current,notional,0.4646534,0.07295269,0.08297312,0.3794208,2017
Dundee Central,Scotland,2019_notional,0.5647682,natSW,S14000075,2023-current,notional,0.11063,0.055432897,0.23849435,0.5647682,2017
Dunfermline and Dollar,Scotland,2019_notional,0.4429544,natSW,S14000076,2023-current,notional,0.21450461,0.08443201,0.23577203,0.4429544,2017
East Kilbride and Strathaven,Scotland,2019_notional,0.47037768,natSW,S14000077,2023-current,notional,0.21364446,0.06880272,0.21557929,0.47037768,2017
Edinburgh East and Musselburgh,Scotland,2019_notional,0.48967522,natSW,S14000078,2023-current,notional,0.14073834,0.06969935,0.26392743,0.48967522,2017
Edinburgh North and Leith,Scotland,2019_notional,0.4379067,natSW,S14000079,2023-current,notional,0.17605981,0.12512106,0.21731374,0.4379067,2017
Edinburgh South,Scotland,2019_notional,0.46216223,lab,S14000080,2023-current,notional,0.16824757,0.08191744,0.46216223,0.25859436,2017
Edinburgh South West,Scotland,2019_notional,0.4763001,natSW,S14000081,2023-current,notional,0.24645604,0.09535593,0.14344631,0.4763001,2017
Edinburgh West,Scotland,2019_notional,0.38232407,lib,S14000082,2023-current,notional,0.18032132,0.38232407,0.0869984,0.3298379,2017
Falkirk,Scotland,2019_notional,0.51752096,natSW,S14000083,2023-current,notional,0.25931478,0.06782584,0.120707,0.51752096,2017
Glasgow East,Scotland,2019_notional,0.48694915,natSW,S14000084,2023-current,notional,0.12312735,0.041010078,0.33456355,0.48694915,2017
Glasgow North,Scotland,2019_notional,0.4755531,natSW,S14000085,2023-current,notional,0.088061824,0.05190303,0.34117335,0.4755531,2017
Glasgow North East,Scotland,2019_notional,0.4774682,natSW,S14000086,2023-current,notional,0.10981183,0.033955898,0.37724087,0.4774682,2017
Glasgow South,Scotland,2019_notional,0.4830065,natSW,S14000087,2023-current,notional,0.12690534,0.060187854,0.29451266,0.4830065,2017
Glasgow South West,Scotland,2019_notional,0.46705252,natSW,S14000088,2023-current,notional,0.12604886,0.04397648,0.3384469,0.46705252,2017
Glasgow West,Scotland,2019_notional,0.48588717,natSW,S14000089,2023-current,notional,0.15348484,0.07519783,0.28005585,0.48588717,2017
Glenrothes and Mid Fife,Scotland,2019_notional,0.49484366,natSW,S14000090,2023-current,notional,0.15331851,0.04437296,0.27364114,0.49484366,2017
Gordon and Buchan,Scotland,2019_notional,0.4596247,con,S14000091,2023-current,notional,0.4596247,0.11348785,0.03500662,0.3918808,2017
Hamilton and Clyde Valley,Scotland,2019_notional,0.43449104,natSW,S14000092,2023-current,notional,0.25465512,0.03829527,0.27089265,0.43449104,2017
Inverclyde and Renfrewshire West,Scotland,2019_notional,0.4748181,natSW,S14000093,2023-current,notional,0.17883125,0.06437407,0.28197655,0.4748181,2017
"Inverness, Skye and West Ross-shire",Scotland,2019_notional,0.486718,natSW,S14000094,2023-current,notional,0.23338519,0.15117264,0.09394876,0.486718,2017
Livingston,Scotland,2019_notional,0.47255045,natSW,S14000095,2023-current,notional,0.21927153,0.062045723,0.22030698,0.47255045,2017
Lothian East,Scotland,2019_notional,0.34801188,natSW,S14000096,2023-current,notional,0.27484885,0.0628828,0.30454734,0.34801188,2017
Mid Dunbartonshire,Scotland,2019_notional,0.3787915,natSW,S14000097,2023-current,notional,0.15572482,0.34487292,0.09427518,0.3787915,2017
"Moray West, Nairn and Strathspey",Scotland,2019_notional,0.46099302,natSW,S14000098,2023-current,notional,0.40935102,0.058768127,0.046310775,0.46099302,2017
"Motherwell, Wishaw and Carluke",Scotland,2019_notional,0.45944923,natSW,S14000099,2023-current,notional,0.2123155,0.039649148,0.27480575,0.45944923,2017
North East Fife,Scotland,2019_notional,0.4095395,natSW,S14000100,2023-current,notional,0.13655788,0.3955886,0.054787956,0.4095395,2017
Paisley and Renfrewshire North,Scotland,2019_notional,0.48860577,natSW,S14000101,2023-current,notional,0.19526273,0.07565522,0.23735517,0.48860577,2017
Paisley and Renfrewshire South,Scotland,2019_notional,0.49769956,natSW,S14000102,2023-current,notional,0.1815617,0.062263988,0.25847477,0.49769956,2017
Perth and Kinross-shire,Scotland,2019_notional,0.45254493,natSW,S14000103,2023-current,notional,0.4106931,0.079755686,0.049889352,0.45254493,2017
Rutherglen,Scotland,2019_notional,0.43102252,natSW,S14000104,2023-current,notional,0.1726375,0.07193569,0.31157172,0.43102252,2017
Stirling and Strathallan,Scotland,2019_notional,0.49834806,natSW,S14000105,2023-current,notional,0.35034856,0.05848368,0.076525226,0.49834806,2017
West Dunbartonshire,Scotland,2019_notional,0.49690014,natSW,S14000106,2023-current,notional,0.14171404,0.041810576,0.28578785,0.49690014,2017
"Ayr, Carrick and Cumnock",Scotland,2019_notional,0.43509614,natSW,S14000107,2023-current,notional,0.38510904,0.046316963,0.13347785,0.43509614,2017
"Berwickshire, Roxburgh and Selkirk",Scotland,2019_notional,0.4844579,con,S14000108,2023-current,notional,0.4844579,0.08066458,0.047284838,0.38759267,2017
Central Ayrshire,Scotland,2019_notional,0.4617269,natSW,S14000109,2023-current,notional,0.34774575,0.049060903,0.14146645,0.4617269,2017
Kilmarnock and Loudoun,Scotland,2019_notional,0.50840837,natSW,S14000110,2023-current,notional,0.2426361,0.05131112,0.18914153,0.50840837,2017
West Aberdeenshire and Kincardine,Scotland,2019_notional,0.4265067,con,S14000111,2023-current,notional,0.4265067,0.11721811,0.045571283,0.4107039,2017
Aberafan Maesteg,Wales,2019_notional,0.5292078,lab,W07000081,2023-current,notional,0.22627918,0.037030365,0.5292078,0.08984085,2017
Alyn and Deeside,Wales,2019_notional,0.42739254,lab,W07000082,2023-current,notional,0.41954154,0.0591213,0.42739254,0.034021012,2017
Bangor Aberconwy,Wales,2019_notional,0.39983886,con,W07000083,2023-current,notional,0.39983886,0.0442498,0.3843659,0.16214597,2017
Blaenau Gwent and Rhymney,Wales,2019_notional,0.50399107,lab,W07000084,2023-current,notional,0.1958949,0.037440017,0.50399107,0.063833326,2017
"Brecon, Radnor and Cwm Tawe",Wales,2019_notional,0.46614125,con,W07000085,2023-current,notional,0.46614125,0.29223734,0.17530033,0.03236667,2017
Bridgend,Wales,2019_notional,0.43956068,con,W07000086,2023-current,notional,0.43956068,0.05251777,0.38490194,0.052260853,2017
Caerfyrddin,Wales,2019_notional,0.3916426,con,W07000087,2023-current,notional,0.3916426,0.01286041,0.25083423,0.30673766,2017
Caerphilly,Wales,2019_notional,0.43894917,lab,W07000088,2023-current,notional,0.28582838,0.007166789,0.43894917,0.14710777,2017
Cardiff East,Wales,2019_notional,0.59222764,lab,W07000089,2023-current,notional,0.2271435,0.1229559,0.59222764,0.006284603,2017
Cardiff North,Wales,2019_notional,0.49589646,lab,W07000090,2023-current,notional,0.3573635,0.06547369,0.49589646,0.03450986,2017
Cardiff South and Penarth,Wales,2019_notional,0.53662896,lab,W07000091,2023-current,notional,0.30135,0.070041694,0.53662896,0.041512806,2017
Cardiff West,Wales,2019_notional,0.50154984,lab,W07000092,2023-current,notional,0.29851177,0.052925434,0.50154984,0.0850773,2017
Ceredigion Preseli,Wales,2019_notional,0.3105464,natSW,W07000093,2023-current,notional,0.28261754,0.146341,0.20773414,0.3105464,2017
Clwyd East,Wales,2019_notional,0.47943962,con,W07000094,2023-current,notional,0.47943962,0.053445663,0.37940174,0.046573266,2017
Clwyd North,Wales,2019_notional,0.45777848,con,W07000095,2023-current,notional,0.45777848,0.04876289,0.40252295,0.07239369,2017
Dwyfor Meirionnydd,Wales,2019_notional,0.4574607,natSW,W07000096,2023-current,notional,0.26188686,0.001563799,0.22845322,0.4574607,2017
Gower,Wales,2019_notional,0.4575243,lab,W07000097,2023-current,notional,0.39886782,0.058674928,0.4575243,0.050543047,2017
Llanelli,Wales,2019_notional,0.3931468,lab,W07000098,2023-current,notional,0.30673015,,0.3931468,0.21142805,2017
Merthyr Tydfil and Aberdare,Wales,2019_notional,0.5171438,lab,W07000099,2023-current,notional,0.2060502,0.03326683,0.5171438,0.081496775,2017
Mid and South Pembrokeshire,Wales,2019_notional,0.5288607,con,W07000100,2023-current,notional,0.5288607,0.046042457,0.37203252,0.053064343,2017
Monmouthshire,Wales,2019_notional,0.5214102,con,W07000101,2023-current,notional,0.5214102,0.09591088,0.31644347,0.024266152,2017
Montgomeryshire and Glyndŵr,Wales,2019_notional,0.5363615,con,W07000102,2023-current,notional,0.5363615,0.16784486,0.24802765,0.019899234,2017
Neath and Swansea East,Wales,2019_notional,0.4707746,lab,W07000103,2023-current,notional,0.2822372,0.04125022,0.4707746,0.0852222,2017
Newport East,Wales,2019_notional,0.47490573,lab,W07000104,2023-current,notional,0.3620084,0.057127465,0.47490573,0.02592393,2017
Newport West and Islwyn,Wales,2019_notional,0.4179492,lab,W07000105,2023-current,notional,0.3767229,0.050971422,0.4179492,0.04623277,2017
Pontypridd,Wales,2019_notional,0.46631125,lab,W07000106,2023-current,notional,0.27328375,0.014019614,0.46631125,0.108887866,2017
Rhondda and Ogmore,Wales,2019_notional,0.5628569,lab,W07000107,2023-current,notional,0.15445721,0.022773743,0.5628569,0.12432725,2017
Swansea West,Wales,2019_notional,0.5137899,lab,W07000108,2023-current,notional,0.28670332,0.0641191,0.5137899,0.058711737,2017
Torfaen,Wales,2019_notional,0.42743325,lab,W07000109,2023-current,notional,0.33306545,0.049525864,0.42743325,0.035956193,2017
Vale of Glamorgan,Wales,2019_notional,0.4907687,con,W07000110,2023-current,notional,0.4907687,,0.43944153,,2017
Wrexham,Wales,2019_notional,0.4654415,con,W07000111,2023-current,notional,0.4654415,0.042717993,0.38185176,0.06281434,2017
Ynys Môn,Wales,2019_notional,0.354536,con,W07000112,2023-current,notional,0.354536,,0.3006949,0.2850186,2017
